"OPERATOR","ADesc","Ccode","CDesc","ACode"
"A","Latin America <Developing & EIEs>","659","Saint Kitts and Nevis","957"
"A","Latin America <Developing & EIEs>","660","Anguilla","957"
"A","Latin America <Developing & EIEs>","662","Saint Lucia","957"
"A","Latin America <Developing & EIEs>","670","Saint Vincent and the Grenadines","957"
"A","Latin America <Developing & EIEs>","740","Suriname","957"
"A","Latin America <Developing & EIEs>","858","Uruguay","957"
"A","Latin America <Developing & EIEs>","862","Venezuela (Bolivarian Republic of)","957"
"A","Latin America","028","Antigua and Barbuda","957W"
"A","Latin America","032","Argentina","957W"
"A","Latin America","044","Bahamas","957W"
"A","Latin America","052","Barbados","957W"
"A","Latin America","068","Bolivia (Plurinational State of)","957W"
"A","Latin America","076","Brazil","957W"
"A","Latin America","084","Belize","957W"
"A","Latin America","092","British Virgin Islands","957W"
"A","Latin America","152","Chile","957W"
"A","Latin America","170","Colombia","957W"
"A","Latin America","188","Costa Rica","957W"
"A","Latin America","192","Cuba","957W"
"A","Latin America","212","Dominica","957W"
"A","Latin America","214","Dominican Republic","957W"
"A","Latin America","218","Ecuador","957W"
"A","Latin America","222","El Salvador","957W"
"A","Latin America","308","Grenada","957W"
"A","Latin America","320","Guatemala","957W"
"A","Latin America","328","Guyana","957W"
"A","Latin America","332","Haiti","957W"
"A","Latin America","340","Honduras","957W"
"A","Latin America","388","Jamaica","957W"
"A","Latin America","484","Mexico","957W"
"A","Latin America","500","Montserrat","957W"
"A","Latin America","531","Curaçao","957W"
"A","Latin America","533","Aruba","957W"
"A","Latin America","558","Nicaragua","957W"
"A","Latin America","590","Panama","957W"
"A","Latin America","600","Paraguay","957W"
"A","Latin America","604","Peru","957W"
"A","Latin America","630","Puerto Rico","957W"
"A","Latin America","659","Saint Kitts and Nevis","957W"
"A","Latin America","660","Anguilla","957W"
"A","Latin America","662","Saint Lucia","957W"
"A","Latin America","670","Saint Vincent and the Grenadines","957W"
"A","Latin America","740","Suriname","957W"
"A","Latin America","858","Uruguay","957W"
"A","Latin America","862","Venezuela (Bolivarian Republic of)","957W"
"A","CIS","031","Azerbaijan","960"
"A","CIS","051","Armenia","960"
"A","CIS","112","Belarus","960"
"A","CIS","268","Georgia","960"
"A","CIS","398","Kazakhstan","960"
"A","CIS","417","Kyrgyzstan","960"
"A","CIS","498","Republic of Moldova","960"
"A","CIS","643","Russian Federation","960"
"A","CIS","762","Tajikistan","960"
"A","CIS","795","Turkmenistan","960"
"A","CIS","804","Ukraine","960"
"A","CIS","860","Uzbekistan","960"
"A","Other Europe <Industrialized>","020","Andorra","961"
"A","Other Europe <Industrialized>","112","Belarus","961"
"A","Other Europe <Industrialized>","352","Iceland","961"
"A","Other Europe <Industrialized>","438","Liechtenstein","961"
"A","Other Europe <Industrialized>","492","Monaco","961"
"A","Other Europe <Industrialized>","578","Norway","961"
"A","Other Europe <Industrialized>","643","Russian Federation","961"
"A","Other Europe <Industrialized>","674","San Marino","961"
"A","Other Europe <Industrialized>","756","Switzerland","961"
"A","Asia & Pacific <Developing & EIEs>","004","Afghanistan","962"
"A","Asia & Pacific <Developing & EIEs>","031","Azerbaijan","962"
"A","Asia & Pacific <Developing & EIEs>","050","Bangladesh","962"
"A","Asia & Pacific <Developing & EIEs>","051","Armenia","962"
"A","Asia & Pacific <Developing & EIEs>","064","Bhutan","962"
"A","Asia & Pacific <Developing & EIEs>","090","Solomon Islands","962"
"A","Asia & Pacific <Developing & EIEs>","096","Brunei Darussalam","962"
"A","Asia & Pacific <Developing & EIEs>","104","Myanmar","962"
"A","Asia & Pacific <Developing & EIEs>","116","Cambodia","962"
"A","Asia & Pacific <Developing & EIEs>","144","Sri Lanka","962"
"A","Asia & Pacific <Developing & EIEs>","156","China","962"
"A","Asia & Pacific <Developing & EIEs>","184","Cook Islands","962"
"A","Asia & Pacific <Developing & EIEs>","242","Fiji","962"
"A","Asia & Pacific <Developing & EIEs>","275","State of Palestine","962"
"A","Asia & Pacific <Developing & EIEs>","296","Kiribati","962"
"A","Asia & Pacific <Developing & EIEs>","356","India","962"
"A","Asia & Pacific <Developing & EIEs>","360","Indonesia","962"
"A","Asia & Pacific <Developing & EIEs>","364","Iran (Islamic Republic of)","962"
"A","Asia & Pacific <Developing & EIEs>","368","Iraq","962"
"A","Asia & Pacific <Developing & EIEs>","398","Kazakhstan","962"
"A","Asia & Pacific <Developing & EIEs>","400","Jordan","962"
"A","Asia & Pacific <Developing & EIEs>","408","Democratic People's Rep of Korea","962"
"A","Asia & Pacific <Developing & EIEs>","417","Kyrgyzstan","962"
"A","Asia & Pacific <Developing & EIEs>","418","Lao People's Dem Rep","962"
"A","Asia & Pacific <Developing & EIEs>","422","Lebanon","962"
"A","Asia & Pacific <Developing & EIEs>","462","Maldives","962"
"A","Asia & Pacific <Developing & EIEs>","496","Mongolia","962"
"A","Asia & Pacific <Developing & EIEs>","512","Oman","962"
"A","Asia & Pacific <Developing & EIEs>","524","Nepal","962"
"A","Asia & Pacific <Developing & EIEs>","548","Vanuatu","962"
"A","Asia & Pacific <Developing & EIEs>","584","Marshall Islands","962"
"A","Asia & Pacific <Developing & EIEs>","585","Palau","962"
"A","Asia & Pacific <Developing & EIEs>","586","Pakistan","962"
"A","Asia & Pacific <Developing & EIEs>","598","Papua New Guinea","962"
"A","Asia & Pacific <Developing & EIEs>","608","Philippines","962"
"A","Asia & Pacific <Developing & EIEs>","626","Timor-Leste","962"
"A","Asia & Pacific <Developing & EIEs>","682","Saudi Arabia","962"
"A","Asia & Pacific <Developing & EIEs>","704","Viet Nam","962"
"A","Asia & Pacific <Developing & EIEs>","760","Syrian Arab Republic","962"
"A","Asia & Pacific <Developing & EIEs>","762","Tajikistan","962"
"A","Asia & Pacific <Developing & EIEs>","764","Thailand","962"
"A","Asia & Pacific <Developing & EIEs>","776","Tonga","962"
"A","Asia & Pacific <Developing & EIEs>","795","Turkmenistan","962"
"A","Asia & Pacific <Developing & EIEs>","798","Tuvalu","962"
"A","Asia & Pacific <Developing & EIEs>","860","Uzbekistan","962"
"A","Asia & Pacific <Developing & EIEs>","882","Samoa","962"
"A","Asia & Pacific <Developing & EIEs>","887","Yemen","962"
"A","Asia & Pacific","004","Afghanistan","962W"
"A","Asia & Pacific","031","Azerbaijan","962W"
"A","Asia & Pacific","036","Australia","962W"
"A","Asia & Pacific","048","Bahrain","962W"
"A","Asia & Pacific","050","Bangladesh","962W"
"A","Asia & Pacific","051","Armenia","962W"
"A","Asia & Pacific","064","Bhutan","962W"
"A","Asia & Pacific","090","Solomon Islands","962W"
"A","Asia & Pacific","096","Brunei Darussalam","962W"
"A","Asia & Pacific","104","Myanmar","962W"
"A","Asia & Pacific","116","Cambodia","962W"
"A","Asia & Pacific","144","Sri Lanka","962W"
"A","Asia & Pacific","156","China","962W"
"A","Asia & Pacific","158","China, Taiwan Province","962W"
"A","Asia & Pacific","184","Cook Islands","962W"
"A","Asia & Pacific","242","Fiji","962W"
"A","Asia & Pacific","258","French Polynesia","962W"
"A","Asia & Pacific","275","State of Palestine","962W"
"A","Asia & Pacific","296","Kiribati","962W"
"A","Asia & Pacific","344","China, Hong Kong SAR","962W"
"A","Asia & Pacific","356","India","962W"
"A","Asia & Pacific","360","Indonesia","962W"
"A","Asia & Pacific","364","Iran (Islamic Republic of)","962W"
"A","Asia & Pacific","368","Iraq","962W"
"A","Asia & Pacific","376","Israel","962W"
"A","Asia & Pacific","392","Japan","962W"
"A","Asia & Pacific","398","Kazakhstan","962W"
"A","Asia & Pacific","400","Jordan","962W"
"A","Asia & Pacific","408","Democratic People's Rep of Korea","962W"
"A","Asia & Pacific","410","Republic of Korea","962W"
"A","Asia & Pacific","414","Kuwait","962W"
"A","Asia & Pacific","417","Kyrgyzstan","962W"
"A","Asia & Pacific","418","Lao People's Dem Rep","962W"
"A","Asia & Pacific","422","Lebanon","962W"
"A","Asia & Pacific","446","China, Macao SAR","962W"
"A","Asia & Pacific","458","Malaysia","962W"
"A","Asia & Pacific","462","Maldives","962W"
"A","Asia & Pacific","496","Mongolia","962W"
"A","Asia & Pacific","512","Oman","962W"
"A","Asia & Pacific","524","Nepal","962W"
"A","Asia & Pacific","540","New Caledonia","962W"
"A","Asia & Pacific","548","Vanuatu","962W"
"A","Asia & Pacific","554","New Zealand","962W"
"A","Asia & Pacific","584","Marshall Islands","962W"
"A","Asia & Pacific","585","Palau","962W"
"A","Asia & Pacific","586","Pakistan","962W"
"A","Asia & Pacific","598","Papua New Guinea","962W"
"A","Asia & Pacific","608","Philippines","962W"
"A","Asia & Pacific","626","Timor-Leste","962W"
"A","Asia & Pacific","634","Qatar","962W"
"A","Asia & Pacific","682","Saudi Arabia","962W"
"A","Asia & Pacific","702","Singapore","962W"
"A","Asia & Pacific","704","Viet Nam","962W"
"A","Asia & Pacific","760","Syrian Arab Republic","962W"
"A","Asia & Pacific","762","Tajikistan","962W"
"A","Asia & Pacific","764","Thailand","962W"
"A","Asia & Pacific","776","Tonga","962W"
"A","Asia & Pacific","784","United Arab Emirates","962W"
"A","Asia & Pacific","795","Turkmenistan","962W"
"A","Asia & Pacific","798","Tuvalu","962W"
"A","Asia & Pacific","860","Uzbekistan","962W"
"A","Asia & Pacific","882","Samoa","962W"
"A","Asia & Pacific","887","Yemen","962W"
"A","LAIA","032","Argentina","964"
"A","LAIA","068","Bolivia (Plurinational State of)","964"
"A","LAIA","076","Brazil","964"
"A","LAIA","152","Chile","964"
"A","LAIA","170","Colombia","964"
"A","LAIA","192","Cuba","964"
"A","LAIA","218","Ecuador","964"
"A","LAIA","484","Mexico","964"
"A","LAIA","600","Paraguay","964"
"A","LAIA","604","Peru","964"
"A","LAIA","858","Uruguay","964"
"A","LAIA","862","Venezuela (Bolivarian Republic of)","964"
"A","Andean Group","068","Bolivia (Plurinational State of)","965"
"A","Andean Group","170","Colombia","965"
"A","Andean Group","218","Ecuador","965"
"A","Andean Group","604","Peru","965"
"A","Andean Group","862","Venezuela (Bolivarian Republic of)","965"
"A","CACM","188","Costa Rica","966"
"A","CACM","222","El Salvador","966"
"A","CACM","320","Guatemala","966"
"A","CACM","340","Honduras","966"
"A","CACM","558","Nicaragua","966"
"A","CARICOM","028","Antigua and Barbuda","967"
"A","CARICOM","044","Bahamas","967"
"A","CARICOM","052","Barbados","967"
"A","CARICOM","084","Belize","967"
"A","CARICOM","212","Dominica","967"
"A","CARICOM","308","Grenada","967"
"A","CARICOM","328","Guyana","967"
"A","CARICOM","332","Haiti","967"
"A","CARICOM","388","Jamaica","967"
"A","CARICOM","500","Montserrat","967"
"A","CARICOM","659","Saint Kitts and Nevis","967"
"A","CARICOM","662","Saint Lucia","967"
"A","CARICOM","670","Saint Vincent and the Grenadines","967"
"A","CARICOM","740","Suriname","967"
"A","CARICOM","780","Trinidad and Tobago","967"
"A","Others <Industrialized>","036","Australia","972"
"A","Others <Industrialized>","092","British Virgin Islands","972"
"A","Others <Industrialized>","136","Cayman Islands","972"
"A","Others <Industrialized>","258","French Polynesia","972"
"A","Others <Industrialized>","376","Israel","972"
"A","Others <Industrialized>","531","Curaçao","972"
"A","Others <Industrialized>","533","Aruba","972"
"A","Others <Industrialized>","540","New Caledonia","972"
"A","Others <Industrialized>","554","New Zealand","972"
"A","Others <Industrialized>","630","Puerto Rico","972"
"A","Others <Industrialized>","780","Trinidad and Tobago","972"
"A","South East Asia <Developing & EIEs>","096","Brunei Darussalam","975"
"A","South East Asia <Developing & EIEs>","104","Myanmar","975"
"A","South East Asia <Developing & EIEs>","116","Cambodia","975"
"A","South East Asia <Developing & EIEs>","360","Indonesia","975"
"A","South East Asia <Developing & EIEs>","418","Lao People's Dem Rep","975"
"A","South East Asia <Developing & EIEs>","608","Philippines","975"
"A","South East Asia <Developing & EIEs>","704","Viet Nam","975"
"A","South East Asia <Developing & EIEs>","764","Thailand","975"
"A","Europe <Developing & EIEs>","008","Albania","980"
"A","Europe <Developing & EIEs>","070","Bosnia and Herzegovina","980"
"A","Europe <Developing & EIEs>","100","Bulgaria","980"
"A","Europe <Developing & EIEs>","191","Croatia","980"
"A","Europe <Developing & EIEs>","196","Cyprus","980"
"A","Europe <Developing & EIEs>","268","Georgia","980"
"A","Europe <Developing & EIEs>","300","Greece","980"
"A","Europe <Developing & EIEs>","428","Latvia","980"
"A","Europe <Developing & EIEs>","498","Republic of Moldova","980"
"A","Europe <Developing & EIEs>","499","Montenegro","980"
"A","Europe <Developing & EIEs>","616","Poland","980"
"A","Europe <Developing & EIEs>","642","Romania","980"
"A","Europe <Developing & EIEs>","688","Serbia","980"
"A","Europe <Developing & EIEs>","792","Turkey","980"
"A","Europe <Developing & EIEs>","804","Ukraine","980"
"A","Europe <Developing & EIEs>","807","North Macedonia","980"
"A","Europe","008","Albania","980W"
"A","Europe","020","Andorra","980W"
"A","Europe","040","Austria","980W"
"A","Europe","056","Belgium","980W"
"A","Europe","070","Bosnia and Herzegovina","980W"
"A","Europe","100","Bulgaria","980W"
"A","Europe","112","Belarus","980W"
"A","Europe","191","Croatia","980W"
"A","Europe","196","Cyprus","980W"
"A","Europe","203","Czechia","980W"
"A","Europe","208","Denmark","980W"
"A","Europe","233","Estonia","980W"
"A","Europe","246","Finland","980W"
"A","Europe","250","France","980W"
"A","Europe","268","Georgia","980W"
"A","Europe","276","Germany","980W"
"A","Europe","300","Greece","980W"
"A","Europe","348","Hungary","980W"
"A","Europe","352","Iceland","980W"
"A","Europe","372","Ireland","980W"
"A","Europe","380","Italy","980W"
"A","Europe","428","Latvia","980W"
"A","Europe","438","Liechtenstein","980W"
"A","Europe","440","Lithuania","980W"
"A","Europe","442","Luxembourg","980W"
"A","Europe","470","Malta","980W"
"A","Europe","492","Monaco","980W"
"A","Europe","498","Republic of Moldova","980W"
"A","Europe","499","Montenegro","980W"
"A","Europe","528","Netherlands","980W"
"A","Europe","578","Norway","980W"
"A","Europe","616","Poland","980W"
"A","Europe","620","Portugal","980W"
"A","Europe","642","Romania","980W"
"A","Europe","643","Russian Federation","980W"
"A","Europe","674","San Marino","980W"
"A","Europe","688","Serbia","980W"
"A","Europe","703","Slovakia","980W"
"A","Europe","705","Slovenia","980W"
"A","Europe","724","Spain","980W"
"A","Europe","752","Sweden","980W"
"A","Europe","756","Switzerland","980W"
"A","Europe","792","Turkey","980W"
"A","Europe","804","Ukraine","980W"
"A","Europe","807","North Macedonia","980W"
"A","Europe","826","United Kingdom","980W"
"A","Africa <Developing & EIEs>","012","Algeria","982"
"A","Africa <Developing & EIEs>","024","Angola","982"
"A","Africa <Developing & EIEs>","072","Botswana","982"
"A","Africa <Developing & EIEs>","108","Burundi","982"
"A","Africa <Developing & EIEs>","120","Cameroon","982"
"A","Africa <Developing & EIEs>","132","Cabo Verde","982"
"A","Africa <Developing & EIEs>","140","Central African Republic","982"
"A","Africa <Developing & EIEs>","148","Chad","982"
"A","Africa <Developing & EIEs>","174","Comoros","982"
"A","Africa <Developing & EIEs>","178","Congo","982"
"A","Africa <Developing & EIEs>","180","Democratic Rep of the Congo","982"
"A","Africa <Developing & EIEs>","204","Benin","982"
"A","Africa <Developing & EIEs>","226","Equatorial Guinea","982"
"A","Africa <Developing & EIEs>","231","Ethiopia","982"
"A","Africa <Developing & EIEs>","232","Eritrea","982"
"A","Africa <Developing & EIEs>","262","Djibouti","982"
"A","Africa <Developing & EIEs>","266","Gabon","982"
"A","Africa <Developing & EIEs>","270","Gambia","982"
"A","Africa <Developing & EIEs>","288","Ghana","982"
"A","Africa <Developing & EIEs>","324","Guinea","982"
"A","Africa <Developing & EIEs>","384","Côte d'Ivoire","982"
"A","Africa <Developing & EIEs>","404","Kenya","982"
"A","Africa <Developing & EIEs>","426","Lesotho","982"
"A","Africa <Developing & EIEs>","430","Liberia","982"
"A","Africa <Developing & EIEs>","434","Libya","982"
"A","Africa <Developing & EIEs>","450","Madagascar","982"
"A","Africa <Developing & EIEs>","454","Malawi","982"
"A","Africa <Developing & EIEs>","466","Mali","982"
"A","Africa <Developing & EIEs>","478","Mauritania","982"
"A","Africa <Developing & EIEs>","480","Mauritius","982"
"A","Africa <Developing & EIEs>","504","Morocco","982"
"A","Africa <Developing & EIEs>","508","Mozambique","982"
"A","Africa <Developing & EIEs>","516","Namibia","982"
"A","Africa <Developing & EIEs>","562","Niger","982"
"A","Africa <Developing & EIEs>","566","Nigeria","982"
"A","Africa <Developing & EIEs>","624","Guinea-Bissau","982"
"A","Africa <Developing & EIEs>","646","Rwanda","982"
"A","Africa <Developing & EIEs>","678","Sao Tome and Principe","982"
"A","Africa <Developing & EIEs>","686","Senegal","982"
"A","Africa <Developing & EIEs>","690","Seychelles","982"
"A","Africa <Developing & EIEs>","694","Sierra Leone","982"
"A","Africa <Developing & EIEs>","706","Somalia","982"
"A","Africa <Developing & EIEs>","710","South Africa","982"
"A","Africa <Developing & EIEs>","716","Zimbabwe","982"
"A","Africa <Developing & EIEs>","729","Sudan","982"
"A","Africa <Developing & EIEs>","748","Swaziland","982"
"A","Africa <Developing & EIEs>","768","Togo","982"
"A","Africa <Developing & EIEs>","788","Tunisia","982"
"A","Africa <Developing & EIEs>","800","Uganda","982"
"A","Africa <Developing & EIEs>","818","Egypt","982"
"A","Africa <Developing & EIEs>","834","United Republic of Tanzania","982"
"A","Africa <Developing & EIEs>","854","Burkina Faso","982"
"A","Africa <Developing & EIEs>","894","Zambia","982"
"A","Africa","012","Algeria","982W"
"A","Africa","024","Angola","982W"
"A","Africa","072","Botswana","982W"
"A","Africa","108","Burundi","982W"
"A","Africa","120","Cameroon","982W"
"A","Africa","132","Cabo Verde","982W"
"A","Africa","140","Central African Republic","982W"
"A","Africa","148","Chad","982W"
"A","Africa","174","Comoros","982W"
"A","Africa","178","Congo","982W"
"A","Africa","180","Democratic Rep of the Congo","982W"
"A","Africa","204","Benin","982W"
"A","Africa","226","Equatorial Guinea","982W"
"A","Africa","231","Ethiopia","982W"
"A","Africa","232","Eritrea","982W"
"A","Africa","262","Djibouti","982W"
"A","Africa","266","Gabon","982W"
"A","Africa","270","Gambia","982W"
"A","Africa","288","Ghana","982W"
"A","Africa","324","Guinea","982W"
"A","Africa","384","Côte d'Ivoire","982W"
"A","Africa","404","Kenya","982W"
"A","Africa","426","Lesotho","982W"
"A","Africa","430","Liberia","982W"
"A","Africa","434","Libya","982W"
"A","Africa","450","Madagascar","982W"
"A","Africa","454","Malawi","982W"
"A","Africa","466","Mali","982W"
"A","Africa","478","Mauritania","982W"
"A","Africa","480","Mauritius","982W"
"A","Africa","504","Morocco","982W"
"A","Africa","508","Mozambique","982W"
"A","Africa","516","Namibia","982W"
"A","Africa","562","Niger","982W"
"A","Africa","566","Nigeria","982W"
"A","Africa","624","Guinea-Bissau","982W"
"A","Africa","646","Rwanda","982W"
"A","Africa","678","Sao Tome and Principe","982W"
"A","Africa","686","Senegal","982W"
"A","Africa","690","Seychelles","982W"
"A","Africa","694","Sierra Leone","982W"
"A","Africa","706","Somalia","982W"
"A","Africa","710","South Africa","982W"
"A","Africa","716","Zimbabwe","982W"
"A","Africa","729","Sudan","982W"
"A","Africa","748","Swaziland","982W"
"A","Africa","768","Togo","982W"
"A","Africa","788","Tunisia","982W"
"A","Africa","800","Uganda","982W"
"A","Africa","818","Egypt","982W"
"A","Africa","834","United Republic of Tanzania","982W"
"A","Africa","854","Burkina Faso","982W"
"A","Africa","894","Zambia","982W"
"A","South Asia","004","Afghanistan","984"
"A","South Asia","050","Bangladesh","984"
"A","South Asia","064","Bhutan","984"
"A","South Asia","144","Sri Lanka","984"
"A","South Asia","356","India","984"
"A","South Asia","462","Maldives","984"
"A","South Asia","524","Nepal","984"
"A","South Asia","586","Pakistan","984"
"A","North Africa","012","Algeria","986"
"A","North Africa","434","Libya","986"
"A","North Africa","504","Morocco","986"
"A","North Africa","729","Sudan","986"
"A","North Africa","788","Tunisia","986"
"A","North Africa","818","Egypt","986"
"A","Central Africa","120","Cameroon","988"
"A","Central Africa","140","Central African Republic","988"
"A","Central Africa","148","Chad","988"
"A","Central Africa","178","Congo","988"
"A","Central Africa","226","Equatorial Guinea","988"
"A","Central Africa","266","Gabon","988"
"A","Central Africa","678","Sao Tome and Principe","988"
"A","CEMAC","120","Cameroon","991"
"A","CEMAC","140","Central African Republic","991"
"A","CEMAC","148","Chad","991"
"A","CEMAC","178","Congo","991"
"A","CEMAC","226","Equatorial Guinea","991"
"A","CEMAC","266","Gabon","991"
"A","Western Africa","132","Cabo Verde","992"
"A","Western Africa","204","Benin","992"
"A","Western Africa","270","Gambia","992"
"A","Western Africa","288","Ghana","992"
"A","Western Africa","324","Guinea","992"
"A","Western Africa","384","Côte d'Ivoire","992"
"A","Western Africa","430","Liberia","992"
"A","Western Africa","466","Mali","992"
"A","Western Africa","478","Mauritania","992"
"A","Western Africa","562","Niger","992"
"A","Western Africa","566","Nigeria","992"
"A","Western Africa","624","Guinea-Bissau","992"
"A","Western Africa","686","Senegal","992"
"A","Western Africa","694","Sierra Leone","992"
"A","Western Africa","768","Togo","992"
"A","Western Africa","854","Burkina Faso","992"
"A","Eastern Africa","108","Burundi","995"
"A","Eastern Africa","174","Comoros","995"
"A","Eastern Africa","231","Ethiopia","995"
"A","Eastern Africa","232","Eritrea","995"
"A","Eastern Africa","262","Djibouti","995"
"A","Eastern Africa","404","Kenya","995"
"A","Eastern Africa","646","Rwanda","995"
"A","Eastern Africa","706","Somalia","995"
"A","Eastern Africa","800","Uganda","995"
"A","ASEAN","096","Brunei Darussalam","ASEAN"
"A","ASEAN","104","Myanmar","ASEAN"
"A","ASEAN","116","Cambodia","ASEAN"
"A","ASEAN","360","Indonesia","ASEAN"
"A","ASEAN","418","Lao People's Dem Rep","ASEAN"
"A","ASEAN","458","Malaysia","ASEAN"
"A","ASEAN","608","Philippines","ASEAN"
"A","ASEAN","702","Singapore","ASEAN"
"A","ASEAN","704","Viet Nam","ASEAN"
"A","ASEAN","764","Thailand","ASEAN"
"A","BRICS","076","Brazil","BRICS"
"A","BRICS","156","China","BRICS"
"A","BRICS","356","India","BRICS"
"A","BRICS","643","Russian Federation","BRICS"
"A","BRICS","710","South Africa","BRICS"
"A","Central America <Developing & EIEs>","084","Belize","CAMER"
"A","Central America <Developing & EIEs>","188","Costa Rica","CAMER"
"A","Central America <Developing & EIEs>","222","El Salvador","CAMER"
"A","Central America <Developing & EIEs>","320","Guatemala","CAMER"
"A","Central America <Developing & EIEs>","340","Honduras","CAMER"
"A","Central America <Developing & EIEs>","484","Mexico","CAMER"
"A","Central America <Developing & EIEs>","558","Nicaragua","CAMER"
"A","Central America <Developing & EIEs>","590","Panama","CAMER"
"A","Caribbean <Developing & EIEs>","028","Antigua and Barbuda","CARIBB"
"A","Caribbean <Developing & EIEs>","044","Bahamas","CARIBB"
"A","Caribbean <Developing & EIEs>","052","Barbados","CARIBB"
"A","Caribbean <Developing & EIEs>","192","Cuba","CARIBB"
"A","Caribbean <Developing & EIEs>","212","Dominica","CARIBB"
"A","Caribbean <Developing & EIEs>","214","Dominican Republic","CARIBB"
"A","Caribbean <Developing & EIEs>","308","Grenada","CARIBB"
"A","Caribbean <Developing & EIEs>","332","Haiti","CARIBB"
"A","Caribbean <Developing & EIEs>","388","Jamaica","CARIBB"
"A","Caribbean <Developing & EIEs>","500","Montserrat","CARIBB"
"A","Caribbean <Developing & EIEs>","659","Saint Kitts and Nevis","CARIBB"
"A","Caribbean <Developing & EIEs>","660","Anguilla","CARIBB"
"A","Caribbean <Developing & EIEs>","662","Saint Lucia","CARIBB"
"A","Caribbean <Developing & EIEs>","670","Saint Vincent and the Grenadines","CARIBB"
"A","Central Asia <Developing & EIEs>","398","Kazakhstan","CASIA"
"A","Central Asia <Developing & EIEs>","417","Kyrgyzstan","CASIA"
"A","Central Asia <Developing & EIEs>","496","Mongolia","CASIA"
"A","Central Asia <Developing & EIEs>","762","Tajikistan","CASIA"
"A","Central Asia <Developing & EIEs>","795","Turkmenistan","CASIA"
"A","Central Asia <Developing & EIEs>","860","Uzbekistan","CASIA"
"A","Developing & EIEs","004","Afghanistan","DEV"
"A","Developing & EIEs","008","Albania","DEV"
"A","Developing & EIEs","012","Algeria","DEV"
"A","Developing & EIEs","024","Angola","DEV"
"A","Developing & EIEs","028","Antigua and Barbuda","DEV"
"A","Developing & EIEs","031","Azerbaijan","DEV"
"A","Developing & EIEs","032","Argentina","DEV"
"A","Developing & EIEs","044","Bahamas","DEV"
"A","Developing & EIEs","050","Bangladesh","DEV"
"A","Developing & EIEs","051","Armenia","DEV"
"A","Developing & EIEs","052","Barbados","DEV"
"A","Developing & EIEs","064","Bhutan","DEV"
"A","Developing & EIEs","068","Bolivia (Plurinational State of)","DEV"
"A","Developing & EIEs","070","Bosnia and Herzegovina","DEV"
"A","Developing & EIEs","072","Botswana","DEV"
"A","Developing & EIEs","076","Brazil","DEV"
"A","Developing & EIEs","084","Belize","DEV"
"A","Developing & EIEs","090","Solomon Islands","DEV"
"A","Developing & EIEs","096","Brunei Darussalam","DEV"
"A","Developing & EIEs","100","Bulgaria","DEV"
"A","Developing & EIEs","104","Myanmar","DEV"
"A","Developing & EIEs","108","Burundi","DEV"
"A","Developing & EIEs","116","Cambodia","DEV"
"A","Developing & EIEs","120","Cameroon","DEV"
"A","Developing & EIEs","132","Cabo Verde","DEV"
"A","Developing & EIEs","140","Central African Republic","DEV"
"A","Developing & EIEs","144","Sri Lanka","DEV"
"A","Developing & EIEs","148","Chad","DEV"
"A","Developing & EIEs","152","Chile","DEV"
"A","Developing & EIEs","156","China","DEV"
"A","Developing & EIEs","170","Colombia","DEV"
"A","Developing & EIEs","174","Comoros","DEV"
"A","Developing & EIEs","178","Congo","DEV"
"A","Developing & EIEs","180","Democratic Rep of the Congo","DEV"
"A","Developing & EIEs","184","Cook Islands","DEV"
"A","Developing & EIEs","188","Costa Rica","DEV"
"A","Developing & EIEs","191","Croatia","DEV"
"A","Developing & EIEs","192","Cuba","DEV"
"A","Developing & EIEs","196","Cyprus","DEV"
"A","Developing & EIEs","204","Benin","DEV"
"A","Developing & EIEs","212","Dominica","DEV"
"A","Developing & EIEs","214","Dominican Republic","DEV"
"A","Developing & EIEs","218","Ecuador","DEV"
"A","Developing & EIEs","222","El Salvador","DEV"
"A","Developing & EIEs","226","Equatorial Guinea","DEV"
"A","Developing & EIEs","231","Ethiopia","DEV"
"A","Developing & EIEs","232","Eritrea","DEV"
"A","Developing & EIEs","242","Fiji","DEV"
"A","Developing & EIEs","262","Djibouti","DEV"
"A","Developing & EIEs","266","Gabon","DEV"
"A","Developing & EIEs","268","Georgia","DEV"
"A","Developing & EIEs","270","Gambia","DEV"
"A","Developing & EIEs","275","State of Palestine","DEV"
"A","Developing & EIEs","288","Ghana","DEV"
"A","Developing & EIEs","296","Kiribati","DEV"
"A","Developing & EIEs","300","Greece","DEV"
"A","Developing & EIEs","308","Grenada","DEV"
"A","Developing & EIEs","320","Guatemala","DEV"
"A","Developing & EIEs","324","Guinea","DEV"
"A","Developing & EIEs","328","Guyana","DEV"
"A","Developing & EIEs","332","Haiti","DEV"
"A","Developing & EIEs","340","Honduras","DEV"
"A","Developing & EIEs","356","India","DEV"
"A","Developing & EIEs","360","Indonesia","DEV"
"A","Developing & EIEs","364","Iran (Islamic Republic of)","DEV"
"A","Developing & EIEs","368","Iraq","DEV"
"A","Developing & EIEs","384","Côte d'Ivoire","DEV"
"A","Developing & EIEs","388","Jamaica","DEV"
"A","Developing & EIEs","398","Kazakhstan","DEV"
"A","Developing & EIEs","400","Jordan","DEV"
"A","Developing & EIEs","404","Kenya","DEV"
"A","Developing & EIEs","408","Democratic People's Rep of Korea","DEV"
"A","Developing & EIEs","417","Kyrgyzstan","DEV"
"A","Developing & EIEs","418","Lao People's Dem Rep","DEV"
