Article_Headline,Article_url,Article_content,Article_Author,COVID Related?
Forum: Recognise role of counsellors in mental health ecosystem as well,https://www.straitstimes.com/opinion/forum/forum-recognise-role-of-counsellors-in-mental-health-ecosystem-as-well,"Marine Parade GRC MP Seah Kian Peng asked about the ratio of mental health professionals to the resident population in Singapore in Parliament last week.
In then Health Minister Gan Kim Yong's response, only psychiatrists and psychologists were mentioned.
The omission of counsellors could give the impression that we are not an integral part of the mental health ecosystem, when in fact counsellors contribute significantly to the psychological well-being of Singaporeans of all ages and backgrounds, and are often the first professional points of contact for those experiencing psychological distress.
Counsellors serve an important role in almost every community and institutional setting.
For example, the Ministry of Education has laudably ensured that every public school has at least one resident counsellor.
It was also reported that the National Care Hotline (manned by volunteers, many of whom are counsellors) launched in April last year received more than 6,600 calls in close to three weeks (Over 6,600 calls made to National Care Hotline, April 30, 2020).
And counsellors provide crucial support in crisis and suicide situations through avenues such as the Samaritans of Singapore.
More corporate organisations are also providing employee assistance programmes for their staff.
I have observed more Singaporeans - especially among the younger generation - wanting to become trained counsellors, particularly since the Covid-19 pandemic began.
More than a thousand people have graduated with master's level qualifications in counselling from my counselling school, and the school is continuing to see more enrolments.
This growth in interest bodes well for the building of Singapore's capacity to support people's mental health needs.
I hope the Government will give more formal recognition to the counselling profession to continue enhancing Singapore's psychological resilience.
This would not only encourage more people to acquire mental health support skills, but also assure those who suffer in silence that professional help is just a phone call away.
Jessica Leong (Dr)",,TRUE
Covid-19 getting you down? 7 popular mental wellness apps to check out,https://www.straitstimes.com/life/covid-19-getting-you-down-7-popular-mental-wellness-apps-to-check-out,"SINGAPORE - As Singaporeans are advised to stay home in view of the spike in Covid-19 community cases, here are some wellness apps to keep you stay calm and composed.
1. Calm
Be greeted by gentle sounds of the outdoors and a gorgeous photo of Canada's Jasper Lake as you open the app.
Downloaded 100 million times as of last year, the app offers guided meditations and brings you nature sounds as well as celebrity voices.
Fall asleep to bedtime stories told by stars with soothing voices, such as actor Matthew McConaughey and singer-songwriter Harry Styles. Or chill out to exclusive music tracks, such as remixes by the likes of singers Ellie Goulding and Shawn Mendes, which are engineered to help you focus or relax.
While the app has meditations for beginners, it is more suitable for the experienced. PHOTO: CALM
Users can opt for meditations specific to their needs, such as a desire to break bad habits.
While the app has meditations for beginners, it is more suitable for the experienced. A bubble visualisation helps users to focus on breathing and a check-in feature gets users to pen down their emotions and things they are grateful for.
Price: Free; subscribe to unlock all features at $78.98 a year after a seven-day free trial
Available on: App Store and Google Play
2. Headspace
The app also has SOS meditations designed for mini meltdowns, such as losing your temper or feeling burnt out. PHOTOS: HEADSPACE
Headspace, which has its own Netflix shows and 65 million downloads as of last year, offers hundreds of guided meditations for kids and adults alike.
With its whimsical animations, clear explanations and streamlined interface, it is easy to follow and suitable for beginners.
Besides structured guided sessions for beginners, it offers free-form meditation programmes for the experienced in its Pro packs.
The app also has SOS meditations designed for mini meltdowns, such as losing your temper or feeling burnt out. At night, drift off with bedtime stories or soundscapes.
More on this topic
Phase 2 heightened alert blues? HBL woes? How to keep calm and carry on
Lessons from home-based learning during circuit breaker period
You can download your favourite meditations for use offline and opt to have captions displayed during sessions if you learn better visually.
Price: Free; subscribe for advanced features at $17.98 a month or $138.98 a year
Available on: App Store and Google Play
3. Insight Timer
The app is easy to use and offers a free seven-day course on how to meditate.
PHOTOS: INSIGHT TIMER
Tap this app for its extensive library of some 90,000 meditations from more than 10,000 teachers for free.
Doubling as a social network, Insight Timer allows you to send messages to other users and read reviews of various meditation styles.
You can create groups and invite friends to meditate together. The app also offers live events, such as talks and yoga sessions, at every hour of the day.
If you prefer meditating alone, pick a guided meditation or set a timer and meditate to intermittent bells or calming ambient sounds. Earn badges when you hit milestones, such as meditating consecutively for 10 days.
The app is easy to use and offers a free seven-day course on how to meditate.
Price: Free; subscribe to unlock all features at $81.98 a year after a seven-day free trial
Available on: App Store and Google Play
4. Balance
The app promises good vibes in the form of vibration-based meditations. PHOTOS: BALANCE
Like a personal coach, this app tailors a meditation programme for you. Its aesthetically pleasing interface and concise explanations make it easy for beginners to follow. Badges are awarded when you hit milestones, such as meditating for 100 minutes.
It promises good vibes in the form of vibration-based meditations, where users can feel the vibrations of rhythmic ocean waves or soothing bells. In view of the pandemic, Balance is offering a free one-year membership.
Price: Free; subscribe to unlock all features at $103.98 a year after a one-year free trial
Available on: App Store and Google Play
5. Simple Habit
The app offers longer meditations, coaching, motivational guides, bedtime stories and quick yoga sessions. PHOTOS: SIMPLE HABIT
The app, which features five-minute daily meditations, is great for users who are short on time. It has an on-the-go feature which allows people to meditate while commuting, preparing for a test or having a panic attack.
It also offers longer meditations, coaching, motivational guides, bedtime stories and quick yoga sessions. While the app's library of meditations can be scattered, it is easy to use. Users can also leave comments on sessions.
Price: Free; subscribe for advanced features at $20.98 a month or $134.98 a year after a seven-day free trial
Available on: App Store and Google Play
6. MyLife Meditation
Before you meditate, the app asks you to check in on your emotions by clicking on a medley of adjectives. PHOTOS: MYLIFE MEDITATION
The app, previously known as Stop, Breathe & Think, is geared towards younger users, with meditations designed for the stresses of student life.
It offers a wide range of meditations, from building body positivity to calming yourself down through acupressure.
Before you meditate, it asks you to check in on your emotions by clicking on a medley of adjectives. It then recommends guided meditations which are mostly under 15 minutes.
Price: Free; subscribe for advanced features at $13.98 a month or $86.98 a year after a seven-day free trial
Available on: App Store and Google Play
7. Aura
Aura serves up weekly playlists of meditation tracks.
PHOTOS: AURA
Called the Spotify of meditations, Aura serves up weekly playlists of meditation tracks.
It also offers life coaching, nature sounds, stories and music to match your mood. With thousands of tracks spanning from three minutes to all night long, you will be spoilt for choice.
You can customise sound effects to your liking, such as by adding more white noise or toggling between natural sounds.
The app can also help you keep track of your mood and progress in meditation.
Price: Free; subscribe for advanced features for $78.98 a year after a seven-day free trial
Available on: App Store and Google Play",Chin Hui Shan,TRUE
Phase 2 heightened alert blues? HBL woes? How to keep calm and carry on,https://www.straitstimes.com/life/heightened-alert-blues-hbl-woes-how-to-keep-calm-and-carry-on,"SINGAPORE - Assistant engineer Yen Lee is feeling stressed.
The 46-year-old has to take turns with her husband to care for their three children aged six, 11 and 14 at home as schools switch to full home-based learning (HBL) from Wednesday (May 19).
Please subscribe or log in to continue reading the full article.
Get unlimited access to all stories at $0.99/month
Latest headlines and exclusive stories
In-depth analyses and award-winning multimedia content
Get access to all with our no-contract promotional package at only $0.99/month for the first 3 months*
Subscribe Now
*Terms and conditions apply",Cheryl Doo,TRUE
"TikTok to work with Govt, non-profits to train youths to be mental health content creators",https://www.straitstimes.com/singapore/tiktok-to-work-with-government-local-non-profits-to-train-youths-to-become-mental-health,"SINGAPORE - Young people here can now apply to join a training programme to learn how to support others with mental health issues through content creation on the video-sharing platform TikTok.
As part of its Youth for Good initiative, TikTok will be running an eight-week training programme from June 28 to Aug 22.
The programme aims to teach young people to create educational content and to provide support to their peers who are struggling with their mental health, said TikTok in a statement.
To provide the training, the app has partnered with local non-profit organisations including Campus PSY, Care Corner, Care Singapore, Fei Yue Community Services, Samaritans of Singapore, Silver Ribbon (Singapore), and Touch Community Services for their expertise.
It will teach users which stigmatising words to avoid, how to notice and respond to early signs and symptoms of mental health issues in peers, how to tackle online harassment and cyber bullying and also share tips to take care of the trainees' own online well-being.
Applications opened last Friday (May 14) and will close at the end of the month, and are open to Singaporeans between the ages of 19 and 34.
The programme was launched at a panel discussion titled Conversations Without Walls, which was held live on the TikTok app last Friday.
The panel comprised Minister of State for Education Sun Xueling, TikTok's Asia-Pacific head of regional product policy, trust & safety Jamin Tan, assistant director of Touch Mental Wellness Andrea Chan and TikTok user and mental health advocate Yanni Ruth.
It was moderated by TikTok user and Singapore Management University (SMU) student Ian Jeevan.
The panel shared about their own experiences working with young people and mental health, along with some of their owns struggles with issues such as eating disorders. They also spoke on the need to reduce the stigma surrounding speaking up about mental health.
Ms Sun said: ""We are placing a lot of emphasis on teaching students the telltale signs that their mental health is at risk... very importantly, we are trying to normalise these conversations in schools.""
TikTok, which is owned by the Chinese company ByteDance, is popular among young people worldwide.
However, mental health content on the app has been characterised as oversimplifying complex issues in mental health.
In January, The New York Times (NYT) reported that therapists like licensed professional counsellor and former southern region chairman at the American Counselling Association Lisa Henderson were concerned that on TikTok, where videos are necessarily short, mental health treatments can be presented easy fixes.
""It can be misleading more so than intentionally harmful,"" she told NYT.
More on this topic
Mental wellness an important issue amid Covid-19 pandemic: Shanmugam
Having pulled through mental health struggles, young people team up to spread stories of hope
Despite this, students here said that the programme is both welcome and important.
SMU economics undergraduate and regular TikTok user Chng Lu Yee, 21, said: ""I think this is a good idea because you can find both extremes of positive and negative content on TikTok.
""It is very influential especially among people slightly younger than me, whatever is trending on the app has a real influence which you can see in things like clothes and how people speak,"" she added.
The Youth for Good programme will be run with the support of the Ministry of Culture, Community and Youth, the MOE and the National Youth Council.",Ng Wei Kai,TRUE
Forum: Don't want others to go through pain of anorexia,https://www.straitstimes.com/opinion/forum/forum-dont-want-others-to-go-through-pain-of-anorexia,"As someone who has suffered from anorexia and still has the mindset of a patient, here is my take.
For those suffering from anorexia, there are usually catalysts in their lives that make them feel this way.
For me, it was my cousins. It started with name-calling when I was five. They called me zhu rou bao, or pork bun, just because they were skinnier than me.
I started to doubt myself and had this idea that I was really fat.
This remark was further ingrained when my relatives agreed with the sentiment. To them, it was just a remark. But it meant much more to me.
I started losing weight in Primary 3. My relatives, the same people who had called me chubby, noticed the difference and said ""you lost weight"".
It made me secretly happy and amplified my drive to continue this vicious circle. Every day, I would just have a drink for breakfast, skip lunch and have a small dinner. This was during a period of growth and development.
When I was in Primary 5, my parents finally noticed the extremes I went to in avoiding food.
My mum tricked me, telling me she was taking me to visit a doctor, but took me to the emergency ward instead. That day, I was diagnosed with anorexia and had to be admitted and force-fed.
The hospital was not equipped to handle such cases. I was strapped to the bed against my will. I still remember the doctor forcing my head down and draining out all that I had drunk earlier.
It was night when he shoved a 1m-long tube through my nostril to my stomach. The tube got stuck in my larynx and I felt really uncomfortable and teared up.
This was the start of my trauma and I still have scars. I was in the hospital for a month.
I am now 24 years old. Have I suffered? Yes. Do I want others to go through the same pain? No. I am not the first or the last to experience this.
I am currently working as an artist. Art is my passion, and I want to use it to educate others who may be suffering in silence.
Celine Chia Hui Xuan",,TRUE
"Lady Gaga, Glenn Close join Prince Harry and Oprah Winfrey for mental health TV series",https://www.straitstimes.com/life/entertainment/lady-gaga-glenn-close-join-prince-harry-and-oprah-winfrey-for-mental-health-tv,"LONDON (REUTERS) - Britain's Prince Harry and American chat show queen Oprah Winfrey will premiere their television documentary series on mental health issues later this month, with singer Lady Gaga and actress Glenn Close among those contributing.
The Me You Can't See series, co-created and produced by Harry and Winfrey, will feature stories from high-profile guests and others across the world about mental health and emotional well-being issues, Apple TV+, the streaming service which will air the programmes from May 21, said on Monday (May 10).
Winfrey, 67, said the series aimed to spark a global conversation, and replace the shame surrounding mental health with wisdom and compassion. Among those participating will also be basketball players DeMar DeRozan from the San Antonio Spurs and Langston Galloway from the Phoenix Suns, Apple said.
""The majority of us carry some form of unresolved trauma, loss, or grief, which feels - and is - very personal,"" Harry, Queen Elizabeth's grandson, said in a statement.
""Yet the last year has shown us that we are all in this together, and my hope is that this series will show there is power in vulnerability, connection in empathy, and strength in honesty.""
The prince, the sixth-in-line to the throne, has publicly spoken of his own mental health battles and dealing with the grief of the death of his mother Princess Diana who was killed in a car crash in Paris in 1997 when he was just 12.
In March, he was named first chief impact officer of BetterUp, a service that provides employee coaching and mental health assistance.
The TV series is one of the first ventures by Harry, 36, since he and his wife Meghan, 39, stepped down from official royal duties and moved to California to forge new independent careers. The couple have also signed deals to deliver programming for Netflix and to produce and host podcasts for Spotify.
It also comes after the couple's explosive TV interview with Winfrey two months ago, which included Meghan accusing one unnamed royal of making a racist comment about their son Archie before he was born and plunged the monarchy into its biggest crisis in decades.
More on this topic
Oprah Winfrey was 'surprised' by how open Prince Harry and Meghan Markle were
Series Dickinson explores celebrity culture in 19th century New England",,TRUE
Ketamine approved in S'pore for treatment of major depressive disorder,https://www.straitstimes.com/singapore/ketamine-approved-in-spore-for-treatment-of-major-depressive-disorder,"SINGAPORE - Ketamine, a controlled substance referred to as a party drug by those who abuse it, is now being used in authorised clinical settings in Singapore to treat patients with major depressive disorder (MDD) who are not responding well to other forms of treatment.
Esketamine has been approved by the authorities and used to treat two patients in Singapore. The modified version of ketamine is being administered via a nasal spray.
Please subscribe or log in to continue reading the full article.
Get unlimited access to all stories at $0.99/month
Latest headlines and exclusive stories
In-depth analyses and award-winning multimedia content
Get access to all with our no-contract promotional package at only $0.99/month for the first 3 months*
Subscribe Now
*Terms and conditions apply",Jean Iau,TRUE
How achievement-oriented parents and schools stress out kids,https://www.straitstimes.com/opinion/how-achievement-oriented-parents-and-schools-stress-out-kids,"(NYTIMES) When schools shut down last spring, Carson Roubison, a charter school student in Phoenix, Arizona, was initially relieved. There were some difficulties in those early days at home - when classes went online, Carson and his parents, both public school teachers, had to share the sole family computer. But Carson's stress levels fell as school became less demanding during the transition to distance learning.
""I wasn't aware of the giant impact the pandemic would have,"" he said, ""so I was excited, to be honest, to have some time off school."" But things changed in autumn. The academic load went back to pre-pandemic levels even though learning was still remote. Carson, a senior, struggled to stay motivated. His mental health suffered. He hoped to attend community college the following autumn, but grew increasingly ""terrified"" that the education he'd received in high school over the past year would leave him unprepared.
""I'm afraid I'm going to get to community college,"" he said, ""and be held to the same standards as past students, and fail. That's the biggest source of my anxiety.""
Carson's story is not unique. The coronavirus pandemic has taken a toll on the mental health of millions. But adolescents have been hit especially hard. According to a national poll in the United States conducted in January by the University of Michigan's C. S. Mott Children's Hospital, 46 per cent of parents say their teenagers' mental health has worsened during the pandemic. More alarmingly, a report by the US Centres for Disease Control and Prevention found that the proportion of 12- to 17-year-olds visiting emergency rooms for mental health reasons rose 31 per cent for most of last year compared with 2019. And this is all on top of an already existing mental health crisis among young people.
While many experts believe that the reason adolescents are struggling today is that they're away from friends and school, a closer look at the research reveals a more complicated picture.
According to psychologists who study adolescent resilience, one of the biggest threats to the well-being of today's teenagers is not social isolation but something else - the pressure to achieve, which has intensified over the past year.
Psychologists define resilience as the ability to adapt well to stress. For decades, they have studied why some children are more resilient in adversity than others. Dr Suniya Luthar, emerita professor of psychology at Columbia University's Teachers College and a leading resilience researcher, believes the pandemic is a ""natural experiment"" that can help answer that question: When you expose adolescents to an event that changes their lives significantly, how do they cope?
Dr Luthar began her career studying resilience among urban youth living in poverty in Connecticut in the 1990s. At the urging of one of her students at Yale University, where she was teaching, she also started studying teenagers living in middle- and upper middle-class suburbs like Westport, Connecticut, where many of the parents are high-achieving professionals who emphasise the value of status and achievement to their children.
Comparing these students with the poor, urban adolescents, she was shocked to discover that the suburban children were doing worse on drug and alcohol abuse. They also had higher rates of anxiety and depression compared with national norms. Researchers knew that social conditions were important determinants of resilience, but they hadn't known that living in success-oriented cultures was a risk factor.
In the years since, Dr Luthar and her colleagues at Authentic Connections, a research group that works to foster resilience in school communities, have studied tens of thousands of teenagers attending ""high-achieving schools"", which she defines as public and private institutions where students on average score in the top third on standardised tests. The students in these samples come from a variety of racial, regional and socioeconomic backgrounds.
In one group of students Dr Luthar studied, for example, one-third were members of ethnic and racial minorities and one-quarter came from homes where at least one parent did not attend college.
But regardless of these differences, many of them were struggling in the same way. In a paper published last year in the academic journal American Psychologist, Dr Luthar and her colleagues - psychological researchers Nina Kumar and Nicole Zillmer - reviewed three decades' worth of research findings showing that adolescents at high-achieving schools suffer from symptoms of clinical depression and anxiety at rates three to seven times higher than national norms for children their age.
What's driving their misery, the research shows, is the pressure to excel in multiple academic and extracurricular pursuits. The National Academies of Sciences, Engineering, and Medicine and the Robert Wood Johnson Foundation suggest children living in an achievement-oriented culture are at risk of adjustment problems, like those facing more predictable forms of adversity, such as poverty and trauma.
The pandemic offered a rare reprieve for students - at first. Since 2019, Dr Luthar and her colleagues have surveyed thousands of adolescents each year at public and private schools across the nation. Replicating findings of earlier research, these students reported suffering from anxiety and depression at higher rates than national norms before the pandemic.
But when schools closed last spring, something unexpected happened - the well-being of these students actually improved. As classes and exams were cancelled, grading moved to pass/fail and extracurricular activity ceased, they reported lower levels of stress, anxiety and depression compared with 2019.
More on this topic
Circuit breaker anniversary: It's okay not to be okay
Respectful parenting: Seeing and accepting kids for who they are
But these improvements were short-lived. Dr Luthar and her colleagues found that, beginning in autumn last year, as school work was ramped back up, the mental health of adolescents returned to pre-pandemic levels or worse. According to research that will be published in Social Policy Report, a quarterly publication of the Society for Research in Child Development, the strongest predictor of depression among these students was perceived parental criticism and unreachable standards.
""Even though I'm trying my best, it never really goes the way I wished,"" a student Dr Luthar studied wrote, ""and my mother adds stress because she is always saying that I need to have a 90 or higher averages in all my classes.""
Other research supports these findings. In a nationally representative study conducted by NBC News and Challenge Success, a nonprofit affiliated with Stanford University's education school, researchers studied more than 10,000 high school students in autumn last year. Comparing the experience of these students with about 65,000 adolescents surveyed between 2018 and February last year, these researchers, too, found that many students reported feeling more stressed about school during autumn last year than before the pandemic. A chief cause of their stress: the pressure to achieve.
Nearly half of all students reported that the pressure to do well in school had increased since 2019, and more than half said their school-related stress overall had risen. Grades, workload, time management, lack of sleep and college fears were the most commonly cited sources of stress.
These findings held across socioeconomically diverse schools. At under-resourced schools, students were more likely to report being stressed about family finances, according to Dr Denise Pope, a founder of Challenge Success, but the top stressors were still grades, assessments and college.
More on this topic
Students taught how to spot signs of distress and get help
How not to handle stress in kids
""My school is giving too much work,"" a 10th-grader in this study wrote, ""even though times are tough for everyone. At first, this was just a break from school, but now all I feel is stress, anxiety, and pain.""
Parents appear to play a big role in this phenomenon. Fifty-seven per cent of students said that their parents' expectations for their performance stayed the same during the pandemic, while 34 per cent said their expectations increased. The stereotype of the adolescent aloof from parental influence doesn't seem to apply to these students, who report feeling more stressed about family pressure than peer pressure.
When Dr Pope asks parents to define success, they inevitably say that they want their children to be happy and healthy, have loving relationships and give back to society. But when she asks children how they define success, many describe a narrow path: getting good grades, going to college and securing a high-paying job.
Dr Pope believes the gap is due in part to how parents praise their children. Many parents reward their children when they perform well, which sends a signal to them that the approval and love of their parents depends on how much they're achieving. So, inevitably, if they believe they are falling short of their parents' expectations, their sense of worth and well-being suffers.
Larger cultural forces are also pushing students to define success narrowly. As inequality rises and two major recessions in the past decade have left millions out of work, many students may feel compelled to climb the ladder to ensure their economic security as adults. College admissions at top-tiered schools have become more selective over the same period of time, leaving students competing harder for fewer spots - only to receive an education that will likely leave them or their parents in debt for many years to come.
If we want more resilient children coming out of the pandemic, then we need to heed a lesson of this past year - that the pressure to achieve is crushing the spirits of many young people and should be dialled back.
More on this topic
S'pore has to step up efforts to protect children's mental health early: President Halimah
Digital resources available to help parents learn about children's mental well-being: Eric Chua
Parents can play a vital role here. They can help ease their children's anxiety by reminding them that where they attend college will not make or break them - and that getting Bs does not equal failure.
They can encourage them to prioritise their health and well-being by getting enough sleep and making time for play and leisure. And, above all, they can teach their children that loss is an inevitable part of life by speaking to them about the grief of the past year.
This doesn't mean parents should necessarily lower their standards. But they might emphasise different benchmarks for achievement, like those they themselves claim to most value for their children - happiness, health and love.
• Emily Esfahani Smith is the author of The Power Of Meaning: Finding Fulfillment In A World Obsessed With Happiness.",,TRUE
How to make your small talk big,https://www.straitstimes.com/opinion/how-to-make-your-small-talk-big,"(NYTIMES) - We've forgotten how to talk to people.
For more than a year, we have mostly been apart. We've learnt to put a premium on efficiency, whether in masked exchanges on street corners or on work calls between distractions. We talk fast and abruptly shift from greetings to agenda-driven updates. Then we replay it when we're back in isolation. Our entire social lives have become a middle school dance: unrealistic expectations in the lead-up, self-conscious regrets in the aftermath.
Please subscribe or log in to continue reading the full article.
Get unlimited access to all stories at $0.99/month
Latest headlines and exclusive stories
In-depth analyses and award-winning multimedia content
Get access to all with our no-contract promotional package at only $0.99/month for the first 3 months*
Subscribe Now
*Terms and conditions apply",,TRUE
"Hold toxic managers accountable, drop useless meetings: Commerce chamber CEO on workplace mental wellness",https://www.straitstimes.com/singapore/health/hold-toxic-managers-accountable-drop-useless-meetings-commerce-chamber-ceo-on,"SINGAPORE - The Covid-19 pandemic has had a transforming impact on society and those who denied or ignored the importance of mental health came to experience such issues for themselves when it struck, chief executive of the Singapore International Chamber of Commerce Victor Mills said on Tuesday (May 4).
Speaking virtually at the Silver Ribbon Mental Health Awards Ceremony for Employers 2021, which was held over Zoom, the Singaporean added that mental health issues should not be treated as a weakness.
Mr Mills, who was in financial services for three decades and previously sat on the Board of Trustees of ISEAS - Yusof Ishak Institute, provided some steps companies here can take towards promoting mental wellness in the workplace.
""Treating mental illness in the workforce starts with eliminating all possible stress triggers. Toxic managers should be held accountable, and sent for help. Root out purposeless meetings, don't call your colleagues after office hours, and certainly not on weekends, unless it's an emergency,"" he said.
Mr Mills added that staff should also not be expected to respond to an e-mail ""at some ungodly hour"".
""Don't treat mental health issues as a weakness. We expect others to be considerate of us. And here's a newsflash: They expect the same consideration from us.""
He said it is now time to put to use the lessons learnt.
""We must all be prepared to build on the momentum which the pandemic has provided and not waste this moment in history to make meaningful changes to how we as societies and businesses treat mental illness.""
Tuesday's inaugural ceremony saw 12 companies recognised for their efforts in creating a mentally healthy working environment in various ways.
These include offering job opportunities to persons with mental health issues, equipping their staff with knowledge on identifying mental health issues, and promoting positive mental health awareness at their workplace.
Jardines Mindset was one of 12 companies named.
The registered charity for the Jardines group has hired about 230 people with mental health conditions over the past 10 years, and helped place another 310 in organisations outside the group.
Its chief executive officer, Mr Jeffery Tan, told The Straits Times that some people have the misconception that hiring a person with a mental health condition will disadvantage an organisation.
He said hiring such people actually ""makes the organisation receive more in return"", as it gives others the opportunity to understand that those with mental health challenges are just like anybody else.
""It also gives us an opportunity to journey alongside individuals to see how they improve and integrate to the office environment, and gives you an opportunity to display empathy as well,"" he added.
More on this topic
Bosses can foster positive discussion on mental wellness at the workplace: WSH chair
Call for bosses to foster positive conversations on mental health
Ms Ang Li May, chief executive officer of non-profit Bizlink Centre Singapore, said it is important to have a culture where people understand each other's working styles and help those with mental health conditions to feel comfortable in the workplace.
""It's about how we help them to cope if there's a project coming in (or) a more stressful period,"" she said.
A spokesman for global mining group Rio Tinto said that the group believes investing in mental health and wellness programmes and committing to an inclusive environment is ""not only the right thing to do, but it is also good for business"".
""The pandemic has shown that anyone can be vulnerable to the unintended mental health impacts brought about by Covid-19 mitigation measures. Employers need to understand that even employees who may not suffer from mental health conditions may be impacted during their time under employment,"" said the spokesman.
Senior Minister of State for Manpower Zaqy Mohamad, who was at the ceremony, said that mental well-being at the workplace has become a growing concern, especially as employees face changes in working arrangements due to the pandemic.
""It is therefore encouraging to see companies doing their part to care for and support their employees' mental well-being - and that we recognise these efforts through initiatives like the Silver Ribbon Awards,"" he added.
More on this topic
Work-from-home arrangements highlight need to build workers' mental resilience: Zaqy Mohamad
One year after S'pore's circuit breaker, people socialising less, working more
He said that supporting the mental well-being of workers is a priority for the Government, citing several recent efforts such as the launch of the Tripartite Advisory on Mental Well-being at Workplaces in November last year, and the launch of the iWorkHealth tool two months ago.
iWorkHealth is an online self-administered psychosocial health assessment tool for companies and their employees to identify stressors at work.
Mr Zaqy said: ""I want to emphasise that mental health is just as important as physical health - and it can have a significant impact on workers' productivity. I am glad that more employers recognise this, and are taking the first steps to introduce mental well-being initiatives at their workplaces.""
The recipients of the Silver Ribbon Awards are:
1. Bizlink Centre Singapore
2. FedEx Express
3. Jardines Mindset
4. Jebsen & Jessen Group
5. Johnson & Johnson Singapore
6. Otsuka Pharmaceuticals (Singapore)
7. Pocari Sweat Singapore
8. Project X
9. PSA Corporation
10. Rio Tinto
11. Singapore Civil Defence Force
12. Twitter Asia Pacific",Timothy Goh,TRUE
Mental wellness an important issue amid Covid-19 pandemic: Shanmugam,https://www.straitstimes.com/singapore/mental-wellness-an-important-issue-amid-covid-19-pandemic-shanmugam,"SINGAPORE - With lockdowns sparked by Covid-19 imposing severe constraints on people globally, mental wellness has been an important issue and will be even more so going forward, said Home Affairs and Law Minister K. Shanmugam on Saturday (May 1).
In Singapore, there are different facets to the issue, given the urban environment, the hectic lifestyle, as well as an ageing population.
""It is something that all of us have to actively get involved in,"" said Mr Shanmugam, who joined the board members of charity Caregivers Alliance Limited (CAL) on a short walk at the Botanic Gardens with several canine companions.
The walk is part of a larger campaign by CAL to raise awareness about mental health and the challenges faced by caregivers of people with mental health issues. It also aims to raise funds for CAL, which provides free training programmes for these caregivers.
The donations will allow the charity to continue providing much needed support to caregivers and help to expand several new programmes, including courses for younger caregivers and caregivers of people with dementia.
CAL's head of communications, Ms Tricia Lee, told The Straits Times: ""We have definitely seen an increase in the demand for the courses. Among our caregivers, more people have also been experiencing crises at home.""
A survey of 1,000 people commissioned by ST in March found that one in three people felt his or her mental well-being had worsened since the eight-week circuit breaker period a year ago.
Suicide prevention agency Samaritans of Singapore (SOS) received 39,492 suicide and crisis-related calls last year, an increase of 18 per cent from 33,387 in 2019.
On the effect that the coronavirus has had on mental health, Mr Shanmugam said: ""People are social beings and when you can't socialise as much as you did (before), it does impact some people a little bit more.""
More broadly, younger people here face daily stresses, whether in school or at work, he said. Meanwhile, older people are living longer and could face dementia-related issues.
Mr Shanmugam added: ""Many of us will know people in our family, somebody (who) has a problem... I think as a society, we need to do more.""
Launched on April 5, CAL's campaign, called Walk for Mental Wellness, ends on May 16, but donations are open until June 30.
The campaign has already exceeded its $250,000 target, which will be matched dollar-for-dollar by the Government.
Based on the idea of ""You Donate, They Walk"", mental wellness champions including Speaker of Parliament Tan Chuan-Jin, MP Murali Pillai, former Nominated MP Anthea Ong and Khoo Teck Puat Hospital chief executive Chua Hong Choon, have been roped in for the campaign. They will need to walk or run 1km for every $100 raised, and have four weeks - between April 17 and May 16 - to complete their walk or run.
Donors can track their champion's progress on the campaign's website.
There is also a social media challenge. Members of the public can donate to CAL, walk 1km, and then nominate a friend to do the same by using the hashtag #W4MWChallenge.
The campaign has raised $288,461 and clocked 2,884km so far.
More on this topic
Work-from-home arrangements highlight need to build workers' mental resilience: Zaqy Mohamad
One year after S'pore's circuit breaker, people socialising less, working more",Kok Yufeng,TRUE
,https://www.straitstimes.com/multimedia/cartoonist-lee-chee-chew-takes-on-the-anniversary-of-the-circuit-breaker,,,TRUE
