,content,category,label
247,In pandemic situation throughout the world the cruelty of child sexual abuse is shocking... pic.twitter.com/QUqP9ugPL4,NON_D_VIOLENCE_DIRECTED,1
248,"@aadiiroy promotes human welfare and social reforms, and has no prejudice with human suffering on grounds of gender, sexual orientation, religious or national divisions.",NO_VIOLENCE,2
249,Idc if what is sexual orientation.. ang sakin lang be true to urself! Dont be hypocrite,NO_VIOLENCE,2
250,"Click on the hashtag above, it's regarding sexual violence of girls in Korea",NON_D_VIOLENCE_DIRECTED,1
251,SAY NO TO SEXUAL VIOLENCE Please punish perpetrators severely. Women should NOT live under the fear of sexual violence. 전세계 실트에서 찾아볼 수 없습니다. 알티 후 복붙 부탁드려요. 다들 힘내요 #残虐AV反対 #AV強要問題 #nthroom_stop #nthroom_case,NON_D_VIOLENCE_DIRECTED,1
252,"bitches are gonna flock to the sexual health clinic and they’re gonna see an influx of patients after the isolation/lockdown is lifted. It’s me, I’m bitches",NON_D_VIOLENCE_DIRECTED,1
253,SAY NO TO SEXUAL HARRASSMENT Please severely punish these perpetrators. Women should NOT live in the fear of sexual violence. 전세계 실트에서 찾아볼 수 없습니다. 알티 후 복붙 부탁드려요. 다들 힘내요 #残虐AV反対 #AV強要問題 #ChinaWakeUp #nthroom #nthroom_stop #nthroom_case,NON_D_VIOLENCE_DIRECTED,1
254,"Gangnam murder, MeToo, Spycam cases kind of applied to all S. Korean women. Telegram nth room on the other hand lays bare how this society matches its most vulnerable female members with the most extreme forms of sexual exploitation online. #Nthroom_stop #N번방_참가자_전원공개",NON_D_VIOLENCE_DIRECTED,1
255,"Self-isolation will never change the fact that there are ‘role models’ who still choose to stand by people accused of sexual harassment. You are powerful, so stop making excuses &amp; make a few calls to your friends to find the truth. The truth is what you seek,I assume ? Sleep well",NON_D_VIOLENCE_DIRECTED,1
256,Manipulation & Sexual Abuse,NON_D_VIOLENCE_DIRECTED,1
257,"There's this predatory gay culture here in certain places here in our city where some gay 'professionals' take advantage of poor KIDS, I repeat KIDS, offering them cash to for sexual activities. I MEAN MGA BATA YAN AND OFFERING THEM MONEY FOR THAT SHIT IS DEVILISH SHIT.",NON_D_VIOLENCE_DIRECTED,1
258,"Thai military conscripts face widespread violence and sexual assaults, Amnesty International said in a report on Monday, calling the abuse institutionalized and systematically hushed up by the hierarchy https://www.reuters.com/article/us-thailand-military/weeks-after-thai-soldier-kills-29-amnesty-report-describes-conscript-abuses-idUSKBN21A150",NON_D_VIOLENCE_DIRECTED,1
259,"Throughout the historic proceedings in their genocide case at The World Court, Aung San Suu Kyi and Myanmar's government have ignored and outright denied well-documented allegations of rape and sexual violence. http://bit.ly/2tG5Yit",NON_D_VIOLENCE_DIRECTED,1
260,"The Thai military subject new conscripts to a barrage of beating, humiliation and sexual abuse that often amounts to torture, new research shows. https://www.amnesty.org/en/latest/news/2020/03/thailand-military-conscripts-face-rampant-harassment-beatings-sexual-abuse/",NON_D_VIOLENCE_DIRECTED,1
261,"Former movie producer Harvey Weinstein, who is serving a prison sentence for sexual assault and rape, has tested positive for the #coronavirus, according to the head of the state corrections officers union. @HarveyWeinstein pic.twitter.com/4pHcWSoiZO",NON_D_VIOLENCE_DIRECTED,1
262,"Sexual assault inflicts an injury which causes death or causes the victim to be in a persistent vegetative state, then the convicted rapist must be sentenced to rigorous imprisonment of at least twenty years and up to the remainder of the natural life or with a death penalty. #j",NON_D_VIOLENCE_DIRECTED,1
263,um para siyang second acount ng mga closeted gay guys where they post sexual stuffs or an other side of themselves pic.twitter.com/CNTXhmslzI,NO_VIOLENCE,2
264,"MohmadAfroz5th culprit of Nirbhaya's rape&amp;death-WhoPenetratedRod in LateNirbhayas sexual organs causing her death should be crucially punished to death-Apeal to Judiciary,Police&amp;Brave public",NON_D_VIOLENCE_DIRECTED,1
265,"Dan si mba ternyata ga sadar jadi korban sexual abuse, ya gimana ya bingung juga ko bisa ga sadar. Semembuat buta itu kayanya",NON_D_VIOLENCE_DIRECTED,1
266,Bampanthi are not dalla and sexual offender accused like you neither they are judge in own case like http://you.you have done immense damage to a respected post of http://CJI.Mr gogoi you have let whole judiciary down.,NON_D_VIOLENCE_DIRECTED,1
267,The IDRlabs sexual orientation test is going viral and it will tell you exactly how gay you are https://www.popbuzz.com/internet/viral/idrlabs-sexual-orientation-test-sexuality-quiz-gay/,NO_VIOLENCE,2
268,Hooooy happy 6k ano ba yannnnn thank you sa pag love and pag tanggap nyo sa sexual preference kooo Ps: WASH YOUR HANDS AT LEAST 20sec. SANITIZE and DRINK LOTS OF WARM WATER!!! STAY COVID NEGAT!!!! Love y’all!!,NO_VIOLENCE,2
269,"Given the track record of committing 'sexual violence' and 'crimes' by Armed Forces (as revealed by #UN Human Rights Report), any form of quarantine measures in Military Camps are indeed a ""threat to life"" &amp; ""security"" of the people (women) of #Kashmir. #CoronaVirusUpdate",NON_D_VIOLENCE_DIRECTED,1
270,"Nirbhaya got justice after over 7 years. Remembering former late CJI, Justice Verma who’s Committee recommended amendments to the Criminal Law to provide quicker trial and enhanced punishment for criminals accused of committing sexual assault against women. #nirbhayagetsjustice",NON_D_VIOLENCE_DIRECTED,1
271,I feel the sexual harassment complaint against the chief justice was fabricated. His accusation of a lobby controlling the judiciary rings true seeing how the complainant got reinstated after his retirement.,NON_D_VIOLENCE_DIRECTED,1
272,As he passed the judgements of six very important cases before his retirement and after the so-called sexual harassment of a woman petition filed against him.@ADiravia,NON_D_VIOLENCE_DIRECTED,1
273,"Point being!! • GENDER EXPRESSION and SEXUAL ORIENTATION/SEXUALITY is often still misinterpreted, pansin ko. They ARE NOT necessarily dependent on one another. Ps. Please correct me if i’m wrong!! This is how I’ve interpreted both variables invooolved. Thank ü #quarantineday6",NO_VIOLENCE,2
274,"TOMBOY = gender ~expression~ (the way one dresses, behaves, etc) BISEXUAL/LESBIAN = sexual orientation (the sex one is into) You can either be • a B/L AND a TOMBOY (typically called ‘butch’); • a B/L but NOT a tomboy (typically c. ‘femme’) or; • a TOMBOY but NOT B/L (or str8) pic.twitter.com/WbUcxPWXXh",NO_VIOLENCE,2
275,UTC -7 | IN — 23% Indian women OK with displaying sexual content at work: The study also found that chronically depressed mothers expressed strong distrust of health-care professionals and their prescribed treatments. Women ... View article... http://dlvr.it/RS9QwH,NO_VIOLENCE,2
276,The nomination of former CJ Gogoi to RS within five months of his retirement creates this suspicion on the judgements he gave. He had also asked the woman to withdraw the complaint subtly who accussed him for sexual harassment. writes @pbhushan1 https://www.thehindu.com/opinion/lead/in-upper-house-nomination-a-fall-for-aloofness/article31101941.ece,NON_D_VIOLENCE_DIRECTED,1
277,"Complaint on sexual haras. by victim Committee has destroyed all evidence. Later on cousin sister of victim becomes victim of sexual assault before all office staff as revange. Again no action on complaint. Office record, no complaint has filed Who is d culprit? Org. or accused",NON_D_VIOLENCE_DIRECTED,1
278,"He will go down as a bootlicker who sacrificed independence of Supreme Court. He will go down as one on whose oath taking, 'shame' was chanted loud and clear both inside and outside the Parliament. Let us welcome one more sexual harasser in Parliament. #RanjanGogoiMP #RajyaSabha",NON_D_VIOLENCE_DIRECTED,1
279,This is my straight classmate since elementary till high school na love na love pa rin ako even he knows my sexual orientation #alteriloilo #alterph #alterpinoy #alterdaddy #alterpinas #alterphilippines #AlterManila #alterBacolod #altermnl pic.twitter.com/43upPhbmYH,NO_VIOLENCE,2
280,A Blatant Quid Pro-Quo! This is what happened a wannabe authoritarian rule a country. Shame on the history of Indian judiciary. Note: He was among the four judge who came out in media saying judiciary is in danger and later accused of sexual misconduct and he was judge of his own https://twitter.com/ndtv/status/1240520671160979456,NON_D_VIOLENCE_DIRECTED,1
281,Stigmabase — 23% Indian women OK with displaying sexual content at work: The study also found that chronically depressed mothers expressed strong distrust of health-care professionals and their prescribed treatments. Women ... View article... http://dlvr.it/RS8MTL,NO_VIOLENCE,2
282,"Stay safe too, jaga akma elok2 jangan sexual harass HAHAHHAA",NON_D_VIOLENCE_DIRECTED,1
283,"The Ministry of Social and Family Development (MSF) of #Singapore defines family abuse as controlling behaviour-a physical, sexual, and/or psychological nature, and typically involves fear, harm, intimidation and emotional deprivation. #domesticviolence #awareness #stopviolence pic.twitter.com/2VSzgYTsZ0",DV_OPINION_INFO_NEWS,3
284,"@IndiaToday Understand the lady who accused Justice Gogoi of sexual harassment &amp; was dismissed now quietly taken back in Supreme Court. Apparently she was wrongly dismissed. Sadly, what ever happening in our Judiciary do not speak well of our democracy.",NON_D_VIOLENCE_DIRECTED,1
285,When he was accused of sexual misconduct he claimed that no finacial alegation would stick hence that charge. I would like to know if the Rajya Sbaha salary would be in addition to his pension from the court.,NON_D_VIOLENCE_DIRECTED,1
286,Sith Lord Palpatine having a grandchild ??? The thought of Palpatine getting romantic and making love to Mrs Palpatine is disgusting. What kind of woman finds him attractive ? What kind of sexual positions would they do ? Just disgusting. #RiseofSkywalker,NO_VIOLENCE,2
287,"You know the person who is making these allegations? Justice Shah! Justice Gogoi himself raised concern over the mess in judiciary. But after he became CJI, he somehow changed track! Was it because of the sexual harassment case against him? We may never know!",NON_D_VIOLENCE_DIRECTED,1
288,"Hi, what can be the source for referring to sexual harassment cases for a POSH Consultant without a legal background. Any online access? @PallaviPareek",NON_D_VIOLENCE_DIRECTED,1
289,"Focusing on the concept of abuse of power expressed in sexual acts, whether consensual or not, in our community need not a linear definition of 'what is.' To do so shall throw the question in a century of debate whilst victims fall in line before predators who gets their way.",NON_D_VIOLENCE_DIRECTED,1
290,Alfred Daniel Kotian/ Join UNICEF To Fight Against Child Sexual Abuse !! ?? pic.twitter.com/SukY8DfSEV – at Padwal Nagar,NON_D_VIOLENCE_DIRECTED,1
291,"gogoi wasn't a good man as justice katju mentioned sometime ago, he worked like agent of Modi, ram temple, clean chit in Rafeal deal corruption case. In turn he got clean chit in sexual harassment case, n now a big reward. It explains why Bobde is dilly Dalling on CAA petitions.",NON_D_VIOLENCE_DIRECTED,1
292,"@rashtrapatibhvn ""DEMOCRACY IN DANGER"" You have Nominated FORMER CHIEF JUSTICE OF INDIA RANJAN GOGOI to @RajyaSabha who was involved in ""SEXUAL HARASSMENT CASE""! Present Government have Lost Morality. ""https://www.google.com/amp/s/caravanmagazine.in/amp/law/former-supreme-court-employee-accuses-cji-ranjan-gogoi-sexual-harassment"" @PMOIndia @VPSecretariat @LokSabhaSectt pic.twitter.com/Kt6skgDB0L",NON_D_VIOLENCE_DIRECTED,1
293,Prez nominates sexual assault accused #RanjanGogoi to Rajya Sabha. Aap chronology samajhiye: 1. Gogoi with 3 other senior most judges mounted a virtual revolt against the chief justice n govt. 2. Govt. fixed him in a sexual assault case,NON_D_VIOLENCE_DIRECTED,1
294,"The worst part of Justice Gogoi’s path to the Rajya Sabha is how the entire investigation and life of his woman colleague, who accused him of sexual abuse, was sabotaged. Lest we forget. Oh... But we have...",NON_D_VIOLENCE_DIRECTED,1
295,"Stigmabase — Health Problems Faced by Married Women: One third of married women in India have experienced physical, mental or sexual abuse from their partners. Of these, 30% were physically abused ... View article... http://dlvr.it/RS1NcT",DV_OPINION_INFO_NEWS,3
296,"Former Chief Justice of India who gave a clean chit to the government over Rafale deal, presided over bench that delivered Ayodhya judgement, was accused and cleared of sexual assault, has now been rewarded with a Rajya Sabha seat! https://www.ndtv.com/india-news/former-chief-justice-ranjan-gogoi-nominated-to-rajya-sabha-by-president-kovind-2195802",NON_D_VIOLENCE_DIRECTED,1
297,Absolutely shocking .An open insult to the Indian woman in her struggle against sexual harassment at workplace. This is the true character of Modi ' Beti bachao beti padhao 'Total defence of patriarchy in complete defiance of women's struggle #RanjanGogoi,NON_D_VIOLENCE_DIRECTED,1
298,"Globally average number of lifetime sexual partners is 9, For India it's 3. #NehaDhupia #Controversy #Sexual #Morality #Cheating #Thappad pic.twitter.com/AlVsDv2KnV",NO_VIOLENCE,2
299,"Ini bukan akak asrama, ini warden asrama. Jenis yang aku report sexual harassment lepas tu dia jawab ""awak mesti ada buat sesuatu sampai budak laki buat kat awak camtu""",NON_D_VIOLENCE_DIRECTED,1
300,"Harassment and abuse is about power dynamics. Sexual violence is not about sex, it is about power and particularly about an imbalance in the power dynamics. In order to arrest this issue, we need to include all forms of harassment and abuse.",NON_D_VIOLENCE_DIRECTED,1
301,"Harvey Weinstein guilty of sexual assault, rape https://youtu.be/iTHJHreZ-AE via @YouTube",NON_D_VIOLENCE_DIRECTED,1
302,mcm mana nak report former lecturer utk sexual harassment eh?,NON_D_VIOLENCE_DIRECTED,1
303,"Sexual abuse of children, in any guise or form, should be condemned by all. #EndChildMarriage #KeepChildrenSafe Hope Malaysia doesn't go backwards in safeguarding our children. @hannahyeoh",NON_D_VIOLENCE_DIRECTED,1
304,"No matter where you are in your walk of faith, no matter what you believe or doubt, no matter if you're confident or scared right now, no matter your income, race, gender, sexual orientation, there's a God who loves you and knows you by name.",NO_VIOLENCE,2
305,Everyone said thay i should make a report about this sexual harrasment thing,NON_D_VIOLENCE_DIRECTED,1
306,.@cbseindia29 @NCPCR_ @KanoongoPriyank Direct all CBSE schools to have mandatory training for all students to fight child sexual abuse #BreakTheSilence - Sign the Petition! http://chng.it/gJn8Zfv4 via @ChangeOrg_India,NON_D_VIOLENCE_DIRECTED,1
307,"& curriculum for children and informing them about #PersonalSafety including measures to protect their physical &amp; virtual identity &amp; to safeguard their emotional &amp; mental wellbeing; prevention &amp; protection of sexual offences; information around reporting mechanisms, (4/n)",NON_D_VIOLENCE_DIRECTED,1
308,Who is to regulate their actions? I have no faith that every professor and staff member would act 100% perfect all the time. How about in the case of sexual abuse from professors against vulnerable students? Is the student then supposed to obey accordingly?,NON_D_VIOLENCE_DIRECTED,1
309,"Congress MLA M. Vincent was arrested by Kerala Police on July 22, 2017, a day after being charged with sexual harassment and stalking of a 51-year-old woman who attempted suicide earlier this week.",NON_D_VIOLENCE_DIRECTED,1
310,"POCSO rules 2020 set pace 4 crackdown on circulation of clips, videos containing child sexual abuse material; states need 2 frame child protection policy and police verification of employees is must in all institutions working with children... https://timesofindia.indiatimes.com/india/Zero-tolerance-on-child-porn-Govt-notifies-new-Pocso-rules/articleshow/74602987.cms pic.twitter.com/kKg6Nx9psm",NON_D_VIOLENCE_DIRECTED,1
311,"There are many other real causes you can fight for. Fight for sexual harassment, fight for gebder wage gap, fight for domestic violence, fight for mental abuse, fight for poor menstrual hygiene. And many more",DV_OPINION_ADVOCATE,0
312,I asked the girls in the event today: Do you all remember those Tamil films in which the hero will slap the heroine who expresses her sexual feelings asking if she is even a woman followed by a lengthy lesson as to how to behave like a proper woman?,NON_D_VIOLENCE_DIRECTED,1
313,Maybe sexual orientation. That's wht he meant? No? @chedetofficial,NO_VIOLENCE,2
314,"This is true according to findings of a recent study in Pak. its perpetrated by known...& victims of child sexual abuse are silenced, not believed &amp; even blamed for causing it. @TehseenAfshan @CRMPakistan @Sahil_NGO @NabilaFBhatti @imrantakkar @AneesJillani @AmirMurtaza1 pic.twitter.com/RLQjpVxYjq",NON_D_VIOLENCE_DIRECTED,1
315,"#Hyderabad A two-month-old calf of a cow was allegedly sexual assaulted by a worker at a dairy farm in Basheerbagh. The accused, Mahesh, who was arrested by Narayanaguda police on Thursday, was assaulting the animal for the past four days. @THHyderabad @the_hindu pic.twitter.com/UrPL9Fu7RL",NO_VIOLENCE,2
316,Kya aapko pata hai ki krantikari patrkaar Ravish kumar ke bade bhai Brajesh Kumar Bihar congress ke vice president rahe hain aur sexual exploitation ke case mein accused hain? #knowNdtv,NON_D_VIOLENCE_DIRECTED,1
317,The world is asking about sexual abuse and we are lonely focusing on child abuse! Cover all the phases if you are trying to do something @ImranKhanPTI @PTIofficial Hang every rapist publicly.,NON_D_VIOLENCE_DIRECTED,1
318,Hate how sexual harassment and rape cases are not taken seriously by society. In fact ada hati nak shame them.,NON_D_VIOLENCE_DIRECTED,1
319,Hollywood mogul #HarveyWeinstein sentenced to 23 years in prison for rape and sexual assault in landmark #MeToo case https://www.opindia.com/2020/03/hollywood-harvey-weinstein-sentenced-23-years-prison-rape-sexual-assault-metoo/,NON_D_VIOLENCE_DIRECTED,1
320,"Rohingya women, many of whom suffered sexual violence in Myanmar and who now run most of the camps' households are uniquely positioned to spread awareness about the disease, said Razia Sultana, a Rohingya lawyer. ""More than 70% of the people in the camps are women and children.",NON_D_VIOLENCE_DIRECTED,1
321,"The state of women’s rights in India are being harshly brought out when Arushi,a woman in India speaks out against a major festival called Holi At 13 years old Arushi stopped participating in the event due to the expectation sexual assault is more likely to happen during the Holi",NON_D_VIOLENCE_DIRECTED,1
322,LA LÍNEA ROJA PANDEMICA Se llama globalización Se llama terrorismo mundial Se llama ajuste social Se llama crisis económica Se llama conciencia apolítica Se llama cambio climático Se llama extremismos Se llama irreligiosidad Se llama estupidez sexual Se llama covid-19 pic.twitter.com/DVePNK5VB7,NO_VIOLENCE,2
323,"2. @BTS_twt, your dedication to serve the people who believe in you is healing, because most of us are used to the credibility of our voiced being discounted due to our gender, age, sexual orientation, religion, skin colour, education, (lack of) wealth, etc. #WithLoveFromARMY",NO_VIOLENCE,2
324,"After almost three years of the Ongoing of #MeTooMovement voices of Sexual abuse, Harassment etc came to light , and yesterday the accused Harvey Weinstein whose deeds have sparked this movement was brought to justice by Sentencing to 23 years of Imprisonment..",NON_D_VIOLENCE_DIRECTED,1
325,"We need you here in India. Patriarchy, misogyny, sexual misconduct, sexual harassment, sexual abuse, gaslighting, the whole damn unjust narrative around women is a global pandemic far more fatal, resilient and virulent than the one that the world just starting fighting #MeToo",NON_D_VIOLENCE_DIRECTED,1
326,"All children have the same right to develop their potential in all situations and at all times. For example, every child should have equal access to education regardless of the child’s gender, race, ethnicity, nationality, religion, disability, parentage, sexual orientation etc",NO_VIOLENCE,2
327,"#MHRD One- day workshop on Protection of children from sexual offence act(POCSOA) 2012 was organised at Dhote Bandhu Science college, Gondia on 9th March 2020, under the agis of Ministry of Youth and Sports, Govt of India.along with Nss Unit&amp; Shakshi NGO. pic.twitter.com/iWxqmEYYTM",NON_D_VIOLENCE_DIRECTED,1
328,We can not deny the fact that incest is a real issue as same as rape..child sexual abuse etc but i agree with Maleeha that it should be raised on appropriate and relevant forum instead on placards,DV_OPINION_INFO_NEWS,3
329,#Arpan’s vision is “To have a world free of Child Sexual Abuse” &amp; this can be achieved if we equip more &amp; more adults with knowledge about #PersonalSafetyEducation so that they can replicate it in their surroundings and teach more kids to protect themselves in an unsafe situation pic.twitter.com/Uw6ImnlGik,NON_D_VIOLENCE_DIRECTED,1
330,"Well done, you supported my Fox News article, Continue Reading Below I am describing Muslims who are penetrating India’s West Bengal region. These Bangladeshi immigrants are becoming conduits for criminal activities (arms, drugs, and sexual slavery) which also fund global jihad",NON_D_VIOLENCE_DIRECTED,1
331,In Bengaluru....ghettos of Halasuru. ..source for taxis from Airport for sexual support for demands from . exploitation of illegal immigrants residing in Halasuru! ....many other ghettos!,NON_D_VIOLENCE_DIRECTED,1
332,"I don’t think they are. Its just extremists they are against. Europe is an inclusive, equal society where women are of equal status to men. The church and state are seperate. Freedom and rights for all no matter what their gender, race, sexual orientation... cont",NO_VIOLENCE,2
333,you sebab as a woman you shouldn't put the blame on victims of sexual harassment.,NON_D_VIOLENCE_DIRECTED,1
334,LGBT.. .. well our country is still closed to it. After years of spending time in Thailand. They accept it and are friends no matter what your sexual preferences are. It.. literally opened my mind...,NO_VIOLENCE,2
335,Please sir where is the proof of coronavirus or death or China?????I promise that I always want to become full body check up for coronavirus or rape or sexual violence or sex or if any person remains any sort of doubt in any matters whatsapp or call record or Wi-Fi or xxx etc...,NON_D_VIOLENCE_DIRECTED,1
336,Because a sexual women is already a deviant woman what so why need to be a pervert,NON_D_VIOLENCE_DIRECTED,1
337,The evil and the good are equal in the domain of God as are the man and woman in the domain of life made by Man. It is the fact and fiction in the friction of our sexual and spiritual sphere of life.,NO_VIOLENCE,2
338,I'm fed up with this Male INFESTED SOCIETY . I WANNA CHANGE MY SEXUAL ORIENTATION.,NO_VIOLENCE,2
339,Sexual orientation: bi-myself,NO_VIOLENCE,2
340,Im freaking sick hearing alot of cases that involve sexual assault towards woman....... so disgusted do..,NON_D_VIOLENCE_DIRECTED,1
341,"INFORMATION DRIVE PSSg Analyn Gapol, PCAD PNCO, conducted Information Drive on Anti-Illegal Drugs Campaign, Sexual Assault and Crime Prevention to the Grade 6 pupils of Simacolong Elementary School, Lazi, Siquijor. #TeamPNP #WeServeAndProtect #PNPKaubanMo #SiquijodnonPulis pic.twitter.com/eT1lVoiEkU",NON_D_VIOLENCE_DIRECTED,1
342,"#IWD2020 It’s nice people get excited about it but actually making a difference is hard work – and that takes more than just wearing a T-shirt. Yesterday in Santiago, Chile, over 2 million women took to the streets to protest against sexual violence and the government pic.twitter.com/43aHF3X3lg",NON_D_VIOLENCE_DIRECTED,1
343,Let’s not interpret slogans with our own mentality. Words are always relative to the context. There are laws for abortion and homosexuality is a personal choice or genetic sexual orientation.,NO_VIOLENCE,2
344,Please sir I promise that I don't fear rigorous imprisonment for life and death sentence if prove guilty of any sort of offence before any apex court in any country in the world... Hunter or witch hunt or fake news or medical check up for rape or sexual violence or coronaviras,NON_D_VIOLENCE_DIRECTED,1
345,"Whatever you do, don't brush it under the carpet and think sex is not relevant, because it will come back to bite you. You need to take your sexual needs serious. Be honest to yourself and take action!",NO_VIOLENCE,2
346,Pakistan's culture is to hide cases of sexual abuse and rape + it's extremely hard to even get the case registered + women are largely blamed for their own sexual abuse. We have one or the highest sexual abuse rates in the world. (93%) what are you on about?,NON_D_VIOLENCE_DIRECTED,1
347,93% of women face sexual abuse and harassment in Pakistan.,NON_D_VIOLENCE_DIRECTED,1
348,"Don’t misinterpret and misjudge that we women around the world raise our voice against patriarchy, gender violence, sexual violence, discrimination, patriarchy, fundamentalism,… https://www.instagram.com/p/B9fx6uBFE5cpxmYdLZ24k7_L5LWz9A-iYug3_00/?igshid=1tx2gp7h9e3ha",NON_D_VIOLENCE_DIRECTED,1
349,"AIDS changed how people lived - protection became a norm in sexual relations . COVID-19 may , unless it disappears due to quarantine measures , lead to contact less human interaction and end of crowds as we know .",NO_VIOLENCE,2
350,"No matter what your sexual is orientation, you CAN get HIV nevertheless when you perform unprotected sex. HIV is not a LGBT disease! https://twitter.com/EldrinEsqandar/status/1236599549931556865",NO_VIOLENCE,2
351,"The problem is the title.I will not raise my voice to chant #MeraJismMeriMarzi but I do support the fact that child abuse,sexual assault,beating&amp;torturing women or anyone innocent, harassing women, body shaming women,passing comments,discrimination btwn son &amp; daughter is wrong!",NON_D_VIOLENCE_DIRECTED,1
352,Recent data from 106 countries show that 18 per cent of ever-partnered women and girls aged 15 to 49 have experienced physical or sexual partner violence in the previous 12 months. It also shows that 31% of married women's have experienced Domestic violences by their spouses. pic.twitter.com/iWGu8KqcqW,DV_OPINION_INFO_NEWS,3
353,"Women join marches in Indonesia to fight for their right, one of demand is to pass the Bill on the Elimination of Sexual Violence (RUU PKS). pic.twitter.com/LmQ2fFilTl",NON_D_VIOLENCE_DIRECTED,1
354,"One-third of women worldwide have experienced physical or sexual violence, many when they were children. #InternationalWomensDay https://ecpat.exposure.co/internationalwomensday?utm_source=Twitter&amp;utm_medium=Organic&amp;utm_campaign=Iwd%202020",NON_D_VIOLENCE_DIRECTED,1
355,I’ve heard a very strong rumour that @StuBrennanMEN was complicit in the sexual abuse of children along with Barry Bennal and Rolf Harris,NON_D_VIOLENCE_DIRECTED,1
356,"Aku nie kalau climb kat Gunung Lang, tak sah kalau badan tak calar balar, luka² dengan lebam. Tengok lebam macam rupa kene love bite pun iyer. Macam mangsa sexual abuse – at 18`s Briks",NON_D_VIOLENCE_DIRECTED,1
357,"(3/3) practices that aren't even Islamic. The entire community gets called terrorists. That video and this caption are glorifying molestation and sexual harassment. ""Bura na maano Holi hai"" is a saying that should have no place in any society that believes in consent. #Holi",NON_D_VIOLENCE_DIRECTED,1
358,"All women are working women, only some are salaried. Women of every faith, colour, caste, class, sexual orientation deserve equality, freedom, dignity and respect, not just on this day, but every single day. Happy women's day to all the women in the world.",NO_VIOLENCE,2
359,"Real purpose of Auraar march Early childhood marriage,sexual harassment &amp; sexual violence, Acid attacks, Unwanted pregnancy, unwanted abortion, forced to marry Old, rape. Government should take action against this serious issue",NON_D_VIOLENCE_DIRECTED,1
360,There are very sever punishments for Sexual harassment and rape in Islam but these liberals and Western human right activists are also hurdle in implementation of these punishments and now they are marching against it. #AuratAzadiMarch #AuratMarch #InternationalWomensDay,NON_D_VIOLENCE_DIRECTED,1
361,"Woman is the most beautiful creation on earth,today we need to fight against oppression,sexual exploitation,torture,under age marriage,rape,violence,honor killing,child labor,bonded labor n ensure their participation in politics,economy n society. #InternationalWomenDay2020",DV_OPINION_ADVOCATE,0
362,"lol the audacity to call people out when you practice the same predatory behavior that you criticize, retweet sex videos of people that were recorded without their consent, and encourage the online sexual abuse done by your mutuals. practice what you preach, sis. i see you. pic.twitter.com/ht4o1yhXqy",NON_D_VIOLENCE_DIRECTED,1
363,Women's Rights Child Marriage. Domestic Violence. Domestic Workers. Gender Equality. Labor Rights in the Garment Industry. Sexual Violence and Rape. Women and Armed Conflict. Women's Health #AuratAzadiMarchSukkur pic.twitter.com/KUkH47YDgI,DV_OPINION_ADVOCATE,0
364,"Women went under Horrifying trauma and criminal nexus of state machinery. Hatred against slogan of 'Aazadi' @RanaAyyub @vinodkapri @kavita_krishnan @churumuri https://youtu.be/pqS6NGOzAQE Bhasha Singh @newsclick @sexual violence cases in delhi, women narrates the trauma",NON_D_VIOLENCE_DIRECTED,1
365,"Tell us what you have done for women safety... The truth is out there – in numbers, in incidents of sexual abuse, molestation, and growing violence against women. There are voices being raised too.",NON_D_VIOLENCE_DIRECTED,1
366,This page is openly supporting and inciting sexual violence. If you disagree on the principal of equality that’s fine but does this mean that you resort to THIS? I’ve attached an English translation. I call on the decent men to join the women and show solidarity. Thank you. pic.twitter.com/8ZFHBYFUSs,NON_D_VIOLENCE_DIRECTED,1
367,"On this women's day I would like to appeal to the world. Kindly stop telling us how a woman should be, already we are how we should be. Bold, vulnerable, sensitive, outspoken, brave, sexual, aggressive, intelligent &amp; every fucking thing that needs to be a human being.",NO_VIOLENCE,2
368,"#MereBacheMeraMustaqbil Today I walk for my children. For all the children, including boys and girls of this world, Who are witness to the domestic violence, Who are a victim to sexual abuse, Who are a prey to drug abuse, Who are abandoned at birth 1/4 pic.twitter.com/8jXYfSkQf0",DV_OPINION_ADVOCATE,0
369,Please sir.. Where is the proof of coronavirus???I promise that I always want to become medical test for rape or sexual assault or coronavirus If prove guilty of any sort of offence before any apex court in any country in the world I don't fear imprisonment for life and death....,NON_D_VIOLENCE_DIRECTED,1
370,"I stand agnst misogyny & oppression against women. I stand with women who suffer domestic abuse, sexual harassment, who cant speak for themselves. So should you &amp; the rest of the world! @PKWomeninMed #AuratMarch #AuratAzadiMarch #WhyIMarch #MyBodyMyChoice #MeraJisamMeriMarzi",DV_OPINION_ADVOCATE,0
371,"Network of Women in Media, India(NWMI) - Media women unsatisfied with sexual harassment redressal mechanisms in their workplaces: Survey http://nwmindia.org/component/k2/media-women-unsatisfied-with-sexual-harassment-redressal-mechanisms-in-their-workplaces-survey",NON_D_VIOLENCE_DIRECTED,1
372,"I've finished the Trials of Gabriel Fernandez, sadly he was beaten coz his stepdad thinks he was gay. At the end of the series, another kid was beaten by his stepdad coz he was gay. Praying that time would come that no matter what sexual orientation you have, you will be loved.",DV_STORY,4
373,"@narendramodi Mr PM, listen to Muslim women faced sexual harassment in Delhi violence before talking on their empowerment http://twocircles.net/2020mar07/435160.html via @TCNLive",NON_D_VIOLENCE_DIRECTED,1
374,Why the Muslims are so fearful of Man/Woman Natural activity is because they think woman is only for sex and she has no other desire. And woman has to be mesmerized by his sexual power that she should not look any where other than him,NO_VIOLENCE,2
