Country name,Country Code,Region,Year of Survey,Survey Type,Subsample,Total population, Agriculture (aged 15-64), Industry (aged 15-64), Services (aged 15-64), Female in non-agricultural employment (aged 15-64),Youth in non-agricultural employment (aged 15-64), Mining (aged 15-64), Manufacturing (aged 15-64), Public utilities (aged 15-64), Construction (aged 15-64), Commerce (aged 15-64),Transport & Communication (aged 15-64),Financial and Business Services (aged 15-64),Public Administration (aged 15-64), Other services (aged 15-64), Senior Officials (aged 15-64), Professionals (aged 15-64), Technicians (aged 15-64), Clerks (aged 15-64), Service and Market Sales (aged 15-64), Skilled Agriculture (aged 15-64), Craft Workers (aged 15-64), Machine Operators (aged 15-64), Elementary Occupations (aged 15-64), Armed Forces
Botswana,BWA,Sub-Saharan Africa,2009,bcwis,Total,1797563,0.23,0.19,0.57,0.81,0.68,0.03,0.07,0.01,0.08,0.11,0.03,0.09,0.17,0.18,0.03,0.14,0.02,0.06,0.16,0.12,0.03,0.06,0.38,0.0
Botswana,BWA,Sub-Saharan Africa,2009,bcwis,Urban,1020006,0.07,0.23,0.69,0.93,0.87,0.04,0.09,0.02,0.09,0.14,0.03,0.12,0.19,0.21,0.04,0.19,0.02,0.08,0.19,0.04,0.03,0.08,0.32,0.0
Botswana,BWA,Sub-Saharan Africa,2009,bcwis,Young worker,343739,0.32,0.2,0.48,0.8,0.68,0.01,0.07,0.01,0.11,0.15,0.02,0.06,0.09,0.16,0.01,0.05,0.01,0.06,0.18,0.16,0.02,0.03,0.48,0.0
Brazil,BRA,Latin America and Caribbean,2015,pnad,Female,105413861,0.09,0.11,0.8,0.91,0.94,0.0,0.1,0.0,0.01,0.24,0.02,0.09,0.05,0.4,0.04,0.14,0.08,0.14,0.43,0.09,0.05,0.02,0.0,0.0
Brazil,BRA,Latin America and Caribbean,2015,pnad,Higher education,103343161,0.05,0.19,0.75,0.97,0.92,0.0,0.13,0.01,0.06,0.25,0.06,0.12,0.07,0.25,0.07,0.15,0.11,0.14,0.27,0.05,0.15,0.02,0.02,0.01
Brazil,BRA,Latin America and Caribbean,2015,pnad,Lower education,101456836,0.25,0.26,0.49,0.8,0.73,0.0,0.11,0.0,0.15,0.2,0.06,0.03,0.02,0.17,0.02,0.01,0.01,0.02,0.35,0.25,0.28,0.02,0.03,0.0
Brazil,BRA,Latin America and Caribbean,2015,pnad,Male,99386136,0.16,0.3,0.54,,0.84,0.01,0.13,0.01,0.15,0.23,0.09,0.09,0.06,0.08,0.05,0.07,0.07,0.06,0.2,0.16,0.3,0.02,0.04,0.01
Brazil,BRA,Latin America and Caribbean,2015,pnad,Rural,31289307,0.61,0.13,0.26,0.47,0.44,0.0,0.07,0.0,0.06,0.09,0.02,0.01,0.02,0.11,0.01,0.03,0.03,0.02,0.16,0.61,0.12,0.02,0.01,0.0
Brazil,BRA,Latin America and Caribbean,2015,pnad,Total,204799997,0.13,0.22,0.65,0.91,0.88,0.0,0.12,0.0,0.09,0.23,0.06,0.09,0.05,0.22,0.05,0.1,0.07,0.1,0.3,0.13,0.2,0.02,0.02,0.01
Brazil,BRA,Latin America and Caribbean,2015,pnad,Urban,173510690,0.04,0.23,0.72,0.98,0.97,0.0,0.13,0.0,0.1,0.26,0.06,0.1,0.06,0.24,0.06,0.11,0.08,0.11,0.33,0.04,0.21,0.02,0.03,0.01
Burkina Faso,BFA,Sub-Saharan Africa,2014,emc,Female,9924388,0.64,0.08,0.27,0.36,0.34,0.01,0.07,0.0,0.0,0.19,0.0,0.01,0.01,0.07,0.0,0.01,0.02,0.0,0.17,0.64,0.13,0.0,0.04,0.0
Burkina Faso,BFA,Sub-Saharan Africa,2014,emc,Higher education,7069916,0.46,0.13,0.41,0.57,0.42,0.03,0.07,0.0,0.03,0.2,0.02,0.02,0.03,0.13,0.0,0.03,0.06,0.0,0.15,0.46,0.19,0.01,0.08,0.01
Burkina Faso,BFA,Sub-Saharan Africa,2014,emc,Lower education,12168378,0.73,0.09,0.19,0.28,0.24,0.02,0.05,0.0,0.01,0.14,0.01,0.0,0.01,0.03,0.0,0.0,0.01,0.0,0.12,0.72,0.11,0.0,0.03,0.0
Burkina Faso,BFA,Sub-Saharan Africa,2014,emc,Male,9306863,0.63,0.12,0.25,,0.27,0.03,0.05,0.0,0.03,0.13,0.03,0.01,0.02,0.05,0.0,0.02,0.03,0.0,0.09,0.63,0.15,0.01,0.06,0.01
Burkina Faso,BFA,Sub-Saharan Africa,2014,emc,Old worker,5763639,0.62,0.1,0.28,0.36,,0.02,0.06,0.0,0.02,0.17,0.02,0.01,0.02,0.06,0.0,0.02,0.03,0.0,0.14,0.62,0.13,0.0,0.05,0.0
Burkina Faso,BFA,Sub-Saharan Africa,2014,emc,Rural,14838471,0.84,0.07,0.1,0.18,0.15,0.03,0.03,0.0,0.0,0.07,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.06,0.83,0.08,0.0,0.01,0.0
Burkina Faso,BFA,Sub-Saharan Africa,2014,emc,Total,19238294,0.64,0.1,0.26,0.36,0.31,0.02,0.06,0.0,0.02,0.16,0.01,0.01,0.01,0.06,0.0,0.01,0.03,0.0,0.13,0.64,0.14,0.0,0.05,0.0
Burkina Faso,BFA,Sub-Saharan Africa,2014,emc,Urban,4399823,0.13,0.19,0.69,0.87,0.85,0.01,0.13,0.0,0.05,0.39,0.04,0.03,0.05,0.18,0.0,0.04,0.07,0.0,0.3,0.13,0.29,0.01,0.14,0.01
Burkina Faso,BFA,Sub-Saharan Africa,2014,emc,Young worker,3478399,0.69,0.11,0.2,0.34,0.31,0.03,0.06,0.0,0.01,0.13,0.01,0.0,0.0,0.06,0.0,0.0,0.01,0.0,0.1,0.69,0.15,0.01,0.05,0.0
Burundi,BDI,Sub-Saharan Africa,2013,ecvm,Female,4851167,0.94,0.01,0.05,0.06,0.06,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.03,,,,,,,,,,
Burundi,BDI,Sub-Saharan Africa,2013,ecvm,Higher education,1649676,0.3,0.06,0.63,0.67,0.38,0.0,0.03,0.01,0.02,0.09,0.04,0.05,0.06,0.39,,,,,,,,,,
Burundi,BDI,Sub-Saharan Africa,2013,ecvm,Lower education,7601640,0.9,0.03,0.07,0.04,0.11,0.0,0.02,0.0,0.01,0.03,0.01,0.0,0.0,0.02,,,,,,,,,,
Burundi,BDI,Sub-Saharan Africa,2013,ecvm,Male,4400149,0.77,0.07,0.16,,0.23,0.01,0.03,0.0,0.03,0.06,0.03,0.01,0.01,0.06,,,,,,,,,,
Burundi,BDI,Sub-Saharan Africa,2013,ecvm,Old worker,2891205,0.86,0.04,0.1,0.06,,0.0,0.02,0.0,0.01,0.04,0.01,0.0,0.01,0.04,,,,,,,,,,
Burundi,BDI,Sub-Saharan Africa,2013,ecvm,Rural,8318638,0.91,0.03,0.06,0.03,0.08,0.0,0.02,0.0,0.01,0.02,0.01,0.0,0.0,0.03,,,,,,,,,,
Burundi,BDI,Sub-Saharan Africa,2013,ecvm,Total,9251317,0.87,0.04,0.1,0.06,0.12,0.0,0.02,0.0,0.01,0.04,0.01,0.0,0.0,0.04,,,,,,,,,,
Burundi,BDI,Sub-Saharan Africa,2013,ecvm,Urban,932678,0.27,0.1,0.63,0.61,0.76,0.01,0.04,0.01,0.04,0.22,0.09,0.03,0.04,0.25,,,,,,,,,,
Burundi,BDI,Sub-Saharan Africa,2013,ecvm,Young worker,1629114,0.88,0.03,0.1,0.06,0.12,0.0,0.01,0.0,0.01,0.03,0.01,0.0,0.0,0.05,,,,,,,,,,
Cabo Verde,CPV,Sub-Saharan Africa,2007,quibb,Female,256394,0.14,0.12,0.74,0.86,0.85,0.03,0.05,0.01,0.03,0.31,0.03,0.03,0.37,0.01,0.04,0.04,0.07,0.07,0.2,0.05,0.03,0.0,0.49,0.0
Cabo Verde,CPV,Sub-Saharan Africa,2007,quibb,Higher education,211974,0.08,0.2,0.72,0.94,0.84,0.01,0.06,0.02,0.11,0.2,0.09,0.05,0.37,0.02,0.06,0.09,0.13,0.11,0.16,0.02,0.1,0.04,0.28,0.01
Cabo Verde,CPV,Sub-Saharan Africa,2007,quibb,Lower education,281699,0.22,0.28,0.5,0.81,0.72,0.03,0.08,0.01,0.16,0.21,0.05,0.02,0.21,0.0,0.04,0.0,0.02,0.01,0.12,0.09,0.15,0.05,0.51,0.0
Cabo Verde,CPV,Sub-Saharan Africa,2007,quibb,Male,237279,0.19,0.35,0.46,,0.77,0.02,0.09,0.02,0.23,0.12,0.1,0.03,0.19,0.01,0.05,0.03,0.06,0.04,0.08,0.07,0.22,0.09,0.36,0.01
Cabo Verde,CPV,Sub-Saharan Africa,2007,quibb,Old worker,168781,0.15,0.24,0.61,0.86,,0.02,0.07,0.01,0.13,0.21,0.07,0.03,0.29,0.01,0.05,0.05,0.07,0.06,0.14,0.06,0.13,0.05,0.39,0.0
Cabo Verde,CPV,Sub-Saharan Africa,2007,quibb,Rural,213104,0.38,0.23,0.4,0.65,0.6,0.04,0.03,0.01,0.14,0.13,0.03,0.01,0.22,0.0,0.02,0.02,0.03,0.02,0.08,0.13,0.1,0.03,0.56,0.0
Cabo Verde,CPV,Sub-Saharan Africa,2007,quibb,Total,493673,0.17,0.25,0.58,0.86,0.8,0.02,0.07,0.01,0.14,0.21,0.07,0.03,0.27,0.01,0.04,0.04,0.06,0.05,0.13,0.06,0.13,0.05,0.42,0.0
Cabo Verde,CPV,Sub-Saharan Africa,2007,quibb,Urban,280569,0.04,0.26,0.7,0.99,0.95,0.01,0.09,0.01,0.14,0.25,0.09,0.04,0.3,0.01,0.06,0.05,0.08,0.07,0.16,0.02,0.16,0.06,0.34,0.01
Cabo Verde,CPV,Sub-Saharan Africa,2007,quibb,Young worker,119527,0.2,0.3,0.49,0.85,0.8,0.03,0.07,0.01,0.19,0.19,0.06,0.02,0.23,0.0,0.01,0.01,0.03,0.04,0.13,0.07,0.15,0.04,0.52,0.0
Cambodia,KHM,East Asia and Pacific,2012,clfcl,Female,7612109,0.32,0.26,0.41,0.68,0.73,0.0,0.24,0.0,0.02,0.29,0.01,0.03,0.01,0.07,0.01,0.04,0.03,0.01,0.3,0.23,0.09,0.14,0.14,0.0
Cambodia,KHM,East Asia and Pacific,2012,clfcl,Higher education,8422825,0.21,0.25,0.54,0.82,0.73,0.0,0.18,0.01,0.06,0.25,0.06,0.04,0.07,0.13,0.03,0.09,0.05,0.04,0.25,0.16,0.12,0.14,0.11,0.01
Cambodia,KHM,East Asia and Pacific,2012,clfcl,Lower education,6476304,0.43,0.26,0.32,0.59,0.61,0.0,0.17,0.0,0.08,0.2,0.05,0.01,0.02,0.03,0.01,0.01,0.03,0.01,0.19,0.29,0.12,0.11,0.23,0.01
Cambodia,KHM,East Asia and Pacific,2012,clfcl,Male,7287020,0.33,0.25,0.42,,0.62,0.01,0.12,0.01,0.12,0.16,0.1,0.02,0.07,0.07,0.02,0.05,0.05,0.03,0.14,0.23,0.14,0.11,0.21,0.02
Cambodia,KHM,East Asia and Pacific,2012,clfcl,Old worker,6592763,0.33,0.21,0.45,0.65,,0.0,0.14,0.01,0.06,0.23,0.06,0.03,0.05,0.08,0.03,0.05,0.04,0.02,0.23,0.25,0.12,0.09,0.15,0.01
Cambodia,KHM,East Asia and Pacific,2012,clfcl,Rural,11384958,0.43,0.28,0.3,0.58,0.61,0.0,0.19,0.01,0.07,0.16,0.05,0.01,0.02,0.05,0.01,0.03,0.03,0.01,0.16,0.3,0.12,0.13,0.21,0.01
Cambodia,KHM,East Asia and Pacific,2012,clfcl,Total,14899129,0.33,0.26,0.41,0.68,0.67,0.0,0.18,0.01,0.07,0.22,0.06,0.03,0.04,0.07,0.02,0.04,0.04,0.02,0.22,0.23,0.12,0.13,0.18,0.01
Cambodia,KHM,East Asia and Pacific,2012,clfcl,Urban,3514171,0.04,0.2,0.76,0.97,0.95,0.0,0.13,0.01,0.05,0.4,0.08,0.06,0.09,0.13,0.05,0.09,0.06,0.05,0.41,0.02,0.11,0.11,0.08,0.02
Cambodia,KHM,East Asia and Pacific,2012,clfcl,Young worker,3414894,0.33,0.36,0.32,0.73,0.67,0.01,0.26,0.01,0.09,0.19,0.04,0.02,0.01,0.06,0.0,0.02,0.02,0.02,0.19,0.2,0.11,0.2,0.23,0.0
Cameroon,CMR,Sub-Saharan Africa,2014,ecam,Female,11074211,0.52,0.11,0.37,0.48,0.43,0.0,0.11,0.0,0.0,0.23,0.01,0.0,0.01,0.11,0.03,0.04,0.02,0.02,0.29,0.51,0.03,0.05,0.0,0.0
Cameroon,CMR,Sub-Saharan Africa,2014,ecam,Higher education,8121608,0.26,0.17,0.56,0.77,0.61,0.0,0.12,0.01,0.04,0.24,0.09,0.01,0.03,0.19,0.05,0.11,0.06,0.05,0.33,0.26,0.08,0.05,0.0,0.01
Cameroon,CMR,Sub-Saharan Africa,2014,ecam,Lower education,13595979,0.62,0.13,0.25,0.32,0.36,0.01,0.1,0.0,0.02,0.16,0.04,0.0,0.0,0.04,0.02,0.01,0.01,0.01,0.23,0.63,0.07,0.04,0.0,0.0
Cameroon,CMR,Sub-Saharan Africa,2014,ecam,Male,10640658,0.41,0.18,0.4,,0.53,0.01,0.11,0.01,0.06,0.16,0.11,0.01,0.02,0.1,0.03,0.07,0.04,0.03,0.26,0.41,0.11,0.04,0.0,0.01
Cameroon,CMR,Sub-Saharan Africa,2014,ecam,Old worker,7350986,0.45,0.14,0.41,0.5,,0.01,0.1,0.0,0.03,0.2,0.06,0.01,0.02,0.11,0.04,0.06,0.03,0.03,0.28,0.44,0.07,0.04,0.0,0.01
Cameroon,CMR,Sub-Saharan Africa,2014,ecam,Rural,11142775,0.77,0.08,0.15,0.19,0.19,0.01,0.06,0.0,0.01,0.08,0.02,0.0,0.0,0.04,0.01,0.02,0.01,0.0,0.11,0.78,0.04,0.02,0.0,0.0
Cameroon,CMR,Sub-Saharan Africa,2014,ecam,Total,21717587,0.47,0.15,0.39,0.48,0.48,0.01,0.11,0.0,0.03,0.2,0.06,0.0,0.02,0.11,0.03,0.05,0.03,0.02,0.27,0.46,0.07,0.05,0.0,0.01
Cameroon,CMR,Sub-Saharan Africa,2014,ecam,Urban,10574811,0.12,0.22,0.65,0.85,0.88,0.0,0.16,0.01,0.05,0.33,0.11,0.01,0.03,0.18,0.05,0.08,0.05,0.04,0.45,0.12,0.11,0.07,0.0,0.01
Cameroon,CMR,Sub-Saharan Africa,2014,ecam,Young worker,4060636,0.52,0.16,0.32,0.43,0.48,0.01,0.12,0.0,0.03,0.18,0.05,0.0,0.0,0.09,0.01,0.02,0.01,0.02,0.27,0.52,0.08,0.06,0.0,0.0
Central African Republic,CAF,Sub-Saharan Africa,2008,ecase,Female,2127373,0.68,0.01,0.31,0.32,0.36,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.02,0.09,,,,,,,,,,
Central African Republic,CAF,Sub-Saharan Africa,2008,ecase,Higher education,901601,0.33,0.09,0.58,0.77,0.69,0.06,0.0,0.0,0.03,0.24,0.04,0.0,0.14,0.15,,,,,,,,,,
Central African Republic,CAF,Sub-Saharan Africa,2008,ecase,Lower education,3302393,0.75,0.04,0.21,0.23,0.3,0.04,0.0,0.0,0.0,0.13,0.01,0.0,0.01,0.06,,,,,,,,,,
Central African Republic,CAF,Sub-Saharan Africa,2008,ecase,Male,2076621,0.6,0.1,0.3,,0.42,0.08,0.0,0.0,0.02,0.13,0.03,0.0,0.06,0.08,,,,,,,,,,
Central African Republic,CAF,Sub-Saharan Africa,2008,ecase,Old worker,1376538,0.65,0.06,0.29,0.29,,0.05,0.0,0.0,0.01,0.15,0.02,0.0,0.05,0.07,,,,,,,,,,
Central African Republic,CAF,Sub-Saharan Africa,2008,ecase,Rural,2640877,0.83,0.05,0.12,0.13,0.18,0.05,0.0,0.0,0.0,0.06,0.0,0.0,0.02,0.03,,,,,,,,,,
Central African Republic,CAF,Sub-Saharan Africa,2008,ecase,Total,4203994,0.64,0.05,0.3,0.32,0.39,0.04,0.0,0.0,0.01,0.16,0.02,0.0,0.04,0.08,,,,,,,,,,
Central African Republic,CAF,Sub-Saharan Africa,2008,ecase,Urban,1563117,0.32,0.06,0.62,0.64,0.74,0.04,0.0,0.0,0.03,0.33,0.04,0.0,0.09,0.17,,,,,,,,,,
Central African Republic,CAF,Sub-Saharan Africa,2008,ecase,Young worker,801658,0.61,0.04,0.35,0.36,0.39,0.03,0.0,0.0,0.01,0.19,0.02,0.0,0.02,0.12,,,,,,,,,,
Chad,TCD,Sub-Saharan Africa,2011,ecosi,Female,5155754,0.73,0.15,0.13,0.27,0.23,0.0,0.14,0.0,0.0,0.1,0.0,0.0,0.01,0.02,0.01,0.01,0.0,0.0,0.08,0.71,0.14,0.0,0.01,0.0
Chad,TCD,Sub-Saharan Africa,2011,ecosi,Higher education,3328753,0.46,0.1,0.43,0.56,0.39,0.0,0.06,0.0,0.03,0.14,0.03,0.02,0.08,0.15,0.02,0.12,0.01,0.03,0.12,0.44,0.13,0.02,0.02,0.01
Chad,TCD,Sub-Saharan Africa,2011,ecosi,Lower education,6686838,0.75,0.1,0.14,0.25,0.19,0.0,0.08,0.0,0.02,0.09,0.01,0.0,0.01,0.03,0.01,0.01,0.0,0.0,0.07,0.74,0.12,0.01,0.01,0.0
Chad,TCD,Sub-Saharan Africa,2011,ecosi,Male,4859837,0.69,0.07,0.24,,0.23,0.0,0.03,0.0,0.03,0.1,0.03,0.01,0.03,0.07,0.01,0.04,0.0,0.01,0.08,0.67,0.1,0.02,0.01,0.01
Chad,TCD,Sub-Saharan Africa,2011,ecosi,Old worker,2880159,0.68,0.11,0.21,0.29,,0.0,0.08,0.0,0.02,0.1,0.02,0.01,0.03,0.06,0.01,0.03,0.0,0.01,0.09,0.67,0.12,0.02,0.01,0.01
Chad,TCD,Sub-Saharan Africa,2011,ecosi,Rural,8171074,0.81,0.09,0.1,0.2,0.16,0.0,0.07,0.0,0.01,0.05,0.01,0.0,0.01,0.03,0.01,0.01,0.0,0.0,0.04,0.79,0.1,0.01,0.01,0.0
Chad,TCD,Sub-Saharan Africa,2011,ecosi,Total,10015591,0.71,0.1,0.19,0.27,0.23,0.0,0.08,0.0,0.02,0.1,0.02,0.01,0.02,0.05,0.01,0.03,0.0,0.01,0.08,0.69,0.12,0.01,0.01,0.01
Chad,TCD,Sub-Saharan Africa,2011,ecosi,Urban,1844517,0.19,0.18,0.63,0.78,0.77,0.0,0.1,0.01,0.07,0.31,0.07,0.03,0.09,0.14,0.03,0.09,0.01,0.03,0.26,0.18,0.22,0.05,0.02,0.02
Chad,TCD,Sub-Saharan Africa,2011,ecosi,Young worker,1630289,0.77,0.09,0.14,0.23,0.23,0.0,0.07,0.0,0.01,0.09,0.01,0.0,0.01,0.03,0.01,0.01,0.0,0.0,0.06,0.73,0.1,0.01,0.01,0.0
Chile,CHL,Latin America and Caribbean,2017,casen,Female,9336047,0.06,0.08,0.86,0.94,0.92,0.0,0.06,0.0,0.01,0.29,0.03,0.1,0.05,0.39,0.04,0.15,0.13,0.12,0.25,0.01,0.04,0.02,0.24,0.0
Chile,CHL,Latin America and Caribbean,2017,casen,Higher education,17207077,0.09,0.21,0.7,0.94,0.89,0.02,0.09,0.01,0.09,0.25,0.07,0.09,0.05,0.23,0.04,0.13,0.11,0.08,0.17,0.03,0.14,0.09,0.22,0.0
Chile,CHL,Latin America and Caribbean,2017,casen,Lower education,598351,0.29,0.2,0.51,0.81,0.85,0.01,0.09,0.01,0.1,0.23,0.03,0.05,0.04,0.15,0.02,0.0,0.01,0.05,0.13,0.16,0.13,0.03,0.48,0.0
Chile,CHL,Latin America and Caribbean,2017,casen,Male,8469381,0.12,0.31,0.57,,0.88,0.03,0.12,0.01,0.15,0.22,0.1,0.09,0.05,0.11,0.05,0.11,0.08,0.05,0.11,0.05,0.21,0.14,0.2,0.01
Chile,CHL,Latin America and Caribbean,2017,casen,Old worker,9191499,0.09,0.21,0.7,0.95,,0.02,0.09,0.01,0.09,0.23,0.07,0.1,0.05,0.24,0.05,0.14,0.11,0.08,0.16,0.03,0.14,0.09,0.21,0.0
Chile,CHL,Latin America and Caribbean,2017,casen,Rural,2256853,0.41,0.18,0.4,0.71,0.6,0.02,0.08,0.01,0.08,0.15,0.05,0.03,0.03,0.15,0.04,0.05,0.06,0.04,0.1,0.15,0.12,0.09,0.36,0.0
Chile,CHL,Latin America and Caribbean,2017,casen,Total,17805428,0.09,0.21,0.7,0.94,0.89,0.02,0.09,0.01,0.09,0.25,0.07,0.09,0.05,0.23,0.04,0.13,0.11,0.08,0.17,0.03,0.14,0.09,0.22,0.0
Chile,CHL,Latin America and Caribbean,2017,casen,Urban,15548575,0.05,0.21,0.74,0.97,0.93,0.02,0.1,0.01,0.09,0.26,0.08,0.1,0.05,0.24,0.05,0.14,0.11,0.09,0.18,0.01,0.14,0.09,0.2,0.0
Chile,CHL,Latin America and Caribbean,2017,casen,Young worker,2727483,0.11,0.18,0.71,0.92,0.89,0.01,0.08,0.01,0.08,0.39,0.06,0.06,0.03,0.17,0.01,0.05,0.09,0.11,0.26,0.02,0.12,0.06,0.27,0.01
China,CHN,East Asia and Pacific,2013,chip,Female,659717752,0.22,0.23,0.55,0.78,0.9,0.01,0.18,0.01,0.03,0.21,0.02,0.08,0.24,0.0,0.05,0.04,0.05,0.1,0.45,0.03,0.11,0.1,0.02,0.0
China,CHN,East Asia and Pacific,2013,chip,Higher education,518020172,0.03,0.26,0.7,0.97,0.98,0.02,0.16,0.03,0.05,0.14,0.06,0.13,0.36,0.0,0.06,0.06,0.09,0.15,0.37,0.01,0.06,0.12,0.03,0.0
China,CHN,East Asia and Pacific,2013,chip,Lower education,837101236,0.25,0.36,0.39,0.66,0.89,0.02,0.19,0.01,0.13,0.16,0.06,0.03,0.13,0.0,0.03,0.01,0.05,0.01,0.37,0.05,0.12,0.2,0.08,0.0
China,CHN,East Asia and Pacific,2013,chip,Male,695403655,0.12,0.39,0.49,,0.96,0.03,0.18,0.02,0.15,0.12,0.09,0.07,0.21,0.0,0.05,0.02,0.08,0.06,0.32,0.03,0.08,0.2,0.08,0.0
China,CHN,East Asia and Pacific,2013,chip,Old worker,836038582,0.18,0.31,0.51,0.76,,0.02,0.17,0.02,0.1,0.15,0.06,0.07,0.23,0.0,0.05,0.03,0.07,0.08,0.37,0.03,0.09,0.16,0.06,0.0
China,CHN,East Asia and Pacific,2013,chip,Rural,620201408,0.32,0.37,0.32,0.56,0.89,0.02,0.19,0.01,0.15,0.11,0.05,0.04,0.13,0.0,0.03,0.02,0.07,0.02,0.3,0.04,0.11,0.2,0.1,0.0
China,CHN,East Asia and Pacific,2013,chip,Total,1355121407,0.16,0.32,0.51,0.78,0.93,0.02,0.18,0.02,0.1,0.16,0.06,0.07,0.22,0.0,0.05,0.03,0.07,0.08,0.37,0.03,0.09,0.16,0.06,0.0
China,CHN,East Asia and Pacific,2013,chip,Urban,734920000,0.02,0.28,0.7,0.98,1.0,0.03,0.17,0.02,0.06,0.2,0.07,0.11,0.32,0.0,0.06,0.04,0.07,0.11,0.41,0.02,0.08,0.14,0.03,0.0
China,CHN,East Asia and Pacific,2013,chip,Young worker,193399595,0.07,0.38,0.55,0.9,0.93,0.02,0.26,0.01,0.09,0.21,0.05,0.12,0.17,0.0,0.03,0.02,0.06,0.05,0.38,0.01,0.12,0.21,0.06,0.0
Colombia,COL,Latin America and Caribbean,2017,geih,Female,24247201,0.07,0.14,0.79,0.93,0.92,0.0,0.12,0.0,0.01,0.33,0.03,0.12,0.03,0.28,0.0,0.01,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.0
Colombia,COL,Latin America and Caribbean,2017,geih,Higher education,29593174,0.08,0.2,0.72,0.96,0.86,0.01,0.13,0.01,0.06,0.28,0.09,0.11,0.04,0.19,0.0,0.01,0.03,0.0,0.0,0.01,0.0,0.01,0.0,0.0
Colombia,COL,Latin America and Caribbean,2017,geih,Lower education,18270371,0.37,0.18,0.45,0.82,0.48,0.01,0.09,0.0,0.08,0.23,0.07,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,COL,Latin America and Caribbean,2017,geih,Male,23616344,0.22,0.24,0.54,,0.76,0.01,0.12,0.01,0.1,0.22,0.12,0.08,0.03,0.08,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.01,0.0,0.0
Colombia,COL,Latin America and Caribbean,2017,geih,Old worker,23150267,0.15,0.2,0.65,0.93,,0.01,0.12,0.01,0.06,0.26,0.08,0.1,0.03,0.17,0.0,0.01,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0
Colombia,COL,Latin America and Caribbean,2017,geih,Rural,10888894,0.6,0.13,0.27,0.62,0.4,0.02,0.06,0.0,0.04,0.13,0.04,0.02,0.01,0.08,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,COL,Latin America and Caribbean,2017,geih,Total,47863545,0.16,0.2,0.65,0.93,0.82,0.01,0.12,0.01,0.06,0.27,0.08,0.1,0.03,0.17,0.0,0.01,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0
Colombia,COL,Latin America and Caribbean,2017,geih,Urban,36974651,0.04,0.21,0.75,0.99,0.96,0.01,0.13,0.01,0.07,0.31,0.1,0.12,0.04,0.19,0.0,0.01,0.02,0.0,0.0,0.01,0.0,0.01,0.0,0.0
Colombia,COL,Latin America and Caribbean,2017,geih,Young worker,8262577,0.18,0.19,0.63,0.92,0.82,0.01,0.12,0.0,0.06,0.31,0.08,0.08,0.02,0.14,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Comoros,COM,Sub-Saharan Africa,2013,eim,Female,380987,0.35,0.18,0.47,0.65,0.77,0.0,0.16,0.0,0.01,0.21,0.04,0.01,0.16,0.06,0.01,0.06,0.07,0.05,0.25,0.36,0.15,0.0,0.04,0.01
Comoros,COM,Sub-Saharan Africa,2013,eim,Higher education,271780,0.12,0.16,0.72,0.9,0.88,0.0,0.09,0.01,0.06,0.13,0.1,0.02,0.39,0.07,0.05,0.18,0.18,0.09,0.19,0.12,0.12,0.0,0.02,0.04
Comoros,COM,Sub-Saharan Africa,2013,eim,Lower education,479856,0.49,0.22,0.29,0.52,0.73,0.0,0.11,0.0,0.11,0.14,0.08,0.0,0.02,0.04,0.0,0.01,0.01,0.02,0.2,0.49,0.21,0.0,0.04,0.01
Comoros,COM,Sub-Saharan Africa,2013,eim,Male,370649,0.36,0.21,0.43,,0.79,0.0,0.06,0.01,0.14,0.1,0.11,0.01,0.16,0.05,0.02,0.08,0.07,0.04,0.17,0.36,0.2,0.0,0.03,0.03
Comoros,COM,Sub-Saharan Africa,2013,eim,Old worker,271336,0.37,0.18,0.45,0.64,,0.0,0.09,0.01,0.08,0.13,0.08,0.01,0.17,0.06,0.02,0.08,0.08,0.05,0.19,0.37,0.15,0.0,0.03,0.02
Comoros,COM,Sub-Saharan Africa,2013,eim,Rural,455478,0.49,0.2,0.31,0.51,0.73,0.0,0.1,0.01,0.09,0.1,0.07,0.0,0.11,0.03,0.01,0.05,0.06,0.04,0.14,0.49,0.18,0.0,0.02,0.01
Comoros,COM,Sub-Saharan Africa,2013,eim,Total,751636,0.36,0.2,0.45,0.65,0.78,0.0,0.1,0.01,0.09,0.14,0.08,0.01,0.16,0.06,0.02,0.07,0.07,0.05,0.2,0.36,0.18,0.0,0.03,0.02
Comoros,COM,Sub-Saharan Africa,2013,eim,Urban,296158,0.17,0.2,0.63,0.86,0.88,0.0,0.1,0.01,0.09,0.19,0.11,0.02,0.23,0.09,0.03,0.11,0.1,0.06,0.27,0.17,0.18,0.0,0.04,0.03
