,id,title,published_date,location,description,processed_text,label
87,_PQbx29aTp4,Helping Sexual Violence Victims During COVID-19,2020-05-04T13:47:21Z,IN,"Steve Adubato is joined by Patricia Teffenhart, Executive Director, New Jersey Coalition Against Sexual Assault, to talk about the impact of public distress of ...","steve adubato join patricia teffenhart, executive director, new jersey coalition sexual assault, talk impact public distress ...",DV
88,Pf3wsbGLpL8,Domestic violence cases have not spiked during the COVID-19 lockdown,2020-04-23T11:58:39Z,IN,"Sky News host Paul Murray says fears the coronavirus-induced lockdown could result in spiking domestic violence cases, have been proven to be unfounded.","sky news host paul murray say fear coronavirus-induced lockdown could result spike domestic violence cases, prove unfounded.",DV
89,NY9Sb1o02Ao,"Emergency Restraining Orders for Domestic Violence Victims | Connecting Point | March 23, 2020",2020-03-24T14:49:55Z,IN,"Victims of domestic violence are often isolated and live with the risk of abuse daily. Social distancing and home isolation, actions critical to stopping the spread of ...","victim domestic violence often isolate live risk abuse daily. social distance home isolation, action critical stopping spread ...",DV
90,lDXOMqBGiq0,When Home Isn’t Safe: Domestic Abuse in Quarantine,2020-04-07T19:40:25Z,IN,"Home can be a dangerous place for some women and children -- in normal times. But we aren't living in normal times. We spoke with Rana Abdelhamid, ...","home dangerous place woman child -- normal times. living normal times. spoke rana abdelhamid, ...",
91,b4Io8afWtKI,VIDEO: Hartford Police Department creates dedicated unit for domestic violence calls,2020-04-06T22:14:54Z,IN,"As COVID-19 cases continue to grow, the city of Hartford is working to battle another issue.","covid-19 case continue grow, city hartford working battle another issue.",NO_DV
92,-1NH6SQcYAc,Justice for victims of Sexual and Gender-Based Violence,2020-02-18T09:34:39Z,IN,http://www.nation.co.ke Justice for the victims of Sexual and Gender-Based Violence.,justice victim sexual gender-based violence.,DV
93,QE6x34Xvezg,Child Sexual Abuse: Why Kids Don’t Tell,2020-04-01T07:03:24Z,IN,"Kids who feel comfortable talking openly with a caring adult are more likely to disclose abuse if it happens. In this video, Melisa and Nicole talk candidly about ...","kid feel comfortable talking openly caring adult likely disclose abuse happens. video, melisa nicole talk candidly ...",
94,8Xr2B10zclI,Keeping Children Safe from Sexual Abuse in Lockdown - Live Session Moderation for Arpan,2020-04-30T14:59:27Z,IN,What a moving session organised by NGO Arpan on Keeping Children safe from Sexual abuse. I moderated the webinar and the panelists were super Pooja ...,move session organise ngo arpan keeping child safe sexual abuse. moderate webinar panelist super pooja ...,DV
95,X8ywK6qlkFY,UK Police visit elderly during lockdown | AFP,2020-05-06T13:14:09Z,IN,"South London's police officers have been paying visits to the elderly and isolated for almost a year, but say the importance of Operation Nogi is even more ...","south london's police officer pay visit elderly isolate almost year, say importance operation nogi even ...",
96,ZuSk5zsYfo0,Domestic Abuse During Lockdown | Your Legal Rights Explained,2020-05-04T10:41:13Z,IN,"Support services have reported a surge in calls to domestic abuse helplines since 9 March, when people with coronavirus symptoms were asked to self-isolate.","support services report surge call domestic abuse helplines since 9 march, people coronavirus symptom ask self-isolate.",DV
97,CI1t4QCstMI,Domestic violence cases surge across Sydney | Nine News Australia,2020-03-04T08:49:55Z,IN,"Between 2017 and 2019, domestic violence offences in Sydney have increased by 5 per cent, with the biggest rises across southern suburbs and the north west.","2017 2019, domestic violence offence sydney increase 5 per cent, big rise across southern suburb north west.",DV
98,qdF48ZO_KKg,Night Of Solidarity | Refinery29,2020-05-14T02:22:01Z,IN,"WARNING: THE CONTENT OF THIS PROGRAM MAY BE TRIGGERING TO SURVIVORS OF VIOLENCE. IF YOU OR SOMEONE YOU KNOW NEED SUPPORT, ...","warning: content program may trigger survivor violence. someone know need support, ...",NO_DV
99,WQeNRF50Uyw,Domestic abuse advice for children and young adults by PC Massie,2020-05-01T11:34:44Z,IN,"For children and young adults Domestic abuse can affect and harm a lot of people. In this video, PC Massie gives advice on what to do if you are affected by ...","child young adult domestic abuse affect harm lot people. video, pc massie give advice affect ...",DV
100,M20iDOPUBjg,Why Domestic Violence Rising In Lockdown,2020-04-13T11:53:44Z,IN,वरील बातमी सविस्तरपणे वाचण्यासाठी क्लिक करा 24taas.com फेसबुकवर लाईक करा facebook.com/Zee24...,वरील बातमी सविस्तरपणे वाचण्यासाठी क्लिक करा 24taas.com फेसबुकवर लाईक करा facebook.com/zee24...,
101,I0Kb-xDiQSU,"Flipkart founder Sachin Bansal’s Wife Files FIR Over Alleged Dowry Harassment, Sexual Assault",2020-03-05T10:16:49Z,IN,"A case of dowry harassment has been filed against the former co-founder of Flipkart, Sachin Bansal. His wife, Priya Bansal filed a case against her husband and ...","case dowry harassment file former co-founder flipkart, sachin bansal. wife, priya bansal file case husband ...",DV
102,ggzdKlR-qXI,"West Seneca police officer admits sexual misconduct, resigns",2020-02-07T05:50:06Z,IN,A West Seneca police officer accused of having an on-duty sexual encounter with a victim of domestic violence pleaded guilty Thursday and resigned from the ...,west seneca police officer accused on-duty sexual encounter victim domestic violence plead guilty thursday resign ...,DV
103,YEBkXcXA3hs,BYSTANDER VIDEO: Video shows officer repeatedly punching suspect in Boyle Heights | ABC7,2020-05-05T22:37:16Z,IN,Disturbing cellphone video shows an LAPD officer repeatedly punching a man suspected of trespassing in Boyle Heights who had his hands behind his back ...,disturb cellphone video show lapd officer repeatedly punch man suspect trespass boyle heights hands behind back ...,
104,k18mBzeePtg,Domestic violence spending scandal,2020-03-05T04:19:11Z,IN,Authorities announced Wednesday the state is taking legal action against the Florida Coalition Against Domestic Violence.,authorities announce wednesday state taking legal action florida coalition domestic violence.,DV
105,fqoXCFGkrLU,"Lock Down On Domestic Violence - Initiative by Vasavya Mahila Mandali , Mahila Mitra &amp; AP Police",2020-05-03T13:20:52Z,IN,Women has every option to fight against Domestic Violence during this Lock Down . Lock Down On Domestic Violence - Initiative by Vasavya Mahila Mandali ...,woman every option fight domestic violence lock . lock domestic violence - initiative vasavya mahila mandali ...,DV
106,IFjwg3Awaok,How to Tackle the Domestic Violence Surge During Coronavirus Lockdowns,2020-05-19T02:32:01Z,IN,COVID-19 has forced millions of people to stay at home and it's led to a dramatic rise in domestic abuse. The UN says if lockdown orders remain for much longer ...,covid-19 force million people stay home led dramatic rise domestic abuse. un say lockdown order remain much longer ...,DV
107,Q5feWFYSsEc,Mother fatally stabbed a victim of domestic violence: family,2020-02-13T22:53:04Z,IN,"Brittney Newman was stabbed to death in her Mississauga home on Sunday. Her family says the mother of two was a victim of domestic violence, and that her ...","brittney newman stab death mississauga home sunday. family say mother two victim domestic violence, ...",DV
108,FcqRH4WM2to,Kenyans in China speak out on the discrimination of Africans by Chinese citizens  | Tuko TV,2020-04-11T08:22:06Z,IN,Kenyans in China speak out on the discrimination of Africans by Chinese citizens | Tuko TV Kenyans in china speak out on the discrimination of Africans by ...,kenyan china speak discrimination african chinese citizen | tuko tv kenyan china speak discrimination african ...,
109,vCdRxPTDTZs,"Farmington Hills police officer accused of domestic violence, firing gun, stalking another officer",2020-02-20T22:15:10Z,IN,"A Farmington Hills police officer is accused of domestic violence, improperly firing a gun and stalking a fellow officer at the department, authorities said.","farmington hill police officer accused domestic violence, improperly firing gun stalking fellow officer department, authorities said.",DV
110,EMHLoc3Ujuc,𝐒𝐞𝐱𝐮𝐚𝐥 𝐀𝐬𝐬𝐚𝐮𝐥𝐭 𝐀𝐰𝐚𝐫𝐞𝐧𝐞𝐬𝐬 𝐌𝐨𝐧𝐭𝐡 - 𝐀𝐏𝐑𝐈𝐋 𝟐𝟎𝟐𝟎,2020-04-02T03:08:05Z,IN,April is National Sexual Assault Awareness Month (SAAM) and WITN22 is doing its part to get the word out about resources for victims and survivors. The goal of ...,april national sexual assault awareness month (saam) witn22 part get word resource victim survivors. goal ...,DV
111,oyTaA2mQpCk,&#39;Gabriel the Great&#39; recovering from horrific abuse as Rescue seeks justice,2020-02-03T13:01:30Z,IN,"Gabriel was beaten and tortured, and a local veterinarian says it's the worst case he's ever seen. Now his rescuers are seeking justice.","gabriel beat tortured, local veterinarian say worst case he's ever seen. rescuer seeking justice.",
112,CLA7rokhq9A,మహిళలకు కష్టాలు తెచ్చిపెట్టిన  లాక్ డౌన్ | Domestic Violence Rises amid Coronavirus Lockdown | hmtv,2020-04-14T09:39:30Z,IN,మహిళలకు కష్టాలు తెచ్చిపెట్టిన లాక్ డౌన్ | Domestic violence rises amid coronavirus lockdown | hmtv #Domesticviolence...,మహిళలకు కష్టాలు తెచ్చిపెట్టిన లాక్ డౌన్ | domestic violence rise amid coronavirus lockdown | hmtv #domesticviolence...,DV
113,SUPwl1GqgJM,Muffled Voices: Women Share Stories of Domestic Violence | The Quint,2020-03-04T03:01:13Z,IN,"Domestic Violence in India: Some crimes are so rampant, as a society we tend to become desensitised towards them. Domestic violence is one such reality, ...","domestic violence india: crime rampant, society tend become desensitise towards them. domestic violence one reality, ...",DV
114,tP0O-PXIVQ8,"Armed group returns to downtown Raleigh, is met by protesters",2020-05-16T23:21:59Z,IN,"Armed group returns to downtown Raleigh, is met by protesters.","arm group return downtown raleigh, meet protesters.",
115,XFF07rExtRM,2019 Domestic Violence Victims,2020-03-15T19:51:27Z,IN,MP Jess Phillips reading out the names of the 2019 victims of domestic violence (and women killed by men) in Parliament in March 2020. Useful Links: Femicide ...,mp jess phillips reading names 2019 victim domestic violence (and woman kill men) parliament march 2020. useful links: femicide ...,DV
116,v6LC_RFVS1U,Qld govt criticised for domestic violence approach,2020-03-11T03:01:13Z,IN,Queensland's government has received criticism from the Opposition over its approach to handling domestic violence. The Deputy Qld Opposition leader Tim ...,queensland's government receive criticism opposition approach handling domestic violence. deputy qld opposition leader tim ...,DV
117,claP8sz68IY,"Man arrested for kidnapping, domestic violence after girlfriend texts code word to her son",2020-02-14T03:29:32Z,IN,"The Cherokee County sheriff says a woman's quick thinking and use of a code word helped her escape a dangerous situation, putting her captor behind bars.","cherokee county sheriff say woman's quick thinking use code word help escape dangerous situation, putting captor behind bars.",
118,Lfy9tKJ3pu0,Victims Of Domestic Violence Maneela &amp; Nagalakshmi Interview-Promo|Crime Victims With Muralidhar #37,2020-01-07T13:32:44Z,IN,Here is the promo of an exclusive interview with Victims Of Domestic Violence Maneela & Nagalakshmi only on Crime Victims With Muralidhar. In this exclusive ...,promo exclusive interview victim domestic violence maneela & nagalakshmi crime victim muralidhar. exclusive ...,DV
119,VjNXt-yunxw,Atrocities | Women | Domestic Violence | Pregnancy | LOCKDOWN | COVID-19 | Dr. Purnendu Roy |G.H,2020-05-06T10:17:35Z,IN,"DR. PURNENDU ROY M.B.B.S, M.S, F.I.C.S, F.A.I.S, FAMS, D.UROL [ LONDON ] Chairman & Managing Director Genesis Group of Companies : Genesis ...","dr. purnendu roy m.b.b.s, m.s, f.i.c.s, f.a.i.s, fams, d.urol [ london ] chairman & manage director genesis group company : genesis ...",NO_DV
120,f6GQyJasS28,Lockdown | Sexual Harassment | Domestic Violence| Poetry by Titiksha.,2020-04-24T11:58:10Z,IN,It is very disheartening to see that there is no improvement in crime against women during this deadly time around the world. Being a responsible citizen I have ...,dishearten see improvement crime woman deadly time around world. responsible citizen ...,
121,AZWkR8Pb4YE,"Fatma, a mother of five decries harassment by a tycoon who has demolished her house three times",2020-04-28T12:44:12Z,IN,"Fatuma Mohammed, a mother of five from Isiolo decries harassment by a local tycoon who has repeatedly demolished her house at Mabatini on three separate ...","fatuma mohammed, mother five isiolo decry harassment local tycoon repeatedly demolish house mabatini three separate ...",DV
122,l8ZRJQaLoaM,Indian gang rapists to be hanged after horrific 2012 assault on New Delhi bus | ABC News,2020-01-30T04:09:54Z,IN,"Nirbhaya* was an intelligent, fearless and ambitious young woman. The 23-year-old college student also had a strong sense of justice, never afraid to call out ...","nirbhaya* intelligent, fearless ambitious young woman. 23-year-old college student also strong sense justice, never afraid call ...",
123,EsPK5jLmXMk,Interview: California Partnership to End Domestic Violence,2020-02-13T00:17:49Z,IN,"FOX40's Nikki Laurenzo sits down with Alejandra Aguilar, statewide prevention program specialist at the California Partnership to End Domestic Violence, to talk ...","fox40's nikki laurenzo sit alejandra aguilar, statewide prevention program specialist california partnership end domestic violence, talk ...",DV
124,WkS6F4OVLo4,House Public Safety and Criminal Justice Reform Finance and Policy Division - part 2  3/4/20,2020-03-05T13:32:26Z,IN,05:58 - HF3975 (Mariani) Post-conviction relief time limit modified for when a court may hear a petition. 48:39 - HF3976 (Dehn) Aiding and abetting felony ...,05:58 - hf3975 (mariani) post-conviction relief time limit modify court may hear petition. 48:39 - hf3976 (dehn) aid abet felony ...,
125,E2CSh4qh_5M,"In Case That Sparked #MeToo, Harvey Weinstein Convicted of Rape in New York City Trial",2020-02-24T18:43:53Z,IN,"Harvey Weinstein was convicted of rape and a criminal sexual act in New York, more than two years after allegations against the Hollywood power broker ...","harvey weinstein convict rape criminal sexual act new york, two years allegation hollywood power broker ...",DV
126,pGBjzNgdKjM,"Inmates or cadets? Teens choked, traumatized at military boot camp",2020-03-23T14:48:12Z,IN,A pattern of physical violence against cadets at the Fort Stewart Youth Challenge Academy might never have been discovered were it not for an additional ...,pattern physical violence cadet fort stewart youth challenge academy might never discover additional ...,
