LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
MEX,PPP,TOT,NATUSD,A,1971,0.006055,
MEX,PPP,TOT,NATUSD,A,1972,0.006166,
MEX,PPP,TOT,NATUSD,A,1973,0.006597,
MEX,PPP,TOT,NATUSD,A,1974,0.007427,
MEX,PPP,TOT,NATUSD,A,1975,0.00787,
MEX,PPP,TOT,NATUSD,A,1976,0.008918,
MEX,PPP,TOT,NATUSD,A,1977,0.010949,
MEX,PPP,TOT,NATUSD,A,1978,0.011944,
MEX,PPP,TOT,NATUSD,A,1979,0.01326,
MEX,PPP,TOT,NATUSD,A,1980,0.015652,
MEX,PPP,TOT,NATUSD,A,1981,0.018017,
MEX,PPP,TOT,NATUSD,A,1982,0.027325,
MEX,PPP,TOT,NATUSD,A,1983,0.050136,
MEX,PPP,TOT,NATUSD,A,1984,0.076996,
MEX,PPP,TOT,NATUSD,A,1985,0.116779,
MEX,PPP,TOT,NATUSD,A,1986,0.198747,
MEX,PPP,TOT,NATUSD,A,1987,0.464822,
MEX,PPP,TOT,NATUSD,A,1988,0.895705,
MEX,PPP,TOT,NATUSD,A,1989,1.090566,
MEX,PPP,TOT,NATUSD,A,1990,1.346927,
MEX,PPP,TOT,NATUSD,A,1991,1.605792,
MEX,PPP,TOT,NATUSD,A,1992,1.796268,
MEX,PPP,TOT,NATUSD,A,1993,2.057499,
MEX,PPP,TOT,NATUSD,A,1994,2.191969,
MEX,PPP,TOT,NATUSD,A,1995,2.972768,
MEX,PPP,TOT,NATUSD,A,1996,3.694261,
MEX,PPP,TOT,NATUSD,A,1997,4.312385,
MEX,PPP,TOT,NATUSD,A,1998,4.922369,
MEX,PPP,TOT,NATUSD,A,1999,5.63367,
MEX,PPP,TOT,NATUSD,A,2000,6.103027,
MEX,PPP,TOT,NATUSD,A,2001,6.332835,
MEX,PPP,TOT,NATUSD,A,2002,6.553697,
MEX,PPP,TOT,NATUSD,A,2003,6.648073,
MEX,PPP,TOT,NATUSD,A,2004,6.98921,
MEX,PPP,TOT,NATUSD,A,2005,7.126862,
MEX,PPP,TOT,NATUSD,A,2006,7.157871,
MEX,PPP,TOT,NATUSD,A,2007,7.374153,
MEX,PPP,TOT,NATUSD,A,2008,7.469532,
MEX,PPP,TOT,NATUSD,A,2009,7.428654,
MEX,PPP,TOT,NATUSD,A,2010,7.676843,
MEX,PPP,TOT,NATUSD,A,2011,7.673013,
MEX,PPP,TOT,NATUSD,A,2012,7.858708,
MEX,PPP,TOT,NATUSD,A,2013,7.884359,
MEX,PPP,TOT,NATUSD,A,2014,8.045318,
MEX,PPP,TOT,NATUSD,A,2015,8.325895,
MEX,PPP,TOT,NATUSD,A,2016,8.445558,
MEX,PPP,TOT,NATUSD,A,2017,8.870941,
MEX,PPP,TOT,NATUSD,A,2018,9.127,
MEX,PPP,TOT,NATUSD,A,2019,9.278032,
NLD,PPP,TOT,NATUSD,A,1960,0.871991,
NLD,PPP,TOT,NATUSD,A,1961,0.909057,
NLD,PPP,TOT,NATUSD,A,1962,0.895446,
NLD,PPP,TOT,NATUSD,A,1963,0.923993,
NLD,PPP,TOT,NATUSD,A,1964,0.986486,
NLD,PPP,TOT,NATUSD,A,1965,1.01836,
NLD,PPP,TOT,NATUSD,A,1966,1.042898,
NLD,PPP,TOT,NATUSD,A,1967,1.05645,
NLD,PPP,TOT,NATUSD,A,1968,1.049738,
NLD,PPP,TOT,NATUSD,A,1969,1.062781,
NLD,PPP,TOT,NATUSD,A,1970,1.090592,
NLD,PPP,TOT,NATUSD,A,1971,1.129064,
NLD,PPP,TOT,NATUSD,A,1972,1.182343,
NLD,PPP,TOT,NATUSD,A,1973,1.219253,
NLD,PPP,TOT,NATUSD,A,1974,1.220249,
NLD,PPP,TOT,NATUSD,A,1975,1.235624,
NLD,PPP,TOT,NATUSD,A,1976,1.274861,
NLD,PPP,TOT,NATUSD,A,1977,1.276995,
NLD,PPP,TOT,NATUSD,A,1978,1.257135,
NLD,PPP,TOT,NATUSD,A,1979,1.208114,
NLD,PPP,TOT,NATUSD,A,1980,1.155242,
NLD,PPP,TOT,NATUSD,A,1981,1.12282,
NLD,PPP,TOT,NATUSD,A,1982,1.10638,
NLD,PPP,TOT,NATUSD,A,1983,1.079468,
NLD,PPP,TOT,NATUSD,A,1984,1.065918,
NLD,PPP,TOT,NATUSD,A,1985,1.042188,
NLD,PPP,TOT,NATUSD,A,1986,1.023777,
NLD,PPP,TOT,NATUSD,A,1987,0.988608,
NLD,PPP,TOT,NATUSD,A,1988,0.962751,
NLD,PPP,TOT,NATUSD,A,1989,0.938919,
NLD,PPP,TOT,NATUSD,A,1990,0.919158,
NLD,PPP,TOT,NATUSD,A,1991,0.916805,
NLD,PPP,TOT,NATUSD,A,1992,0.918749,
NLD,PPP,TOT,NATUSD,A,1993,0.911822,
NLD,PPP,TOT,NATUSD,A,1994,0.911173,
NLD,PPP,TOT,NATUSD,A,1995,0.910886,
NLD,PPP,TOT,NATUSD,A,1996,0.906772,
NLD,PPP,TOT,NATUSD,A,1997,0.908967,
NLD,PPP,TOT,NATUSD,A,1998,0.905962,
NLD,PPP,TOT,NATUSD,A,1999,0.906357,
NLD,PPP,TOT,NATUSD,A,2000,0.890217,
NLD,PPP,TOT,NATUSD,A,2001,0.904698,
NLD,PPP,TOT,NATUSD,A,2002,0.900863,
NLD,PPP,TOT,NATUSD,A,2003,0.926515,
NLD,PPP,TOT,NATUSD,A,2004,0.908617,
NLD,PPP,TOT,NATUSD,A,2005,0.897139,
NLD,PPP,TOT,NATUSD,A,2006,0.872969,
NLD,PPP,TOT,NATUSD,A,2007,0.861094,
NLD,PPP,TOT,NATUSD,A,2008,0.847775,
NLD,PPP,TOT,NATUSD,A,2009,0.847528,
NLD,PPP,TOT,NATUSD,A,2010,0.853475,
NLD,PPP,TOT,NATUSD,A,2011,0.836065,
NLD,PPP,TOT,NATUSD,A,2012,0.824408,
NLD,PPP,TOT,NATUSD,A,2013,0.798166,
NLD,PPP,TOT,NATUSD,A,2014,0.808798,
NLD,PPP,TOT,NATUSD,A,2015,0.809761,
NLD,PPP,TOT,NATUSD,A,2016,0.795528,
NLD,PPP,TOT,NATUSD,A,2017,0.778486,
NLD,PPP,TOT,NATUSD,A,2018,0.780327,
NLD,PPP,TOT,NATUSD,A,2019,0.787911,
NZL,PPP,TOT,NATUSD,A,1960,0.481728,
NZL,PPP,TOT,NATUSD,A,1961,0.460293,
NZL,PPP,TOT,NATUSD,A,1962,0.476968,
NZL,PPP,TOT,NATUSD,A,1963,0.480126,
NZL,PPP,TOT,NATUSD,A,1964,0.490676,
NZL,PPP,TOT,NATUSD,A,1965,0.486977,
NZL,PPP,TOT,NATUSD,A,1966,0.459276,
NZL,PPP,TOT,NATUSD,A,1967,0.485299,
NZL,PPP,TOT,NATUSD,A,1968,0.489692,
NZL,PPP,TOT,NATUSD,A,1969,0.469908,
NZL,PPP,TOT,NATUSD,A,1970,0.53498,
NZL,PPP,TOT,NATUSD,A,1971,0.567482,
NZL,PPP,TOT,NATUSD,A,1972,0.588619,
NZL,PPP,TOT,NATUSD,A,1973,0.62072,
NZL,PPP,TOT,NATUSD,A,1974,0.593183,
NZL,PPP,TOT,NATUSD,A,1975,0.592938,
NZL,PPP,TOT,NATUSD,A,1976,0.686024,
NZL,PPP,TOT,NATUSD,A,1977,0.774991,
NZL,PPP,TOT,NATUSD,A,1978,0.786206,
NZL,PPP,TOT,NATUSD,A,1979,0.855019,
NZL,PPP,TOT,NATUSD,A,1980,0.904159,
NZL,PPP,TOT,NATUSD,A,1981,0.97479,
NZL,PPP,TOT,NATUSD,A,1982,1.006543,
NZL,PPP,TOT,NATUSD,A,1983,1.030998,
NZL,PPP,TOT,NATUSD,A,1984,1.055369,
NZL,PPP,TOT,NATUSD,A,1985,1.180265,
NZL,PPP,TOT,NATUSD,A,1986,1.333949,
NZL,PPP,TOT,NATUSD,A,1987,1.472622,
NZL,PPP,TOT,NATUSD,A,1988,1.537361,
NZL,PPP,TOT,NATUSD,A,1989,1.550188,
NZL,PPP,TOT,NATUSD,A,1990,1.53879,
NZL,PPP,TOT,NATUSD,A,1991,1.492695,
NZL,PPP,TOT,NATUSD,A,1992,1.487291,
NZL,PPP,TOT,NATUSD,A,1993,1.483751,
NZL,PPP,TOT,NATUSD,A,1994,1.464456,
NZL,PPP,TOT,NATUSD,A,1995,1.463041,
NZL,PPP,TOT,NATUSD,A,1996,1.467214,
NZL,PPP,TOT,NATUSD,A,1997,1.44848,
NZL,PPP,TOT,NATUSD,A,1998,1.447783,
NZL,PPP,TOT,NATUSD,A,1999,1.43466,
NZL,PPP,TOT,NATUSD,A,2000,1.443592,
NZL,PPP,TOT,NATUSD,A,2001,1.474152,
NZL,PPP,TOT,NATUSD,A,2002,1.468962,
NZL,PPP,TOT,NATUSD,A,2003,1.497034,
NZL,PPP,TOT,NATUSD,A,2004,1.507623,
NZL,PPP,TOT,NATUSD,A,2005,1.535,
NZL,PPP,TOT,NATUSD,A,2006,1.481674,
NZL,PPP,TOT,NATUSD,A,2007,1.505326,
NZL,PPP,TOT,NATUSD,A,2008,1.490709,
NZL,PPP,TOT,NATUSD,A,2009,1.470649,
NZL,PPP,TOT,NATUSD,A,2010,1.496074,
NZL,PPP,TOT,NATUSD,A,2011,1.485915,
NZL,PPP,TOT,NATUSD,A,2012,1.495622,
NZL,PPP,TOT,NATUSD,A,2013,1.445979,
NZL,PPP,TOT,NATUSD,A,2014,1.44073,
NZL,PPP,TOT,NATUSD,A,2015,1.475468,
NZL,PPP,TOT,NATUSD,A,2016,1.440658,
NZL,PPP,TOT,NATUSD,A,2017,1.453416,
NZL,PPP,TOT,NATUSD,A,2018,1.449954,
NZL,PPP,TOT,NATUSD,A,2019,1.454299,
NOR,PPP,TOT,NATUSD,A,1960,6.181021,
NOR,PPP,TOT,NATUSD,A,1961,6.283565,
NOR,PPP,TOT,NATUSD,A,1962,6.435664,
NOR,PPP,TOT,NATUSD,A,1963,6.558047,
NOR,PPP,TOT,NATUSD,A,1964,6.746634,
NOR,PPP,TOT,NATUSD,A,1965,6.87698,
NOR,PPP,TOT,NATUSD,A,1966,6.909397,
NOR,PPP,TOT,NATUSD,A,1967,6.915687,
NOR,PPP,TOT,NATUSD,A,1968,6.886754,
NOR,PPP,TOT,NATUSD,A,1969,6.822766,
NOR,PPP,TOT,NATUSD,A,1970,7.03098,
NOR,PPP,TOT,NATUSD,A,1971,7.118988,
NOR,PPP,TOT,NATUSD,A,1972,7.200515,
NOR,PPP,TOT,NATUSD,A,1973,7.419282,
NOR,PPP,TOT,NATUSD,A,1974,7.58077,
NOR,PPP,TOT,NATUSD,A,1975,7.554578,
NOR,PPP,TOT,NATUSD,A,1976,7.721942,
NOR,PPP,TOT,NATUSD,A,1977,7.864173,
NOR,PPP,TOT,NATUSD,A,1978,7.807381,
NOR,PPP,TOT,NATUSD,A,1979,7.620345,
NOR,PPP,TOT,NATUSD,A,1980,7.906408,
NOR,PPP,TOT,NATUSD,A,1981,8.153219,
NOR,PPP,TOT,NATUSD,A,1982,8.485843,
NOR,PPP,TOT,NATUSD,A,1983,8.734546,
NOR,PPP,TOT,NATUSD,A,1984,8.953932,
NOR,PPP,TOT,NATUSD,A,1985,9.130605,
NOR,PPP,TOT,NATUSD,A,1986,8.901059,
NOR,PPP,TOT,NATUSD,A,1987,9.313557,
NOR,PPP,TOT,NATUSD,A,1988,9.434205,
NOR,PPP,TOT,NATUSD,A,1989,9.587786,
NOR,PPP,TOT,NATUSD,A,1990,9.594081,
NOR,PPP,TOT,NATUSD,A,1991,9.485493,
NOR,PPP,TOT,NATUSD,A,1992,9.214817,
NOR,PPP,TOT,NATUSD,A,1993,9.20792,
NOR,PPP,TOT,NATUSD,A,1994,9.001351,
NOR,PPP,TOT,NATUSD,A,1995,9.086397,
NOR,PPP,TOT,NATUSD,A,1996,8.989548,
NOR,PPP,TOT,NATUSD,A,1997,9.059465,
NOR,PPP,TOT,NATUSD,A,1998,9.31253,
NOR,PPP,TOT,NATUSD,A,1999,9.283739,
NOR,PPP,TOT,NATUSD,A,2000,9.083154,
NOR,PPP,TOT,NATUSD,A,2001,9.173114,
NOR,PPP,TOT,NATUSD,A,2002,9.05673,
NOR,PPP,TOT,NATUSD,A,2003,9.207542,
NOR,PPP,TOT,NATUSD,A,2004,9.133932,
NOR,PPP,TOT,NATUSD,A,2005,9.005204,
NOR,PPP,TOT,NATUSD,A,2006,8.790721,
NOR,PPP,TOT,NATUSD,A,2007,8.932222,
NOR,PPP,TOT,NATUSD,A,2008,8.859281,
NOR,PPP,TOT,NATUSD,A,2009,9.075179,
NOR,PPP,TOT,NATUSD,A,2010,9.145113,
NOR,PPP,TOT,NATUSD,A,2011,9.082736,
NOR,PPP,TOT,NATUSD,A,2012,9.037085,
NOR,PPP,TOT,NATUSD,A,2013,9.029349,
NOR,PPP,TOT,NATUSD,A,2014,9.278458,
NOR,PPP,TOT,NATUSD,A,2015,9.929852,
NOR,PPP,TOT,NATUSD,A,2016,10.042915,
NOR,PPP,TOT,NATUSD,A,2017,9.921801,
NOR,PPP,TOT,NATUSD,A,2018,9.827081,
NOR,PPP,TOT,NATUSD,A,2019,9.59502,
POL,PPP,TOT,NATUSD,A,1990,0.266389,
POL,PPP,TOT,NATUSD,A,1991,0.400056,
POL,PPP,TOT,NATUSD,A,1992,0.542222,
POL,PPP,TOT,NATUSD,A,1993,0.691979,
POL,PPP,TOT,NATUSD,A,1994,0.929777,
POL,PPP,TOT,NATUSD,A,1995,1.165475,
POL,PPP,TOT,NATUSD,A,1996,1.353216,
POL,PPP,TOT,NATUSD,A,1997,1.513497,
POL,PPP,TOT,NATUSD,A,1998,1.655032,
POL,PPP,TOT,NATUSD,A,1999,1.737656,
POL,PPP,TOT,NATUSD,A,2000,1.832479,
POL,PPP,TOT,NATUSD,A,2001,1.83682,
POL,PPP,TOT,NATUSD,A,2002,1.799795,
POL,PPP,TOT,NATUSD,A,2003,1.806438,
POL,PPP,TOT,NATUSD,A,2004,1.831706,
POL,PPP,TOT,NATUSD,A,2005,1.867595,
POL,PPP,TOT,NATUSD,A,2006,1.852687,
POL,PPP,TOT,NATUSD,A,2007,1.855864,
POL,PPP,TOT,NATUSD,A,2008,1.842243,
POL,PPP,TOT,NATUSD,A,2009,1.867359,
POL,PPP,TOT,NATUSD,A,2010,1.803609,
POL,PPP,TOT,NATUSD,A,2011,1.801424,
POL,PPP,TOT,NATUSD,A,2012,1.796168,
POL,PPP,TOT,NATUSD,A,2013,1.762045,
POL,PPP,TOT,NATUSD,A,2014,1.767142,
POL,PPP,TOT,NATUSD,A,2015,1.764643,
POL,PPP,TOT,NATUSD,A,2016,1.733018,
POL,PPP,TOT,NATUSD,A,2017,1.737356,
POL,PPP,TOT,NATUSD,A,2018,1.754052,
POL,PPP,TOT,NATUSD,A,2019,1.774208,
PRT,PPP,TOT,NATUSD,A,1960,0.064239,
PRT,PPP,TOT,NATUSD,A,1961,0.064913,
PRT,PPP,TOT,NATUSD,A,1962,0.063312,
PRT,PPP,TOT,NATUSD,A,1963,0.063903,
PRT,PPP,TOT,NATUSD,A,1964,0.063896,
PRT,PPP,TOT,NATUSD,A,1965,0.064586,
PRT,PPP,TOT,NATUSD,A,1966,0.065693,
PRT,PPP,TOT,NATUSD,A,1967,0.066374,
PRT,PPP,TOT,NATUSD,A,1968,0.064355,
PRT,PPP,TOT,NATUSD,A,1969,0.065716,
PRT,PPP,TOT,NATUSD,A,1970,0.063664,
PRT,PPP,TOT,NATUSD,A,1971,0.063633,
PRT,PPP,TOT,NATUSD,A,1972,0.065756,
PRT,PPP,TOT,NATUSD,A,1973,0.068241,
PRT,PPP,TOT,NATUSD,A,1974,0.074419,
PRT,PPP,TOT,NATUSD,A,1975,0.079164,
PRT,PPP,TOT,NATUSD,A,1976,0.087246,
PRT,PPP,TOT,NATUSD,A,1977,0.103828,
PRT,PPP,TOT,NATUSD,A,1978,0.118684,
PRT,PPP,TOT,NATUSD,A,1979,0.130893,
PRT,PPP,TOT,NATUSD,A,1980,0.145143,
PRT,PPP,TOT,NATUSD,A,1981,0.155945,
PRT,PPP,TOT,NATUSD,A,1982,0.177259,
PRT,PPP,TOT,NATUSD,A,1983,0.212549,
PRT,PPP,TOT,NATUSD,A,1984,0.25577,
PRT,PPP,TOT,NATUSD,A,1985,0.301816,
PRT,PPP,TOT,NATUSD,A,1986,0.356364,
PRT,PPP,TOT,NATUSD,A,1987,0.382878,
PRT,PPP,TOT,NATUSD,A,1988,0.411126,
PRT,PPP,TOT,NATUSD,A,1989,0.437211,
PRT,PPP,TOT,NATUSD,A,1990,0.476831,
PRT,PPP,TOT,NATUSD,A,1991,0.507754,
PRT,PPP,TOT,NATUSD,A,1992,0.553264,
PRT,PPP,TOT,NATUSD,A,1993,0.580325,
PRT,PPP,TOT,NATUSD,A,1994,0.609543,
PRT,PPP,TOT,NATUSD,A,1995,0.617494,
PRT,PPP,TOT,NATUSD,A,1996,0.629421,
PRT,PPP,TOT,NATUSD,A,1997,0.641357,
PRT,PPP,TOT,NATUSD,A,1998,0.656795,
PRT,PPP,TOT,NATUSD,A,1999,0.660642,
PRT,PPP,TOT,NATUSD,A,2000,0.660868,
PRT,PPP,TOT,NATUSD,A,2001,0.670767,
PRT,PPP,TOT,NATUSD,A,2002,0.672081,
PRT,PPP,TOT,NATUSD,A,2003,0.670529,
PRT,PPP,TOT,NATUSD,A,2004,0.67676,
PRT,PPP,TOT,NATUSD,A,2005,0.664259,
PRT,PPP,TOT,NATUSD,A,2006,0.640929,
PRT,PPP,TOT,NATUSD,A,2007,0.647489,
PRT,PPP,TOT,NATUSD,A,2008,0.636148,
PRT,PPP,TOT,NATUSD,A,2009,0.626726,
PRT,PPP,TOT,NATUSD,A,2010,0.622706,
PRT,PPP,TOT,NATUSD,A,2011,0.623083,
PRT,PPP,TOT,NATUSD,A,2012,0.605398,
PRT,PPP,TOT,NATUSD,A,2013,0.583607,
PRT,PPP,TOT,NATUSD,A,2014,0.578868,
PRT,PPP,TOT,NATUSD,A,2015,0.58479,
PRT,PPP,TOT,NATUSD,A,2016,0.571474,
PRT,PPP,TOT,NATUSD,A,2017,0.574968,
PRT,PPP,TOT,NATUSD,A,2018,0.578515,
PRT,PPP,TOT,NATUSD,A,2019,0.574478,
SVK,PPP,TOT,NATUSD,A,1992,0.315172,
SVK,PPP,TOT,NATUSD,A,1993,0.355188,
SVK,PPP,TOT,NATUSD,A,1994,0.39453,
SVK,PPP,TOT,NATUSD,A,1995,0.42465,
SVK,PPP,TOT,NATUSD,A,1996,0.436646,
SVK,PPP,TOT,NATUSD,A,1997,0.450569,
SVK,PPP,TOT,NATUSD,A,1998,0.466069,
SVK,PPP,TOT,NATUSD,A,1999,0.494406,
SVK,PPP,TOT,NATUSD,A,2000,0.516257,
SVK,PPP,TOT,NATUSD,A,2001,0.515604,
SVK,PPP,TOT,NATUSD,A,2002,0.521518,
SVK,PPP,TOT,NATUSD,A,2003,0.544943,
SVK,PPP,TOT,NATUSD,A,2004,0.565001,
SVK,PPP,TOT,NATUSD,A,2005,0.564715,
SVK,PPP,TOT,NATUSD,A,2006,0.555265,
SVK,PPP,TOT,NATUSD,A,2007,0.554338,
SVK,PPP,TOT,NATUSD,A,2008,0.53743,
SVK,PPP,TOT,NATUSD,A,2009,0.515067,
SVK,PPP,TOT,NATUSD,A,2010,0.50175,
SVK,PPP,TOT,NATUSD,A,2011,0.506407,
SVK,PPP,TOT,NATUSD,A,2012,0.504542,
SVK,PPP,TOT,NATUSD,A,2013,0.491124,
SVK,PPP,TOT,NATUSD,A,2014,0.485412,
SVK,PPP,TOT,NATUSD,A,2015,0.491417,
SVK,PPP,TOT,NATUSD,A,2016,0.503245,
SVK,PPP,TOT,NATUSD,A,2017,0.502765,
SVK,PPP,TOT,NATUSD,A,2018,0.505028,
SVK,PPP,TOT,NATUSD,A,2019,0.509121,
ESP,PPP,TOT,NATUSD,A,1960,0.131135,
ESP,PPP,TOT,NATUSD,A,1961,0.133076,
ESP,PPP,TOT,NATUSD,A,1962,0.138027,
ESP,PPP,TOT,NATUSD,A,1963,0.146707,
ESP,PPP,TOT,NATUSD,A,1964,0.153136,
ESP,PPP,TOT,NATUSD,A,1965,0.162628,
ESP,PPP,TOT,NATUSD,A,1966,0.169989,
ESP,PPP,TOT,NATUSD,A,1967,0.179352,
ESP,PPP,TOT,NATUSD,A,1968,0.181146,
ESP,PPP,TOT,NATUSD,A,1969,0.181077,
ESP,PPP,TOT,NATUSD,A,1970,0.181902,
ESP,PPP,TOT,NATUSD,A,1971,0.186709,
ESP,PPP,TOT,NATUSD,A,1972,0.194217,
ESP,PPP,TOT,NATUSD,A,1973,0.205946,
ESP,PPP,TOT,NATUSD,A,1974,0.21907,
ESP,PPP,TOT,NATUSD,A,1975,0.234146,
ESP,PPP,TOT,NATUSD,A,1976,0.258529,
ESP,PPP,TOT,NATUSD,A,1977,0.300321,
ESP,PPP,TOT,NATUSD,A,1978,0.338473,
ESP,PPP,TOT,NATUSD,A,1979,0.365461,
ESP,PPP,TOT,NATUSD,A,1980,0.379947,
ESP,PPP,TOT,NATUSD,A,1981,0.389975,
ESP,PPP,TOT,NATUSD,A,1982,0.417169,
ESP,PPP,TOT,NATUSD,A,1983,0.449154,
ESP,PPP,TOT,NATUSD,A,1984,0.480614,
ESP,PPP,TOT,NATUSD,A,1985,0.505925,
ESP,PPP,TOT,NATUSD,A,1986,0.54989,
ESP,PPP,TOT,NATUSD,A,1987,0.56852,
ESP,PPP,TOT,NATUSD,A,1988,0.581747,
ESP,PPP,TOT,NATUSD,A,1989,0.598406,
ESP,PPP,TOT,NATUSD,A,1990,0.619073,
ESP,PPP,TOT,NATUSD,A,1991,0.640351,
ESP,PPP,TOT,NATUSD,A,1992,0.668098,
ESP,PPP,TOT,NATUSD,A,1993,0.682247,
ESP,PPP,TOT,NATUSD,A,1994,0.6939,
ESP,PPP,TOT,NATUSD,A,1995,0.713177,
ESP,PPP,TOT,NATUSD,A,1996,0.723556,
ESP,PPP,TOT,NATUSD,A,1997,0.723924,
ESP,PPP,TOT,NATUSD,A,1998,0.723838,
ESP,PPP,TOT,NATUSD,A,1999,0.73921,
ESP,PPP,TOT,NATUSD,A,2000,0.739594,
ESP,PPP,TOT,NATUSD,A,2001,0.747419,
ESP,PPP,TOT,NATUSD,A,2002,0.742312,
ESP,PPP,TOT,NATUSD,A,2003,0.760094,
ESP,PPP,TOT,NATUSD,A,2004,0.76659,
ESP,PPP,TOT,NATUSD,A,2005,0.769508,
ESP,PPP,TOT,NATUSD,A,2006,0.736886,
ESP,PPP,TOT,NATUSD,A,2007,0.733172,
ESP,PPP,TOT,NATUSD,A,2008,0.725862,
ESP,PPP,TOT,NATUSD,A,2009,0.71799,
ESP,PPP,TOT,NATUSD,A,2010,0.726439,
ESP,PPP,TOT,NATUSD,A,2011,0.714129,
ESP,PPP,TOT,NATUSD,A,2012,0.694976,
ESP,PPP,TOT,NATUSD,A,2013,0.6748,
ESP,PPP,TOT,NATUSD,A,2014,0.662359,
ESP,PPP,TOT,NATUSD,A,2015,0.664562,
ESP,PPP,TOT,NATUSD,A,2016,0.642709,
ESP,PPP,TOT,NATUSD,A,2017,0.630102,
ESP,PPP,TOT,NATUSD,A,2018,0.634572,
ESP,PPP,TOT,NATUSD,A,2019,0.633171,
SWE,PPP,TOT,NATUSD,A,1960,4.472795,
SWE,PPP,TOT,NATUSD,A,1961,4.559932,
SWE,PPP,TOT,NATUSD,A,1962,4.636998,
SWE,PPP,TOT,NATUSD,A,1963,4.696337,
SWE,PPP,TOT,NATUSD,A,1964,4.816451,
SWE,PPP,TOT,NATUSD,A,1965,4.966419,
SWE,PPP,TOT,NATUSD,A,1966,5.113278,
SWE,PPP,TOT,NATUSD,A,1967,5.219494,
SWE,PPP,TOT,NATUSD,A,1968,5.09653,
SWE,PPP,TOT,NATUSD,A,1969,5.011489,
SWE,PPP,TOT,NATUSD,A,1970,5.003482,
SWE,PPP,TOT,NATUSD,A,1971,5.100683,
SWE,PPP,TOT,NATUSD,A,1972,5.23027,
SWE,PPP,TOT,NATUSD,A,1973,5.30732,
SWE,PPP,TOT,NATUSD,A,1974,5.329692,
SWE,PPP,TOT,NATUSD,A,1975,5.585769,
SWE,PPP,TOT,NATUSD,A,1976,5.925435,
SWE,PPP,TOT,NATUSD,A,1977,6.166228,
SWE,PPP,TOT,NATUSD,A,1978,6.311131,
SWE,PPP,TOT,NATUSD,A,1979,6.290537,
SWE,PPP,TOT,NATUSD,A,1980,6.445357,
SWE,PPP,TOT,NATUSD,A,1981,6.404444,
SWE,PPP,TOT,NATUSD,A,1982,6.519433,
SWE,PPP,TOT,NATUSD,A,1983,6.898195,
SWE,PPP,TOT,NATUSD,A,1984,7.166396,
SWE,PPP,TOT,NATUSD,A,1985,7.391613,
SWE,PPP,TOT,NATUSD,A,1986,7.703817,
SWE,PPP,TOT,NATUSD,A,1987,7.872855,
SWE,PPP,TOT,NATUSD,A,1988,8.104321,
SWE,PPP,TOT,NATUSD,A,1989,8.416602,
SWE,PPP,TOT,NATUSD,A,1990,8.881512,
SWE,PPP,TOT,NATUSD,A,1991,9.299466,
SWE,PPP,TOT,NATUSD,A,1992,9.184579,
SWE,PPP,TOT,NATUSD,A,1993,9.170492,
SWE,PPP,TOT,NATUSD,A,1994,9.212025,
SWE,PPP,TOT,NATUSD,A,1995,9.366064,
SWE,PPP,TOT,NATUSD,A,1996,9.262424,
SWE,PPP,TOT,NATUSD,A,1997,9.332922,
SWE,PPP,TOT,NATUSD,A,1998,9.39607,
SWE,PPP,TOT,NATUSD,A,1999,9.3059,
SWE,PPP,TOT,NATUSD,A,2000,9.16082,
SWE,PPP,TOT,NATUSD,A,2001,9.400202,
SWE,PPP,TOT,NATUSD,A,2002,9.413655,
SWE,PPP,TOT,NATUSD,A,2003,9.496355,
SWE,PPP,TOT,NATUSD,A,2004,9.302737,
SWE,PPP,TOT,NATUSD,A,2005,9.479182,
SWE,PPP,TOT,NATUSD,A,2006,9.122465,
SWE,PPP,TOT,NATUSD,A,2007,8.882136,
SWE,PPP,TOT,NATUSD,A,2008,8.778986,
SWE,PPP,TOT,NATUSD,A,2009,8.912164,
SWE,PPP,TOT,NATUSD,A,2010,9.018593,
SWE,PPP,TOT,NATUSD,A,2011,8.844042,
SWE,PPP,TOT,NATUSD,A,2012,8.654768,
SWE,PPP,TOT,NATUSD,A,2013,8.597681,
SWE,PPP,TOT,NATUSD,A,2014,8.727131,
SWE,PPP,TOT,NATUSD,A,2015,8.852008,
SWE,PPP,TOT,NATUSD,A,2016,8.823478,
SWE,PPP,TOT,NATUSD,A,2017,8.719468,
SWE,PPP,TOT,NATUSD,A,2018,8.828738,
SWE,PPP,TOT,NATUSD,A,2019,8.918006,
CHE,PPP,TOT,NATUSD,A,1960,2.189697,
CHE,PPP,TOT,NATUSD,A,1961,2.25672,
CHE,PPP,TOT,NATUSD,A,1962,2.334714,
CHE,PPP,TOT,NATUSD,A,1963,2.412528,
CHE,PPP,TOT,NATUSD,A,1964,2.495978,
CHE,PPP,TOT,NATUSD,A,1965,2.520322,
CHE,PPP,TOT,NATUSD,A,1966,2.552365,
CHE,PPP,TOT,NATUSD,A,1967,2.591622,
CHE,PPP,TOT,NATUSD,A,1968,2.547597,
CHE,PPP,TOT,NATUSD,A,1969,2.484646,
CHE,PPP,TOT,NATUSD,A,1970,2.372996,
CHE,PPP,TOT,NATUSD,A,1971,2.465187,
CHE,PPP,TOT,NATUSD,A,1972,2.594663,
CHE,PPP,TOT,NATUSD,A,1973,2.660108,
CHE,PPP,TOT,NATUSD,A,1974,2.609686,
