,index,GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,CAMEOCodeDescription,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_ADM2Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_ADM2Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_ADM2Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL,title
2708,56519,905667187,20200206,202002,2020,2020.0986,EDU,COLLEGE,,,,,,EDU,,,IND,NEW DELHI,IND,,,,,,,,1,173," Arrest, detain, or charge with legal action ",173,17,4,-5.0,2,1,2,-10.0649350649351,4,"Gargi, Jharkhand, India",IN,IN38,70148,24.3,85.7667,-2095964,4,"Gargi, Jharkhand, India",IN,IN38,70148,24.3,85.7667,-2095964,4,"Gargi, Jharkhand, India",IN,IN38,70148.0,24.3,85.7667,-2095964,20200213073000,https://www.orissapost.com/10-arrested-for-molesting-women-during-gargi-college-fest/,10 arrested for molesting women during gargi college fest
2709,57490,905668158,20200213,202002,2020,2020.1178,JUD,ADVOCATE,,,,,,JUD,,,,,,,,,,,,,0,1014,No Description returned for CAMEO code 1014,101,10,3,-5.0,5,1,5,-2.38500851788756,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,20200213073000,https://retail.economictimes.indiatimes.com/news/e-commerce/e-tailing/amazon-to-hc-probe-by-cci-an-abuse-of-power/74109401,amazon to hc probe by cci an abuse of power
2710,63764,905677421,20200213,202002,2020,2020.1178,CRM,GANG,,,,,,CRM,,,JUD,LAWYER,,,,,,JUD,,,1,173," Arrest, detain, or charge with legal action ",173,17,4,-5.0,5,1,5,-10.8808290155441,4,"Tihar, Uttar Pradesh, India",IN,IN36,17917,26.3521,79.2158,10454667,4,"Tihar, Uttar Pradesh, India",IN,IN36,17917,26.3521,79.2158,10454667,4,"Tihar, Uttar Pradesh, India",IN,IN36,17917.0,26.3521,79.2158,10454667,20200213083000,https://in.news.yahoo.com/nirbhaya-rape-case-sc-hear-031043510.html,nirbhaya rape case sc hear 031043510
2711,67019,905685594,20200213,202002,2020,2020.1178,CRM,GANG,,,,,,CRM,,,,,,,,,,,,,1,173," Arrest, detain, or charge with legal action ",173,17,4,-5.0,2,1,2,-12.594458438287196,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,20200213091500,https://www.hindustantimes.com/india-news/delhi-dec-16-gang-rape-convict-was-illegally-tortured-in-tihar-facing-trauma-says-lawyer-to-sc/story-Mpa9f0Tc9bvsBNZCjn2keN.html,delhi dec 16 gang rape convict was illegally tortured in tihar facing trauma says lawyer to sc
2712,67111,905685686,20200213,202002,2020,2020.1178,EDU,STUDENT,,,,,,EDU,,,INDCOP,DELHI,IND,,,,,COP,,,1,173," Arrest, detain, or charge with legal action ",173,17,4,-5.0,2,1,2,-5.60747663551401,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,20200213091500,https://www.indiatvnews.com/news/india/gargi-molestation-arrested-sent-to-judicial-custody-588499,gargi molestation arrested sent to judicial custody 588499
2713,68322,905681811,20200213,202002,2020,2020.1178,,,,,,,,,,,COP,POLICEMEN,,,,,,COP,,,1,42, Make a visit,42,4,1,1.9,10,1,10,-11.1814345991561,0,,,,,,,,4,"Kazipet, Andhra Pradesh, India",IN,IN02,17568,17.9667,79.5,-2100207,4,"Kazipet, Andhra Pradesh, India",IN,IN02,17568.0,17.9667,79.5,-2100207,20200213090000,https://indianexpress.com/article/cities/hyderabad/telangana-rape-accused-dies-after-car-spins-out-of-control-during-police-chase-6266065/,telangana rape accused dies after car spins out of control during police chase 6266065
2714,73015,905694755,20200212,202002,2020,2020.1151,,,,,,,,,,,GOV,MINIST OF PETROLEUM,,,,,,GOV,,,1,140," Engage in popular protest, not specified below",140,14,3,-6.5,1,1,1,0.0,0,,,,,,,,4,"Chennai, Tamil Nadu, India",IN,IN25,70251,13.0833,80.2833,-2103041,4,"Chennai, Tamil Nadu, India",IN,IN25,70251.0,13.0833,80.2833,-2103041,20200213101500,https://www.businesstoday.in/current/economy-politics/congress-women-leaders-protest-lpg-price-hike/story/396092.html,congress women leaders protest lpg price hike
2715,73944,905695684,20200213,202002,2020,2020.1178,JUD,CHIEF JUSTICE,,,,,,JUD,,,,,,,,,,,,,1,42, Make a visit,42,4,1,1.9,2,1,2,-7.9696394686907,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,20200213101500,https://www.deccanchronicle.com/nation/crime/130220/sc-cites-disha-case-during-gargi-college-mass-molestation-hearing.html,sc cites disha case during gargi college mass molestation hearing
2716,75471,905693067,20200213,202002,2020,2020.1178,JUD,SUPREME COURT,,,,,,JUD,,,PTY,POLITICAL PARTIES,,,,,,,,,1,100," Demand, not specified below",100,10,3,-5.0,10,1,10,-5.2238805970149285,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,20200213100000,https://scroll.in/latest/952991/top-news-10-arrested-for-alleged-sexual-assault-at-womens-college-in-delhi,top news 10 arrested for alleged sexual assault at womens college in delhi
2717,80091,905703248,20200213,202002,2020,2020.1178,,,,,,,,,,,DEU,GERMAN,DEU,,,,,,,,0,42, Make a visit,42,4,1,1.9,2,1,2,-7.801418439716308,0,,,,,,,,4,"Pune, Maharashtra, India",IN,IN16,70178,18.5333,73.8667,-2108361,4,"Pune, Maharashtra, India",IN,IN16,70178.0,18.5333,73.8667,-2108361,20200213110000,https://www.business-standard.com/article/pti-stories/10-yrs-on-german-bakery-blast-continues-to-haunt-victims-kin-120021301016_1.html,10 yrs on german bakery blast continues to haunt victims kin 120021301016 1
2718,81904,905706096,20200213,202002,2020,2020.1178,CRM,GANG,,,,,,CRM,,,,,,,,,,,,,0,111, Criticize or denounce ,111,11,3,-2.0,2,1,2,-8.7579617834395,4,"Tihar, Uttar Pradesh, India",IN,IN36,17917,26.3521,79.2158,10454667,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,20200213111500,https://www.hindustantimes.com/india-news/delhi-judge-defers-death-warrant-for-delhi-rape-convicts-stresses-on-rights-of-condemned-prisoners/story-zpeZjhXhxYHQKV9T5ZpEII.html,delhi judge defers death warrant for delhi rape convicts stresses on rights of condemned prisoners
2719,83189,905709719,20200213,202002,2020,2020.1178,,,,,,,,,,,COP,POLICE,,,,,,COP,,,0,42, Make a visit,42,4,1,1.9,4,1,4,-3.09477756286267,0,,,,,,,,4,"Kanchanpur, Madhya Pradesh, India",IN,IN35,17922,24.8252,78.8662,10449836,4,"Kanchanpur, Madhya Pradesh, India",IN,IN35,17922.0,24.8252,78.8662,10449836,20200213113000,https://www.timesnownews.com/mirror-now/crime/article/uttar-pradesh-firozabad-gang-raped-sold-3-times-woman-narrates-harrowing-ordeal/553057,uttar pradesh firozabad gang raped sold 3 times woman narrates harrowing ordeal
2720,86981,905718650,20200213,202002,2020,2020.1178,CVL,VILLAGE,,,,,,CVL,,,,,,,,,,,,,0,181," Abduct, hijack, or take hostage ",181,18,4,-9.0,8,1,8,-2.8340080971659907,4,"Dholpur, Rajasthan, India",IN,IN24,17734,26.7,77.9,-2094723,0,,,,,,,,4,"Dholpur, Rajasthan, India",IN,IN24,17734.0,26.7,77.9,-2094723,20200213121500,https://www.mid-day.com/articles/woman-rescued-after-being-abducted-three-years-ago-sold-thrice-gangraped/22600169,woman rescued after being abducted three years ago sold thrice gangraped
2721,89296,905716163,20200213,202002,2020,2020.1178,JUD,CHIEF JUSTICE,,,,,,JUD,,,,,,,,,,,,,0,40," Consult, not specified below",40,4,1,1.0,5,1,5,-6.921241050119329,4,"Bombay, Maharashtra, India",IN,IN16,70184,18.975,72.8258,-2092174,0,,,,,,,,4,"Bombay, Maharashtra, India",IN,IN16,70184.0,18.975,72.8258,-2092174,20200213120000,https://www.livelaw.in/news-updates/father-of-victim-in-2008-malegaon-blast-case-writes-to-chief-justice-of-bombay-hc-seeking-extension-of-tenure-of-presiding-judge-set-to-retire-read-letter-152683,father of victim in 2008 malegaon blast case writes to chief justice of bombay hc seeking extension of tenure of presiding judge set to retire read letter 152683
2722,92061,905723041,20200206,202002,2020,2020.0986,IND,DELHI,IND,,,,,,,,JUD,HIGH COURT,,,,,,JUD,,,1,192, Occupy territory,192,19,4,-9.5,4,1,4,-8.70646766169156,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,20200213124500,https://www.business-standard.com/article/pti-stories/plea-in-hc-for-court-monitored-cbi-probe-into-molestation-of-gargi-students-120021301251_1.html,plea in hc for court monitored cbi probe into molestation of gargi students 120021301251 1
2723,92115,905723095,20200213,202002,2020,2020.1178,,,,,,,,,,,CRM,CONVICTS,,,,,,CRM,,,0,141, Demonstrate or rally,141,14,3,-6.5,4,1,4,-9.82532751091699,0,,,,,,,,4,"Tihar, Uttar Pradesh, India",IN,IN36,17917,26.3521,79.2158,10454667,4,"Tihar, Uttar Pradesh, India",IN,IN36,17917.0,26.3521,79.2158,10454667,20200213124500,https://www.hindustantimes.com/india-news/2012-delhi-gangrape-case-give-him-one-chance-says-mother-of-delhi-rape-convict-outside-delhi-court/story-pGJWtKQV4VaDzQ3kWeSpSM.html,2012 delhi gangrape case give him one chance says mother of delhi rape convict outside delhi court
2724,92466,905723446,20200213,202002,2020,2020.1178,COP,POLICE,,,,,,COP,,,MED,NEWS AGENCY,,,,,,MED,,,1,10," Make statement, not specified below",10,1,1,0.0,2,1,2,-5.01672240802675,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,20200213124500,https://english.sakshi.com/national/2020/02/13/gargi-college-molestation-10-men-sent-to-judicial-custody,gargi college molestation 10 men sent to judicial custody
2725,94116,905726064,20200213,202002,2020,2020.1178,COP,POLICE,,,,,,COP,,,,,,,,,,,,,0,60," Engage in material cooperation, not spec below",60,6,2,6.0,5,1,5,-1.68690958164643,1,India,IN,IN,,20.0,77.0,IN,0,,,,,,,,1,India,IN,IN,,20.0,77.0,IN,20200213130000,https://www.sabrangindia.in/article/reinstateed-case-exchanged-women-partition,reinstateed case exchanged women partition
2726,95207,905729215,20200206,202002,2020,2020.0986,EDU,UNIVERSITY,,,,,,EDU,,,COP,POLICE,,,,,,COP,,,1,173," Arrest, detain, or charge with legal action ",173,17,4,-5.0,4,1,4,-8.13253012048193,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,20200213131500,https://www.firstpost.com/india/gargi-college-molestation-delhi-district-court-sends-all-10-arrested-accused-to-14-day-judicial-custody-8038641.html,gargi college molestation delhi district court sends all 10 arrested accused to 14 day judicial custody 8038641
2727,95211,905729219,20200206,202002,2020,2020.0986,IND,NEW DELHI,IND,,,,,,,,INDJUD,DELHI,IND,,,,,JUD,,,1,192, Occupy territory,192,19,4,-9.5,2,1,2,-8.72817955112215,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,20200213131500,https://economictimes.indiatimes.com/news/politics-and-nation/plea-in-hc-for-court-monitored-cbi-probe-into-molestation-of-gargi-students/articleshow/74118971.cms,plea in hc for court monitored cbi probe into molestation of gargi students
2728,95631,905729639,20200213,202002,2020,2020.1178,COP,POLICE,,,,,,COP,,,,,,,,,,,,,1,10," Make statement, not specified below",10,1,1,0.0,10,1,10,-2.5462962962963,4,"Jodhpur, Rajasthan, India",IN,IN24,17855,26.2867,73.03,-2098686,0,,,,,,,,4,"Jodhpur, Rajasthan, India",IN,IN24,17855.0,26.2867,73.03,-2098686,20200213131500,https://www.desiblitz.com/content/indian-man-with-5-daughters-offers-second-wife-money-for-son,indian man with 5 daughters offers second wife money for son
2729,97549,905732656,20200213,202002,2020,2020.1178,COP,POLICE PERSONNEL,,,,,,COP,,,,,,,,,,,,,1,160," Reduce relations, not specified below",160,16,4,-4.0,10,1,10,0.6711409395973199,4,"Mumbai, Maharashtra, India",IN,IN16,70184,18.975,72.8258,-2092174,0,,,,,,,,4,"Mumbai, Maharashtra, India",IN,IN16,70184.0,18.975,72.8258,-2092174,20200213133000,https://www.aninews.in/news/national/politics/ncp-chief-seeks-better-facilities-for-women-police-personnel-on-vip-bandobast20200213183011/,ncp chief seeks better facilities for women police personnel on vip bandobast20200213183011
2730,99206,905734313,20200213,202002,2020,2020.1178,,,,,,,,,,,INDCOP,DELHI,IND,,,,,COP,,,0,173," Arrest, detain, or charge with legal action ",173,17,4,-5.0,2,1,2,-8.4788029925187,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,20200213134500,https://zeenews.india.com/india/plea-in-delhi-high-court-for-court-monitored-cbi-probe-into-alleged-molestation-of-gargi-college-students-2264133.html,plea in delhi high court for court monitored cbi probe into alleged molestation of gargi college students 2264133
2731,103409,905740690,20200213,202002,2020,2020.1178,EDU,STUDENT,,,,,,EDU,,,,,,,,,,,,,1,90," Investigate, not specified below",90,9,2,-2.0,8,1,8,-8.01603206412826,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,20200213141500,https://www.business-standard.com/article/pti-stories/plea-in-hc-for-cbi-probe-into-gargi-students-molestation-after-sc-declines-to-hear-it-120021301407_1.html,plea in hc for cbi probe into gargi students molestation after sc declines to hear it 120021301407 1
2732,107779,905747082,20200213,202002,2020,2020.1178,CVL,IMMIGRANT,,,,,,CVL,,,,,,,,,,,,,0,90," Investigate, not specified below",90,9,2,-2.0,4,1,4,-0.75757575757575,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,20200213144500,https://www.miragenews.com/building-trust-in-a-market-for-women-vendors/,building trust in a market for women vendors
2733,111167,905753875,20200206,202002,2020,2020.0986,COP,POLICE,,,,,,COP,,,EDU,STUDENT,,,,,,EDU,,,1,112," Accuse, not specified below",112,11,3,-2.0,4,1,4,-9.33333333333333,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,20200213151500,https://www.business-standard.com/article/pti-stories/2-more-accused-identified-in-gargi-college-molestation-case-police-120021301598_1.html,2 more accused identified in gargi college molestation case police 120021301598 1
2734,117616,905763642,20200206,202002,2020,2020.0986,INDJUD,DELHI,IND,,,,,JUD,,,EDU,STUDENT,,,,,,EDU,,,1,192, Occupy territory,192,19,4,-9.5,2,1,2,-8.66935483870965,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Gargi, Jharkhand, India",IN,IN38,70148,24.3,85.7667,-2095964,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,20200213160000,https://www.telegraphindia.com/states/delhi/plea-in-delhi-high-court-for-court-monitored-central-bureau-of-investigation-probe-into-molestation-of-gargi-college-students-at-reverie-festival-on-campus/cid/1744930,plea in delhi high court for court monitored central bureau of investigation probe into molestation of gargi college students at reverie festival on campus
2735,119815,905766872,20190213,201902,2019,2019.1178,INDJUD,TRIPURA,IND,,,,,JUD,,,,,,,,,,,,,1,173," Arrest, detain, or charge with legal action ",173,17,4,-5.0,8,1,8,-9.05172413793102,4,"Udaipur, Orissa, India",IN,IN21,70225,20.6167,83.7167,-2113633,0,,,,,,,,4,"Udaipur, Orissa, India",IN,IN21,70225.0,20.6167,83.7167,-2113633,20200213161500,https://indianexpress.com/article/north-east-india/tripura/tripura-gomati-district-minor-rape-case-6266853/,tripura gomati district minor rape case 6266853
2736,120821,905767878,20200213,202002,2020,2020.1178,HLH,DOCTOR,,,,,,HLH,,,,,,,,,,,,,0,90," Investigate, not specified below",90,9,2,-2.0,10,1,10,-9.07617504051864,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,20200213161500,https://www.indiatimes.com/news/india/delhi-cops-kicked-us-in-private-parts-tore-hijabs-women-share-gory-details-from-caa-protests-506322.html,delhi cops kicked us in private parts tore hijabs women share gory details from caa protests 506322
2737,128240,905778857,20200213,202002,2020,2020.1178,ARE,DUBAI,ARE,,,,,,,,GOV,AUTHORITIES,,,,,,GOV,,,1,13, Make optimistic comment,13,1,1,0.4,2,1,2,-3.8235294117647003,4,"Bihar, Bihar, India",IN,IN34,17615,25.1833,85.5167,-2091797,4,"Bihar, Bihar, India",IN,IN34,17615,25.1833,85.5167,-2091797,4,"Bihar, Bihar, India",IN,IN34,17615.0,25.1833,85.5167,-2091797,20200213171500,https://gulfnews.com/uae/uae-oil-tanker-fire-indian-mission-repatriates-one-victims-body-1.69694172,uae oil tanker fire indian mission repatriates one victims body 1
2738,136314,905790647,20200213,202002,2020,2020.1178,,,,,,,,,,,CHN,CHINA,CHN,,,,,,,,1,874, Retreat or surrender militarily,87,8,2,10.0,10,1,10,-0.23094688221708998,0,,,,,,,,4,"Bengaluru, Karnataka, India",IN,IN19,70159,12.9833,77.5833,-2090174,4,"Bengaluru, Karnataka, India",IN,IN19,70159.0,12.9833,77.5833,-2090174,20200213181500,https://in.reuters.com/article/global-precious/gold-rises-to-over-1-week-high-as-virus-victims-mount-in-china-idINKBN2070CL,gold rises to over 1 week high as virus victims mount in china idINKBN2070CL
2739,136319,905790652,20200213,202002,2020,2020.1178,,,,,,,,,,,COP,POLICE,,,,,,COP,,,1,841," Return, release person(s)",84,8,2,7.0,10,1,10,-12.2302158273381,0,,,,,,,,4,"Kolkata, West Bengal, India",IN,IN28,70294,22.5697,88.3697,-2092511,4,"Kolkata, West Bengal, India",IN,IN28,70294.0,22.5697,88.3697,-2092511,20200213181500,https://www.business-standard.com/article/pti-stories/acid-attack-on-wife-on-suspicion-of-extra-marital-affairs-120021301940_1.html,acid attack on wife on suspicion of extra marital affairs 120021301940 1
2740,137583,905791916,20200213,202002,2020,2020.1178,MED,MEDIA,,,,,,MED,,,,,,,,,,,,,1,111, Criticize or denounce ,111,11,3,-2.0,5,1,5,-8.75576036866361,4,"Hindustan, India (general), India",IN,IN00,17857,28.0,76.0,-3414754,0,,,,,,,,4,"Hindustan, India (general), India",IN,IN00,17857.0,28.0,76.0,-3414754,20200213181500,https://www.dawn.com/news/1197955/outrage-and-amusement-as-indians-find-porn-sites-blocked,outrage and amusement as indians find porn sites blocked
2741,141366,905794712,20200213,202002,2020,2020.1178,IND,NEW DELHI,IND,,,,,,,,INDCOP,DELHI,IND,,,,,COP,,,1,112," Accuse, not specified below",112,11,3,-2.0,2,1,2,-8.58895705521472,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,20200213183000,https://timesofindia.indiatimes.com/city/delhi/2-more-accused-identified-in-gargi-college-molestation-case-delhi-police/articleshow/74121574.cms,2 more accused identified in gargi college molestation case delhi police
2742,143419,905800493,20200213,202002,2020,2020.1178,INDCOP,DELHI,IND,,,,,COP,,,EDU,COLLEGE,,,,,,EDU,,,1,173," Arrest, detain, or charge with legal action ",173,17,4,-5.0,2,1,2,-10.3448275862069,4,"Gargi, Jharkhand, India",IN,IN38,70148,24.3,85.7667,-2095964,4,"Gargi, Jharkhand, India",IN,IN38,70148,24.3,85.7667,-2095964,4,"Gargi, Jharkhand, India",IN,IN38,70148.0,24.3,85.7667,-2095964,20200213190000,https://www.indiatoday.in/india/story/delhi-police-arrests-2-more-in-gargi-college-molestation-case-1646270-2020-02-13,delhi police arrests 2 more in gargi college molestation case 1646270 2020 02 13
2743,144537,905802476,20200206,202002,2020,2020.0986,COP,POLICE,,,,,,COP,,,EDU,STUDENT,,,,,,EDU,,,1,173," Arrest, detain, or charge with legal action ",173,17,4,-5.0,4,1,4,-7.590132827324481,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Gargi, Jharkhand, India",IN,IN38,70148,24.3,85.7667,-2095964,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,20200213191500,https://zeenews.india.com/india/gargi-college-molestation-case-delhi-police-arrests-two-10-others-released-on-bail-2264163.html,gargi college molestation case delhi police arrests two 10 others released on bail 2264163
2744,147319,905806213,20200213,202002,2020,2020.1178,JUD,ADVOCATE,,,,,,JUD,,,GOV,PRESIDENT,,,,,,GOV,,,0,173," Arrest, detain, or charge with legal action ",173,17,4,-5.0,10,1,10,-5.80152671755725,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,20200213193000,https://www.ndtv.com/india-news/nirbhaya-gang-rape-supreme-court-appoints-senior-advocate-to-represent-convict-pawan-kumar-gupta-in--2179836,nirbhaya gang rape supreme court appoints senior advocate to represent convict pawan kumar gupta in
2745,152905,905814103,20200213,202002,2020,2020.1178,CHN,CHINA,CHN,,,,,,,,NZLLEG,NEW ZEALAND,NZL,,,,,LEG,,,1,30," Express intent to cooperate, not specified below",30,3,1,4.0,2,1,2,-0.5649717514124339,1,China,CH,CH,,35.0,105.0,CH,5,"Auckland, Auckland, New Zealand",NZ,NZE7,22379,-36.75,174.583,11483124,1,India,IN,IN,,20.0,77.0,IN,20200213201500,http://www.indiannewslink.co.nz/researchers-probe-sparse-interest-of-ethnic-women-in-politics/,researchers probe sparse interest of ethnic women in politics
2746,158019,905820827,20200213,202002,2020,2020.1178,REL,PILGRIM,,,,,,,,,,,,,,,,,,,1,51, Praise or endorse,51,5,1,3.4,1,1,1,2.48447204968944,4,"Surada, Orissa, India",IN,IN21,70217,19.75,84.4333,-2111894,0,,,,,,,,4,"Surada, Orissa, India",IN,IN21,70217.0,19.75,84.4333,-2111894,20200213204500,"http://www.asianews.it/news-en/Feast-of-Our-Lady-of-Lourdes-draws-200,000-who-pray-for-coronavirus-victims-49287.html",000 who pray for coronavirus victims 49287
2747,160978,905825099,20200213,202002,2020,2020.1178,COP,POLICE,,,,,,COP,,,,,,,,,,,,,1,173," Arrest, detain, or charge with legal action ",173,17,4,-5.0,5,1,5,-7.1111111111111125,4,"Hindustan, India (general), India",IN,IN00,17857,28.0,76.0,-3414754,0,,,,,,,,4,"Hindustan, India (general), India",IN,IN00,17857.0,28.0,76.0,-3414754,20200213211500,https://www.towleroad.com/2020/02/at-least-50-closeted-corporate-executives-fall-victim-to-grindr-honeytraps/,at least 50 closeted corporate executives fall victim to grindr honeytraps
2748,161030,905825151,20200213,202002,2020,2020.1178,CRM,GANG,,,,,,CRM,,,,,,,,,,,,,1,120," Reject, not specified below",120,12,3,-4.0,5,1,5,-9.811320754716947,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,20200213211500,https://www.hindustantimes.com/cities/dec-16-gang-rape-case-sc-to-decide-plea-on-rejection-of-mercy-plea-today/story-U1gWBVG2wknweJlWhPdn3K.html,dec 16 gang rape case sc to decide plea on rejection of mercy plea today
2749,163379,905828137,20200213,202002,2020,2020.1178,JUD,COUNSEL,,,,,,JUD,,,,,,,,,,,,,1,172," Impose administrative sanctions, not specified below",172,17,4,-5.0,10,1,10,-7.816091954022959,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,20200213213000,https://indianexpress.com/article/india/december-16-gangrape-convicts-delhi-court-6267015/,december 16 gangrape convicts delhi court 6267015
2750,171018,905838534,20200213,202002,2020,2020.1178,IND,DELHI,IND,,,,,,,,,,,,,,,,,,1,100," Demand, not specified below",100,10,3,-5.0,1,1,1,-9.58083832335325,4,"Tihar, Uttar Pradesh, India",IN,IN36,17917,26.3521,79.2158,10454667,0,,,,,,,,4,"Tihar, Uttar Pradesh, India",IN,IN36,17917.0,26.3521,79.2158,10454667,20200213223000,https://www.aninews.in/news/national/general-news/2012-delhi-gangrape-case-accused-will-be-hanged-court-will-issue-death-warrants-one-day-says-advocate-seema-kushwaha20200214033157/,2012 delhi gangrape case accused will be hanged court will issue death warrants one day says advocate seema kushwaha20200214033157
2751,174172,905842960,20200213,202002,2020,2020.1178,COP,POLICE,,,,,,COP,,,,,,,,,,,,,1,190," Use conventional military force, not specified below",190,19,4,-10.0,20,1,10,-20.6730769230769,4,"Firozabad, Uttar Pradesh, India",IN,IN36,70264,27.15,78.4167,-2095645,0,,,,,,,,4,"Firozabad, Uttar Pradesh, India",IN,IN36,70264.0,27.15,78.4167,-2095645,20200213230000,https://indianexpress.com/article/india/accused-of-shooting-rape-victims-father-man-arrested-in-firozabad-6267094/,accused of shooting rape victims father man arrested in firozabad 6267094
